"zcta","tot_pop","white","black","alaskan_native","asian","pacific_islan","other","mixed_race"
"00601",16773,12235,255,21,2,0,3703,1114
"00602",37083,28378,993,112,17,0,1177,12812
"00603",45652,35612,1630,76,30,14,6273,4034
"00606",6231,3159,96,22,0,0,2707,494
"00610",26502,20023,448,0,0,1,1569,8922
"00612",58771,39173,2394,36,535,0,11915,9436
"00616",9688,6650,763,0,59,0,1411,1610
"00617",23771,16676,805,0,154,0,3811,4650
"00622",6505,1716,45,0,0,0,4191,1106
"00623",41472,10117,774,110,129,0,27497,5690
"00624",21031,14802,669,0,24,0,4907,1258
"00627",31066,28157,471,0,0,0,1895,1086
"00631",1481,1095,0,0,0,0,386,0
"00637",21957,13948,406,69,5,0,6674,1710
"00638",16018,13443,242,149,13,0,613,3116
"00641",26383,11821,256,0,15,0,13697,1188
"00646",36538,24676,4217,0,52,0,2183,10820
"00647",5708,2770,333,0,0,0,2438,334
"00650",13869,10049,265,0,110,0,2429,2032
"00652",3624,2711,66,0,39,0,457,702
"00653",10117,5549,521,23,0,0,3693,662
"00656",17984,13773,284,0,127,0,3379,842
"00659",39561,36220,562,0,25,0,1699,2110
"00660",15731,3377,419,0,0,0,11533,804
"00662",39017,23689,2721,19,0,0,11028,3120
"00664",14405,7302,385,43,0,0,6087,1176
"00667",22721,6024,249,0,0,0,15645,1606
"00669",24022,17086,299,0,0,0,6242,790
"00670",8051,4004,83,0,0,0,3568,792
"00674",38218,28740,1471,29,141,0,4516,6642
"00676",35621,28644,1438,0,27,0,4322,2380
"00677",13949,10081,90,0,0,0,495,6566
"00678",24997,21101,634,25,0,0,2555,1364
"00680",44904,10957,1352,184,0,3,31342,2132
"00682",30212,7931,981,0,5,0,20014,2562
"00683",28710,16753,470,19,8,22,10539,1798
"00685",36546,22689,1356,0,108,0,10613,3560
"00687",30652,24401,874,37,0,0,1650,7380
"00688",11355,7308,195,26,94,0,3574,316
"00690",5900,4771,125,0,0,0,494,1020
"00692",34857,21129,2915,0,0,0,6765,8096
"00693",52220,38550,2826,47,8,1,6260,9056
"00694",32,32,0,0,0,0,0,0
"00698",34449,24991,1244,85,5,0,6822,2604
"00703",25619,11951,2268,179,0,0,1527,19388
"00704",7641,3720,2571,4,18,0,632,1392
"00705",22289,14314,3519,74,24,0,1539,5638
"00707",10514,1053,7477,8,0,0,1965,22
"00714",17413,10964,4536,0,0,0,1149,1528
"00715",2846,1592,392,23,0,0,347,984
"00716",26433,20066,1794,0,20,0,1324,6458
"00717",15115,10392,952,77,0,0,1143,5102
"00718",25543,15818,864,0,85,0,7923,1706
"00719",28048,21443,1593,0,0,0,297,9430
"00720",20387,15256,930,50,0,0,1542,5218
"00723",16645,1220,12900,0,0,0,2305,440
"00725",79395,54080,6859,271,128,0,12448,11218
"00727",51772,38349,4029,65,264,0,6245,5640
"00728",39204,29033,2344,28,39,0,4396,6728
"00729",50721,23075,6628,59,375,0,19002,3164
"00730",29075,20964,1385,14,0,0,1762,9900
"00731",12108,8784,577,0,0,0,530,4434
"00735",11593,6053,753,61,66,0,3893,1534
"00736",45773,25071,3746,28,100,0,2826,28004
"00738",28329,14283,2851,16,138,0,8291,5500
"00739",35801,22516,3587,82,0,0,3301,12630
"00740",1934,768,313,0,0,0,774,158
"00741",3911,1233,1576,0,0,0,958,288
"00745",49472,22814,6895,102,127,0,15856,7356
"00751",20662,10746,7340,0,0,0,706,3740
"00754",36309,18449,11103,0,117,0,5277,2726
"00757",21474,10779,7153,22,0,0,648,5744
"00765",8402,3685,838,9,14,0,3645,422
"00766",22187,12358,944,0,0,0,2277,13216
"00767",32867,4473,22270,0,0,0,5463,1322
"00769",38500,22211,10606,0,0,0,1254,8858
"00771",36388,5604,25588,31,19,0,4594,1104
"00772",18919,2631,8353,12,14,0,7712,394
"00773",17924,9229,1672,10,33,0,5598,2764
"00775",1326,671,49,0,28,0,525,106
"00777",39580,16984,7067,94,87,0,11216,8264
"00778",46720,27124,5819,50,72,0,11102,5106
"00780",10887,6608,601,0,0,0,801,5754
"00782",17310,12985,1841,0,0,0,685,3598
"00783",32372,23549,2391,0,0,0,3011,6842
"00784",38894,27090,6041,0,58,141,2805,5518
"00786",292,292,0,0,0,0,0,0
"00791",47675,21913,8470,111,369,0,15989,1646
"00794",28088,21611,1444,17,0,0,1211,7610
"00795",43475,17951,4003,35,106,0,3837,35086
"00901",7438,5052,846,0,0,7,549,1968
"00906",178,178,0,0,0,0,0,0
"00907",15641,10336,1297,49,45,0,2702,2424
"00909",4855,2096,787,27,13,0,1646,572
"00911",7157,4440,623,24,147,0,1239,1368
"00912",5868,2394,1047,11,54,14,2039,618
"00913",7225,2672,345,20,49,0,4061,156
"00915",24079,5839,3506,148,66,0,13698,1644
"00917",17836,10782,2002,9,47,34,4108,1708
"00918",14902,9958,964,24,33,16,2032,3750
"00920",16157,8465,3260,26,0,0,2407,3998
"00921",30663,14584,6208,52,10,0,4327,10964
"00923",23811,13382,3322,104,21,0,5801,2362
"00924",46690,27093,8800,141,36,0,7713,5814
"00925",6365,3604,1402,11,64,0,1068,432
"00926",89327,60872,9392,57,136,0,7067,23606
"00927",13490,9629,969,29,138,0,1068,3314
"00934",114,71,43,0,0,0,0,0
"00936",802,667,61,0,0,0,74,0
"00949",71371,48158,7420,5,0,0,8515,14546
"00950",0,0,0,0,0,0,0,0
"00951",0,0,0,0,0,0,0,0
"00952",7324,4051,1677,0,0,0,939,1314
"00953",70997,56573,5162,99,42,5,4640,8952
"00956",60554,37993,4324,62,12,0,7683,20960
"00957",37977,24474,2583,89,139,0,4153,13078
"00959",46116,28976,4622,26,104,0,4642,15492
"00960",1793,1124,283,0,0,0,112,548
"00961",28638,17878,2700,0,111,0,2617,10664
"00962",18274,11629,2360,0,0,0,1919,4732
"00965",6901,4198,790,13,19,0,1107,1548
"00966",15139,10327,752,0,35,0,1770,4510
"00968",3603,2673,105,0,0,0,373,904
"00969",40402,27693,2539,138,10,0,4977,10090
"00971",25443,16121,1943,18,0,0,4186,6350
"00976",57297,41400,5751,78,105,0,4049,11828
"00979",17022,9904,1969,237,182,0,2944,3572
"00982",13402,6861,2870,60,83,0,2417,2222
"00983",32735,15458,7381,234,17,0,7400,4490
"00985",31388,14050,7144,690,78,0,7067,4718
"00987",52270,25617,8802,552,53,0,11562,11368
"01001",16064,14652,451,4,509,0,111,674
"01002",30099,22343,1749,60,3123,205,397,4444
"01003",11588,7979,521,26,2377,0,81,1208
"01005",5166,4877,103,0,17,24,0,290
"01007",15080,13855,112,0,529,0,170,828
"01008",1116,1094,0,3,0,0,0,38
"01009",649,649,0,0,0,0,0,0
"01010",3663,3095,200,0,16,0,0,704
"01011",1486,1435,4,0,1,0,7,78
"01012",595,574,0,0,0,9,0,24
"01013",22739,17453,1020,7,534,0,2212,3026
"01020",30249,26091,1594,12,505,0,738,2618
"01022",2203,1587,429,0,61,0,25,202
"01026",1030,1012,0,1,3,0,0,28
"01027",17641,16541,85,0,177,0,56,1564
"01028",16215,14715,360,46,531,0,66,994
"01029",572,562,0,3,0,0,0,14
"01030",12563,11881,201,0,79,0,40,724
"01031",1436,1298,5,0,0,0,21,224
"01032",482,478,0,0,0,0,4,0
"01033",6310,6064,19,0,72,0,92,126
"01034",2115,2000,19,7,11,0,4,148
"01035",5328,4653,298,0,113,0,59,410
"01036",5174,4871,10,23,14,0,165,182
"01037",642,605,2,2,5,0,5,46
"01038",2653,2487,0,27,9,0,84,92
"01039",1368,1270,22,33,0,0,15,56
"01040",40161,32140,1718,114,318,0,2087,7568
"01050",2454,2306,28,6,0,0,18,192
"01053",1850,1757,61,0,8,0,20,8
"01054",1875,1719,23,0,89,0,9,70
"01056",21223,19633,368,0,166,0,449,1214
"01057",8778,8438,109,0,113,0,44,148
"01060",16386,13830,373,33,713,8,538,1782
"01062",9693,8847,148,0,132,0,254,624
"01063",623,464,14,0,98,0,0,94
"01066",30,30,0,0,0,0,0,0
"01068",1636,1598,4,3,4,0,6,42
"01069",8716,7787,333,0,181,0,42,746
"01070",679,581,1,2,13,0,6,152
"01071",1392,1296,46,0,2,0,0,96
"01072",1541,1319,19,0,14,0,12,354
"01073",6169,5755,34,0,50,0,9,642
"01074",396,369,0,0,0,0,0,54
"01075",17715,15943,309,9,803,0,141,1020
"01077",9722,9221,6,37,155,0,58,490
"01079",515,515,0,0,0,0,0,0
"01080",2419,2009,64,0,32,0,152,324
"01081",1937,1873,9,5,0,4,4,84
"01082",10341,9836,183,0,78,0,17,454
"01083",3125,2986,0,0,139,0,0,0
"01084",165,142,0,0,0,0,23,0
"01085",41758,37592,628,48,1153,55,1296,1972
"01086",351,319,16,0,0,0,0,32
"01088",588,583,0,0,0,0,0,10
"01089",28527,24071,763,111,1460,0,835,2574
"01092",1200,1171,29,0,0,0,0,0
"01093",295,295,0,0,0,0,0,0
"01094",428,412,0,0,0,0,0,32
"01095",14740,13663,518,0,110,0,89,720
"01096",2288,2282,0,0,0,0,0,12
"01097",93,89,0,0,0,0,0,8
"01098",1182,1173,0,0,0,0,6,6
"01103",1989,937,392,11,58,0,446,290
"01104",23150,14554,2691,83,306,0,2022,6988
"01105",12651,6087,2784,0,88,0,1833,3718
"01106",15982,14111,204,6,1155,0,102,808
"01107",11693,7023,1497,39,87,0,2203,1688
"01108",26397,15145,5305,127,1620,0,2299,3802
"01109",30684,14895,10684,160,631,14,2206,4188
"01118",14839,10202,2425,24,705,0,364,2238
"01119",13253,8615,2483,66,681,0,419,1978
"01128",2989,2241,291,0,111,0,77,538
"01129",6296,4429,1232,0,161,0,204,540
"01151",9485,5712,2394,0,128,0,568,1366
"01199",0,0,0,0,0,0,0,0
"01201",43941,37636,1972,64,729,30,715,5590
"01220",8129,7712,54,1,116,0,32,428
"01222",720,694,0,9,0,0,17,0
"01223",2499,2333,27,10,9,0,38,164
"01224",163,163,0,0,0,0,0,0
"01225",3093,2948,29,15,0,0,0,202
"01226",6698,6575,8,15,34,0,9,114
"01229",59,59,0,0,0,0,0,0
"01230",8354,7853,174,0,39,4,160,248
"01235",2369,2285,7,0,0,8,8,122
"01236",1577,1220,157,0,167,0,0,66
"01237",2522,2486,1,0,7,0,8,40
"01238",5980,5462,32,13,162,0,276,70
"01240",4666,4347,118,21,0,0,109,142
"01242",337,337,0,0,0,0,0,0
"01243",258,238,0,11,0,0,0,18
"01244",120,120,0,0,0,0,0,0
"01245",774,768,0,0,6,0,0,0
"01247",15340,13657,254,27,414,9,384,1190
"01253",789,775,0,7,0,0,0,14
"01254",961,887,50,0,15,0,0,18
"01255",891,856,16,0,3,0,5,22
"01256",701,666,22,4,0,0,0,18
"01257",1858,1856,2,0,0,0,0,0
"01258",604,546,0,43,1,1,12,2
"01259",617,605,4,0,0,0,4,8
"01260",191,191,0,0,0,0,0,0
"01262",1136,978,62,6,47,0,27,32
"01264",214,197,5,0,0,0,12,0
"01266",1281,1144,58,16,19,2,30,24
"01267",7796,6489,371,62,412,0,129,666
"01270",897,762,0,0,12,0,0,246
"01301",17611,15921,402,15,172,0,438,1326
"01330",1594,1481,0,9,28,0,15,122
"01331",13609,12692,143,7,87,0,238,884
"01337",2442,2340,0,1,31,0,15,110
"01338",150,88,0,0,0,0,46,32
"01339",1410,1357,0,0,17,0,0,72
"01340",1780,1712,30,0,0,0,0,76
"01341",1796,1776,0,0,6,0,0,28
"01342",1165,985,45,0,11,0,0,248
"01343",78,69,0,0,0,0,9,0
"01344",1343,1278,22,15,0,0,0,56
"01346",544,513,0,0,0,0,0,62
"01347",139,139,0,0,0,0,0,0
"01349",1267,1123,0,5,17,0,0,244
"01350",100,100,0,0,0,0,0,0
"01351",2577,2503,24,30,0,0,0,40
"01354",1732,1615,34,0,55,0,0,56
"01355",981,758,0,7,6,0,100,220
"01360",2973,2813,8,0,6,0,79,134
"01364",7721,7388,66,36,57,0,0,348
"01366",1155,1101,5,0,10,3,12,48
"01367",519,456,6,0,1,0,21,70
"01368",1451,1439,0,0,8,0,0,8
"01370",3727,3400,17,4,105,0,0,402
"01373",4866,4652,0,0,31,0,0,366
"01375",3643,2954,17,0,397,70,0,410
"01376",4630,4275,28,0,4,0,135,376
"01378",738,712,0,2,4,0,3,34
"01379",835,745,44,0,7,0,11,56
"01420",40576,30004,2843,109,869,0,2828,7846
"01430",6320,6158,64,0,22,0,0,152
"01431",3211,3094,7,0,23,0,0,174
"01432",7760,6790,339,15,320,0,0,592
"01434",2007,1121,508,21,293,0,29,70
"01436",3538,3389,0,0,49,0,100,0
"01438",512,509,3,0,0,0,0,0
"01440",20605,17790,520,8,651,0,662,1948
"01450",11322,10252,40,0,486,0,21,1046
"01451",4576,4158,0,0,119,0,41,516
"01452",4758,4364,122,0,147,0,0,250
"01453",41654,33525,2451,72,1164,0,1942,5000
"01460",10152,9037,41,8,768,0,43,510
"01462",11530,10867,183,0,118,0,118,488
"01463",12113,11042,97,0,689,0,53,464
"01464",7616,5957,741,0,290,0,488,280
"01467",407,407,0,0,0,0,0,0
"01468",4065,3732,0,20,313,0,0,0
"01469",7812,7268,123,0,148,0,9,528
"01473",7874,7813,0,0,14,0,0,94
"01474",1685,1649,0,0,0,0,11,50
"01475",10831,9725,110,0,420,0,149,854
"01501",16627,15649,115,0,407,0,113,686
"01503",3312,3203,0,0,44,0,3,124
"01504",9249,8275,354,27,109,0,96,776
"01505",4666,4496,0,0,127,0,6,74
"01506",3439,3242,12,0,41,0,92,104
"01507",13610,12991,104,15,39,0,109,704
"01510",13940,12353,402,90,265,0,582,496
"01515",2157,2053,40,0,0,0,30,68
"01516",9168,8807,24,0,145,0,16,352
"01518",3606,3368,1,0,185,0,35,34
"01519",7566,6177,248,0,601,0,139,802
"01520",16059,14619,509,11,255,10,79,1152
"01521",2492,2442,17,3,0,0,12,36
"01522",3069,2951,45,1,39,0,0,66
"01523",7809,6938,382,12,72,13,18,748
"01524",6778,6267,234,0,53,10,35,358
"01525",309,264,0,0,0,0,45,0
"01527",13822,12462,201,6,299,84,17,1506
"01529",3249,3126,14,0,1,0,7,202
"01531",1155,1134,0,0,3,0,0,36
"01532",15047,12394,675,5,1330,0,137,1012
"01534",5885,5611,42,10,33,31,89,138
"01535",4774,4650,67,0,18,0,11,56
"01536",7030,5906,205,0,379,0,83,914
"01537",2244,2150,77,0,16,0,1,0
"01540",11679,10738,191,0,177,0,345,456
"01541",3466,3247,23,0,0,0,13,366
"01542",2544,2347,117,16,0,0,6,116
"01543",8799,8318,52,0,211,0,26,384
"01545",37683,26480,621,81,8546,0,398,3114
"01550",16865,13767,706,37,65,0,1503,1574
"01560",4467,3131,148,0,823,0,42,646
"01561",102,102,0,0,0,0,0,0
"01562",11942,10963,168,0,430,0,0,762
"01564",8130,7835,93,0,33,0,39,260
"01566",5953,5572,52,0,133,0,122,148
"01568",7968,6639,588,0,219,0,35,974
"01569",13901,13224,111,0,62,0,178,652
"01570",16934,13728,731,21,221,0,1301,1864
"01571",11699,10829,249,0,304,0,79,476
"01581",19035,12511,644,113,4844,0,269,1308
"01583",7752,6969,351,15,113,0,64,480
"01585",4601,4441,9,43,0,0,52,112
"01588",10439,9262,41,35,108,0,162,1662
"01590",9458,8712,220,0,129,8,18,742
"01602",24363,18652,1852,37,1701,52,526,3086
"01603",18612,12015,2326,54,2006,6,1071,2268
"01604",37633,23863,5530,407,3266,7,2574,3972
"01605",27587,16864,5142,102,1261,11,1801,4812
"01606",20060,14755,2145,15,1702,0,435,2016
"01607",8410,5678,1760,0,220,0,215,1074
"01608",4910,2492,1069,121,284,0,469,950
"01609",21780,17265,1626,29,1313,0,702,1690
"01610",22152,13991,2573,184,1665,24,1842,3746
"01611",2036,1888,42,0,7,9,14,152
"01612",4961,4361,410,0,80,6,26,156
"01701",33742,27193,1370,0,2980,0,1329,1740
"01702",39163,22404,3150,207,3183,33,7659,5054
"01718",709,338,0,0,130,0,0,482
"01719",5677,4233,261,0,899,0,95,378
"01720",22914,15588,888,37,5495,12,111,1566
"01721",17787,13884,904,74,2278,0,364,566
"01730",14072,10689,358,11,2433,0,71,1020
"01731",2119,1326,102,0,227,0,283,362
"01740",5356,4809,13,0,215,0,104,430
"01741",5232,4619,0,0,475,0,12,252
"01742",18927,15551,755,0,1553,0,436,1264
"01745",600,560,0,0,40,0,0,0
"01746",14792,13578,158,0,759,0,65,464
"01747",5956,5691,28,0,32,0,21,368
"01748",18030,14767,363,24,2394,0,85,794
"01749",19863,18223,120,0,688,0,498,668
"01752",39663,29675,1713,45,2111,97,4225,3594
"01754",10900,9483,176,0,457,0,270,1028
"01756",6146,5790,0,0,51,0,2,606
"01757",28936,23012,1045,39,779,0,3199,1724
"01760",35770,28422,800,57,5114,6,366,2010
"01770",4324,3692,24,0,337,0,27,488
"01772",9551,7572,44,0,1578,0,166,382
"01773",4847,4478,18,0,186,0,0,330
"01775",7159,5861,147,0,547,0,333,542
"01776",19248,16150,207,0,2077,27,71,1432
"01778",14038,11691,97,0,1628,0,37,1170
"01801",40297,32030,1913,8,4081,0,1117,2296
"01803",28077,21362,684,53,4587,95,95,2402
"01810",36098,28223,835,32,5455,0,228,2650
"01821",32936,27610,1349,21,2616,47,346,1894
"01824",25762,22701,233,18,2093,0,152,1130
"01826",31389,27556,1255,0,1173,31,303,2142
"01827",3374,3223,0,0,96,0,2,106
"01830",26225,19471,1107,33,484,0,2682,4896
"01832",23736,18589,462,0,255,19,2692,3438
"01833",8733,8347,63,26,55,0,55,374
"01834",6815,6699,0,15,14,0,14,146
"01835",13822,11650,485,0,100,0,1256,662
"01840",5416,2099,275,37,0,0,2641,728
"01841",49437,23242,2586,278,492,0,18613,8452
"01843",25170,12401,1376,10,1212,0,8414,3514
"01844",50517,35009,2609,45,2379,0,7177,6596
"01845",31262,26645,955,30,1818,0,731,2166
"01850",15950,9960,2888,0,1472,73,1096,922
"01851",31558,13211,2360,494,12802,21,1109,3122
"01852",35033,24517,2615,261,4371,80,1555,3268
"01854",28770,19456,2070,24,4941,41,1069,2338
"01860",6926,6684,1,0,83,0,71,174
"01862",10519,7899,826,0,511,0,1002,562
"01863",9477,8066,181,0,895,3,144,376
"01864",15672,14554,134,0,673,0,51,520
"01867",25236,22674,180,9,1344,0,323,1412
"01876",30973,28352,1011,9,865,0,178,1116
"01879",12511,10719,94,0,1313,0,71,628
"01880",26704,25266,230,7,688,0,57,912
"01886",24566,17957,149,35,5673,0,250,1004
"01887",23390,20340,681,0,1272,0,141,1912
"01890",22760,17928,205,135,3303,6,399,1568
"01901",2370,801,662,54,12,0,492,698
"01902",49472,20574,8064,152,2481,47,12846,10616
"01904",17928,13446,764,39,703,36,2085,1710
"01905",24369,11350,4052,114,2502,0,4485,3732
"01906",28334,24825,662,30,1415,19,863,1040
"01907",15468,14364,313,0,396,0,158,474
"01908",3512,3265,53,0,95,0,33,132
"01913",17474,16315,62,44,193,0,134,1452
"01915",42062,37992,1282,51,988,6,422,2642
"01921",8316,7857,0,0,211,0,0,496
"01922",3758,3583,0,0,50,0,54,142
"01923",27367,25095,519,16,570,0,342,1650
"01929",3771,3737,0,0,0,0,15,38
"01930",30291,28199,669,17,579,0,257,1140
"01937",182,172,0,0,0,0,10,0
"01938",14022,12855,224,0,306,0,277,720
"01940",13429,11869,361,0,554,0,24,1242
"01944",5400,5205,0,0,20,0,172,6
"01945",20530,19673,80,0,321,0,141,630
"01949",9952,9122,232,6,58,0,108,852
"01950",18197,17153,244,0,314,0,41,890
"01951",3348,3222,4,0,38,0,0,168
"01952",9477,8909,54,9,174,14,140,354
"01960",52880,47037,1874,120,674,0,1343,3664
"01966",7269,7002,4,6,12,0,107,276
"01969",6375,6195,57,0,50,0,14,118
"01970",43120,34216,2836,145,1101,0,2482,4680
"01982",8048,7262,21,0,493,22,37,426
"01983",6613,6220,12,0,289,0,0,184
"01984",5208,4842,146,0,158,3,7,104
"01985",4688,4480,0,0,27,0,0,362
"02019",17196,15210,464,0,139,0,72,2622
"02021",23615,18855,1531,131,1768,14,686,1260
"02025",8520,8207,41,18,40,20,52,284
"02026",25316,21409,1923,28,743,19,392,1604
"02030",6079,4982,0,0,714,0,82,602
"02032",4360,3683,154,0,404,0,25,188
"02035",17917,14747,1249,0,1225,0,44,1304
"02038",33644,30104,479,0,1991,6,74,1980
"02043",23983,22936,135,16,617,0,4,550
"02045",10478,9973,63,0,118,0,66,516
"02047",156,156,0,0,0,0,0,0
"02048",24145,21484,569,44,1426,0,332,580
"02050",26109,25671,90,0,100,19,0,458
"02052",12926,11995,165,0,550,0,0,432
"02053",13398,12199,210,5,421,0,16,1094
"02054",8288,7648,150,0,141,0,267,164
"02056",11861,9881,1004,23,207,0,312,868
"02061",11120,10418,31,0,418,15,101,274
"02062",29446,24064,2513,0,1610,0,623,1272
"02066",18511,17158,52,0,368,0,447,972
"02067",18653,14068,306,10,3151,0,365,1506
"02071",1230,739,86,15,300,0,90,0
"02072",28742,19844,4898,67,1462,0,1074,2794
"02081",19850,17883,286,75,586,0,600,840
"02090",16229,13638,196,0,1670,0,234,982
"02093",11930,11264,302,17,105,0,31,422
"02108",4520,3922,202,7,173,0,71,290
"02109",3639,3012,53,0,436,0,12,252
"02110",2340,2052,64,0,96,29,35,128
"02111",7949,3174,251,36,4059,0,89,680
"02113",7339,6590,221,12,240,0,191,170
"02114",13260,10464,597,9,1024,0,484,1364
"02115",29134,18307,2137,43,5369,101,1294,3766
"02116",23007,16595,1236,58,3422,37,446,2426
"02118",28892,14772,4696,142,5100,0,2701,2962
"02119",27426,5545,14951,408,600,16,3916,3980
"02120",15210,6872,3567,104,2317,0,1905,890
"02121",29570,3415,18953,0,71,0,4319,5624
"02122",24874,9192,7140,72,4336,0,1850,4568
"02124",57128,14395,32614,192,3763,12,2981,6342
"02125",34725,12292,11923,154,3938,0,3724,5388
"02126",29807,2444,24029,8,188,0,1488,3300
"02127",36941,29801,2262,31,2310,5,1020,3024
"02128",47804,27544,1513,246,2144,77,2749,27062
"02129",20504,15779,1682,3,1988,0,277,1550
"02130",42021,27591,5654,212,3033,0,3326,4410
"02131",34048,20005,8714,134,535,0,2921,3478
"02132",28263,22773,1277,47,2003,0,673,2980
"02134",19552,11216,1362,34,5040,0,1111,1578
"02135",45496,31762,2353,47,6992,87,2220,4070
"02136",36417,12914,17216,47,792,0,2614,5668
"02138",39139,27029,1961,120,6317,26,966,5440
"02139",39702,24314,5248,158,6981,75,629,4594
"02140",20954,12794,3455,27,3669,0,164,1690
"02141",14437,9565,1357,29,2505,14,384,1166
"02142",4074,2260,361,0,1250,0,37,332
"02143",25102,19077,998,74,2776,0,758,2838
"02144",25009,21034,1059,0,1762,0,162,1984
"02145",28372,19799,2219,93,2991,8,1717,3090
"02148",60710,31492,9957,51,15429,0,1653,4256
"02149",46275,25017,8246,471,3640,46,4669,8372
"02150",39862,16910,2491,41,1559,0,4341,29040
"02151",53416,38657,2461,115,2021,0,5094,10136
"02152",18558,16499,792,10,140,0,515,1204
"02155",60533,43501,5338,36,7028,34,1247,6698
"02163",2343,1379,198,8,645,0,53,120
"02169",56999,35919,4130,63,13945,25,890,4054
"02170",19163,10126,819,156,7533,107,97,650
"02171",18227,10604,447,44,6617,0,114,802
"02176",28054,23148,937,0,2594,0,272,2206
"02180",23625,20864,686,0,1272,0,207,1192
"02184",37196,27925,1181,49,6788,0,349,1808
"02186",27590,19787,4731,107,1590,30,202,2286
"02188",16114,12931,1487,26,798,0,272,1200
"02189",15337,13051,1433,0,483,0,112,516
"02190",17466,15101,171,37,1664,0,264,458
"02191",8296,7522,102,0,628,0,8,72
"02199",1435,883,0,0,511,0,0,82
"02203",24,11,0,0,13,0,0,0
"02210",4538,3838,182,0,397,0,9,224
"02215",26243,17156,1623,73,5324,0,634,2866
"02301",63920,19514,30024,116,1532,0,7153,11162
"02302",31820,12949,11835,291,192,52,3552,5898
"02322",4513,3309,936,18,14,0,133,206
"02324",27441,23364,2065,71,723,17,696,1010
"02330",11745,11102,47,19,117,0,187,546
"02332",15912,15224,173,12,309,0,8,372
"02333",14509,13164,567,0,187,0,181,820
"02338",7830,7582,149,5,16,0,0,156
"02339",14526,13886,68,0,156,0,89,654
"02341",10874,9824,23,0,439,0,105,966
"02343",11051,8384,1509,0,283,0,45,1660
"02346",25139,23602,301,47,257,35,461,872
"02347",11531,10869,208,10,84,0,88,544
"02351",16557,14455,416,0,528,0,194,1928
"02356",12474,10926,596,12,374,0,394,344
"02357",1050,881,71,6,57,0,5,60
"02359",18455,17585,99,0,246,0,155,740
"02360",60797,57085,1000,61,504,0,583,3128
"02364",13746,13095,81,0,48,0,96,852
"02366",194,132,16,10,0,0,36,0
"02367",2979,2875,87,0,0,0,1,32
"02368",34214,11070,13687,14,5049,16,2914,2928
"02370",18010,16939,390,0,83,0,304,588
"02375",11336,10004,359,0,158,0,412,806
"02379",7254,6806,126,0,44,0,0,556
"02382",15139,14078,308,0,190,0,260,606
"02420",14726,9378,134,0,4700,0,48,932
"02421",18578,11630,306,16,5499,0,272,1710
"02445",20520,15310,684,80,2806,0,303,2674
"02446",29711,20627,905,22,5628,5,295,4458
"02451",17470,12641,912,90,2549,0,506,1544
"02452",15636,11052,1652,8,2110,20,253,1082
"02453",29289,20241,2188,202,2713,5,2533,2814
"02457",1812,1115,139,0,387,8,80,166
"02458",12050,9138,479,3,1441,5,539,890
"02459",18631,14299,632,0,2888,6,204,1204
"02460",9885,7670,358,36,1171,0,165,970
"02461",6923,5064,99,24,1311,0,177,496
"02462",1222,934,0,15,197,0,0,152
"02464",3706,2182,165,0,1146,0,12,402
"02465",11967,9396,245,0,1558,0,129,1278
"02466",9292,6821,228,12,1986,0,48,394
"02467",22982,16521,738,8,3677,0,348,3380
"02468",5522,4600,36,0,725,0,6,310
"02472",35951,28173,1074,87,4369,0,721,3054
"02474",27853,21556,737,17,3928,0,333,2564
"02476",17526,14045,625,0,1944,0,136,1552
"02478",26123,20102,261,90,4461,0,162,2094
"02481",16121,13317,487,0,1758,14,64,962
"02482",10814,8009,212,0,1765,0,180,1296
"02492",20679,18465,552,0,1290,0,19,706
"02493",12103,9629,213,4,1639,0,187,862
"02494",10498,8388,308,16,1426,0,117,486
"02532",13443,11837,152,41,397,0,511,1010
"02534",1082,1045,23,14,0,0,0,0
"02535",2005,1610,25,276,31,0,0,126
"02536",19629,18194,149,126,224,0,247,1378
"02537",6824,6156,300,0,289,0,0,158
"02538",4129,3391,0,126,59,0,264,578
"02539",4358,3779,53,21,29,0,128,696
"02540",8241,7506,97,109,146,0,108,550
"02542",948,783,29,0,26,0,52,116
"02543",680,671,0,0,0,0,0,18
"02553",96,96,0,0,0,0,0,0
"02554",11023,8474,1433,110,130,7,314,1110
"02556",2554,2500,7,0,30,0,16,2
"02557",4701,4073,300,0,0,0,65,526
"02558",1632,1255,163,0,9,0,205,0
"02559",3228,3210,10,0,0,0,0,16
"02561",257,257,0,0,0,0,0,0
"02562",2814,2594,18,0,151,0,6,90
"02563",9728,9050,17,39,225,0,238,318
"02564",189,140,22,0,27,0,0,0
"02568",4132,3408,352,0,0,0,119,506
"02571",10858,9008,147,0,79,0,1074,1100
"02575",2197,1948,34,0,44,0,94,154
"02576",4171,3849,41,0,8,0,53,440
"02584",0,0,0,0,0,0,0,0
"02601",14939,11208,2023,50,117,98,284,2318
"02630",1892,1818,3,0,31,0,24,32
"02631",9565,9322,14,0,59,23,0,294
"02632",11105,9793,79,41,76,0,281,1670
"02633",4040,3816,82,0,114,0,0,56
"02635",2826,2652,150,0,24,0,0,0
"02637",184,184,0,0,0,0,0,0
"02638",3028,2833,32,0,42,0,56,130
"02639",3147,2783,259,0,8,0,16,162
"02641",202,202,0,0,0,0,0,0
"02642",4873,4567,19,28,141,0,91,54
"02643",0,0,0,0,0,0,0,0
"02644",3744,3704,0,0,14,0,0,52
