"zcta","tot_pop","white","black","alaskan_native","asian","pacific_islan","other","mixed_race"
"16510",25299,20992,2038,30,843,0,593,1606
"16511",11439,9646,1132,2,163,0,218,556
"16546",715,637,13,0,37,0,12,32
"16563",1596,1244,77,0,206,0,10,118
"16601",31825,29852,659,166,102,8,73,1930
"16602",28609,26454,1337,0,61,9,25,1446
"16611",2624,2512,20,0,0,0,29,126
"16613",1277,1277,0,0,0,0,0,0
"16616",164,164,0,0,0,0,0,0
"16617",2637,2593,5,0,17,0,14,16
"16619",318,318,0,0,0,0,0,0
"16620",323,314,2,0,4,0,0,6
"16621",680,674,0,0,0,0,0,12
"16622",132,132,0,0,0,0,0,0
"16623",552,550,0,0,0,0,0,4
"16624",189,189,0,0,0,0,0,0
"16625",4044,3963,6,0,0,0,3,144
"16627",2118,1980,9,2,0,0,0,254
"16630",4778,4492,77,0,15,4,27,326
"16631",116,116,0,0,0,0,0,0
"16633",443,443,0,0,0,0,0,0
"16634",315,311,0,0,4,0,0,0
"16635",12438,11870,0,1,380,0,6,362
"16636",898,881,6,0,0,0,0,22
"16637",2323,2290,0,0,0,0,0,66
"16638",40,40,0,0,0,0,0,0
"16639",1592,1559,19,0,0,0,0,28
"16640",707,701,3,0,3,0,0,0
"16641",2519,2462,0,1,1,0,0,110
"16645",189,189,0,0,0,0,0,0
"16646",2159,2143,0,1,0,0,0,30
"16647",765,742,9,0,0,0,0,28
"16648",14374,14083,79,2,99,37,0,148
"16650",1644,1615,3,0,21,0,1,8
"16651",5818,4190,1158,39,28,0,114,578
"16652",18469,15366,2121,56,241,0,159,1052
"16655",1666,1653,0,0,0,0,0,26
"16656",1259,1228,0,0,0,0,0,62
"16657",1397,1321,37,2,32,0,0,10
"16659",230,230,0,0,0,0,0,0
"16661",834,825,2,0,4,0,0,6
"16662",5967,5855,30,0,3,0,0,158
"16664",2156,2018,73,3,0,0,0,124
"16665",300,300,0,0,0,0,0,0
"16666",3043,2956,3,0,3,0,48,66
"16667",1483,1396,78,0,0,0,0,18
"16668",3381,3322,25,0,0,0,0,68
"16669",2058,2014,4,8,3,0,21,16
"16670",28,28,0,0,0,0,0,0
"16671",472,465,0,0,0,0,0,14
"16672",242,242,0,0,0,0,0,0
"16673",5385,5241,16,0,21,0,0,214
"16674",643,633,0,0,0,0,0,20
"16677",204,204,0,0,0,0,0,0
"16678",2456,2370,4,0,0,0,0,164
"16679",687,679,0,0,0,0,0,16
"16680",303,303,0,0,0,0,0,0
"16682",22,22,0,0,0,0,0,0
"16683",259,257,2,0,0,0,0,0
"16685",274,273,0,0,0,0,0,2
"16686",12879,12482,91,9,18,0,93,372
"16689",477,461,2,0,0,0,14,0
"16691",318,317,0,0,0,0,0,2
"16692",811,802,0,0,1,0,0,16
"16693",4066,3909,13,0,22,0,36,172
"16694",191,191,0,0,0,0,0,0
"16695",1213,1184,0,0,0,0,1,56
"16699",0,0,0,0,0,0,0,0
"16701",17072,16296,121,12,138,15,180,620
"16720",1238,1214,0,0,4,0,6,28
"16724",122,122,0,0,0,0,0,0
"16725",179,173,0,0,0,0,0,12
"16726",572,550,0,0,0,0,0,44
"16727",196,196,0,0,0,0,0,0
"16728",33,24,0,0,5,0,0,8
"16729",707,707,0,0,0,0,0,0
"16730",68,68,0,0,0,0,0,0
"16731",2342,2320,4,0,2,0,1,30
"16732",189,189,0,0,0,0,0,0
"16733",208,104,0,0,0,0,104,0
"16734",250,246,0,0,0,0,0,8
"16735",5952,5750,58,22,16,5,26,150
"16738",2476,1543,739,7,0,0,85,204
"16740",1036,965,2,6,0,0,0,126
"16743",3898,3788,2,0,20,0,4,168
"16744",245,245,0,0,0,0,0,0
"16745",642,633,0,9,0,0,0,0
"16746",1156,1090,0,1,2,0,0,126
"16748",2824,2803,0,2,0,0,14,10
"16749",4039,3959,47,0,0,0,2,62
"16750",371,298,10,0,0,0,0,126
"16801",45527,38526,1276,31,4125,23,169,2754
"16802",11473,9228,547,0,1330,0,42,652
"16803",24582,18237,1200,36,3959,0,39,2222
"16820",1698,1681,0,0,3,0,0,28
"16821",301,301,0,0,0,0,0,0
"16822",1850,1831,17,0,0,0,0,4
"16823",30978,27750,2213,9,194,0,270,1084
"16825",246,143,0,0,0,0,0,206
"16826",376,376,0,0,0,0,0,0
"16827",4686,4431,49,9,92,0,43,124
"16828",4603,4355,28,0,37,0,0,366
"16829",765,765,0,0,0,0,0,0
"16830",13551,13390,12,23,49,0,28,98
"16832",503,377,0,0,123,0,0,6
"16833",5265,5036,42,6,6,9,94,144
"16834",616,616,0,0,0,0,0,0
"16835",295,295,0,0,0,0,0,0
"16836",1034,1030,1,0,0,0,0,6
"16837",203,203,0,0,0,0,0,0
"16838",1825,1815,3,0,2,0,0,10
"16839",601,601,0,0,0,0,0,0
"16840",494,494,0,0,0,0,0,0
"16841",6366,6223,11,0,2,1,8,242
"16843",408,403,5,0,0,0,0,0
"16844",2623,2602,5,0,3,0,0,26
"16845",984,878,48,0,0,0,0,116
"16847",317,211,92,0,0,0,0,28
"16848",352,344,0,0,8,0,0,0
"16849",166,166,0,0,0,0,0,0
"16851",657,568,24,0,0,0,10,110
"16852",193,189,0,0,0,0,0,8
"16853",210,210,0,0,0,0,0,0
"16854",597,573,0,0,0,0,0,48
"16855",103,103,0,0,0,0,0,0
"16858",3538,3532,0,0,0,0,0,12
"16859",465,439,0,0,0,0,26,0
"16860",308,308,0,0,0,0,0,0
"16861",335,327,0,0,8,0,0,0
"16863",443,431,5,2,4,0,0,2
"16865",1763,1508,196,0,0,0,0,118
"16866",10362,9183,669,0,148,0,65,594
"16868",725,725,0,0,0,0,0,0
"16870",7576,7204,1,20,241,0,26,168
"16871",64,64,0,0,0,0,0,0
"16872",1556,1550,0,0,6,0,0,0
"16874",1411,1378,0,0,5,0,0,56
"16875",4042,3916,20,0,0,0,8,196
"16876",268,268,0,0,0,0,0,0
"16877",2244,2223,11,0,0,0,0,20
"16878",1658,1629,4,0,4,0,4,34
"16879",460,454,0,3,0,0,0,6
"16881",2446,2413,0,26,0,0,0,14
"16882",407,394,0,0,11,0,0,4
"16901",10136,9857,111,23,36,0,21,176
"16911",512,510,0,0,0,0,0,4
"16912",2544,2472,9,3,49,0,0,22
"16914",2461,2366,19,5,13,0,0,116
"16915",6099,5888,22,19,50,0,23,194
"16917",1072,1067,0,0,0,0,0,10
"16920",1899,1773,43,0,5,0,12,132
"16921",511,501,0,0,0,0,10,0
"16922",1800,1773,0,6,14,0,0,14
"16923",1481,1481,0,0,0,0,0,0
"16925",3407,3337,8,10,41,0,0,22
"16926",919,903,4,0,0,0,0,24
"16927",545,508,25,0,0,0,2,20
"16928",1447,1413,3,0,0,0,0,62
"16929",2503,2311,44,4,51,0,7,172
"16930",1190,1150,10,0,1,0,14,30
"16932",810,794,12,0,0,0,0,8
"16933",6374,6093,77,0,50,0,68,172
"16935",1126,1081,0,0,9,0,2,68
"16936",2070,1995,8,0,20,0,0,94
"16937",146,146,0,0,0,0,0,0
"16938",749,736,6,0,0,0,0,14
"16939",310,308,2,0,0,0,0,0
"16940",213,213,0,0,0,0,0,0
"16941",88,88,0,0,0,0,0,0
"16942",842,823,1,0,0,0,0,36
"16943",399,393,0,0,0,0,0,12
"16946",2354,2312,10,0,7,0,1,48
"16947",4531,4322,37,4,18,0,29,242
"16948",1612,1513,10,1,0,0,5,166
"16950",3283,3217,0,0,13,2,22,58
"17002",699,694,4,0,0,0,0,2
"17003",12565,11573,218,0,304,0,356,228
"17004",5016,4942,48,0,0,0,0,52
"17005",295,280,0,0,0,0,0,30
"17006",1028,999,0,2,8,10,8,2
"17007",5888,5595,17,0,81,0,0,390
"17009",1892,1789,49,0,0,0,0,108
"17010",363,363,0,0,0,0,0,0
"17011",37718,30496,2572,41,1950,0,740,3838
"17013",36627,31247,2705,63,662,29,617,2608
"17015",21898,21225,65,0,274,0,32,604
"17016",1352,1283,69,0,0,0,0,0
"17017",1500,1492,1,0,0,0,0,14
"17018",4299,4227,37,0,5,0,10,40
"17019",19159,17893,255,0,349,23,181,916
"17020",9122,8861,35,15,47,0,20,288
"17021",866,866,0,0,0,0,0,0
"17022",31045,29111,669,7,381,0,405,944
"17023",3405,3221,25,0,0,0,12,294
"17024",1951,1881,0,0,0,0,0,140
"17025",16511,14177,901,0,763,0,254,832
"17026",3981,3928,13,0,9,0,0,62
"17027",1908,1626,135,0,56,0,34,114
"17028",3982,3857,35,0,4,0,75,22
"17029",105,105,0,0,0,0,0,0
"17030",859,743,11,0,0,0,0,210
"17032",7930,7523,45,0,144,0,5,426
"17033",17969,14157,551,76,877,0,1999,618
"17034",2512,1988,370,11,27,0,12,208
"17035",940,904,8,0,0,0,0,56
"17036",22165,19530,601,44,1053,1,198,1476
"17037",862,852,0,0,0,0,0,20
"17038",8553,7908,48,0,57,13,358,338
"17039",71,71,0,0,0,0,0,0
"17040",2328,2271,6,0,42,0,0,18
"17041",290,290,0,0,0,0,0,0
"17042",36949,30670,1550,98,628,6,2291,3412
"17043",5503,4677,287,12,81,0,51,790
"17044",21013,19884,118,116,139,0,220,1072
"17045",3687,3519,81,2,44,0,3,76
"17046",31587,22550,1204,23,394,0,6420,1992
"17047",2815,2718,66,4,0,0,6,42
"17048",4530,4093,5,2,229,0,28,346
"17049",3358,3276,67,0,3,0,12,0
"17050",38993,31318,344,54,5719,11,227,2640
"17051",4729,4659,4,0,7,0,9,100
"17052",1573,1529,8,0,0,0,0,72
"17053",5135,4937,89,5,9,0,68,54
"17055",37130,33196,1478,34,1303,0,203,1832
"17056",120,96,0,0,0,0,0,48
"17057",23157,18720,1541,138,617,0,908,2466
"17058",1622,1507,26,0,13,0,6,140
"17059",7889,7711,4,3,7,0,52,224
"17060",947,924,4,0,0,0,14,10
"17061",7190,6916,22,44,99,0,1,216
"17062",4289,4230,2,0,0,0,8,98
"17063",3221,3151,0,0,20,0,0,100
"17064",528,528,0,0,0,0,0,0
"17065",3559,3082,195,0,14,0,168,200
"17066",5284,4906,268,0,0,4,15,182
"17067",15111,14782,149,0,0,2,12,332
"17068",4391,4081,129,16,0,0,36,258
"17069",140,140,0,0,0,0,0,0
"17070",16609,14613,535,0,533,11,254,1326
"17071",110,106,0,0,0,0,0,8
"17072",243,170,54,19,0,0,0,0
"17073",6000,5795,73,0,42,0,0,180
"17074",7220,6928,45,25,8,0,68,292
"17075",167,163,0,0,0,0,0,8
"17076",86,86,0,0,0,0,0,0
"17077",0,0,0,0,0,0,0,0
"17078",22071,19376,194,0,745,0,962,1588
"17080",297,264,27,0,0,0,6,0
"17081",278,278,0,0,0,0,0,0
"17082",3233,2950,134,0,0,0,84,130
"17083",126,126,0,0,0,0,0,0
"17084",4580,4409,4,0,0,0,24,286
"17086",2115,2063,0,0,52,0,0,0
"17087",2884,2777,9,0,2,0,53,86
"17088",745,745,0,0,0,0,0,0
"17090",5636,5447,38,32,0,0,0,238
"17093",1611,1420,22,0,28,0,131,20
"17094",2569,2451,16,0,0,0,6,192
"17097",598,597,0,0,0,0,0,2
"17098",2307,2152,80,34,6,0,0,70
"17099",1133,1133,0,0,0,0,0,0
"17101",2199,1322,644,0,194,0,25,28
"17102",7531,4288,2403,12,235,0,267,652
"17103",12495,3283,7634,34,190,0,411,1886
"17104",19765,5977,11107,89,784,0,1348,920
"17109",24726,13374,6316,0,2719,0,951,2732
"17110",25122,13874,8118,188,938,0,767,2474
"17111",33261,20108,7676,91,3543,34,533,2552
"17112",36080,30227,3349,20,1288,55,40,2202
"17113",10309,5487,3430,189,9,0,165,2058
"17120",0,0,0,0,0,0,0,0
"17201",26362,21406,2722,184,273,7,936,1668
"17202",30942,28307,1005,21,471,0,347,1582
"17210",119,102,0,0,0,0,0,34
"17211",387,370,3,0,8,0,3,6
"17212",673,653,0,17,0,0,0,6
"17213",597,597,0,0,0,0,0,0
"17214",828,800,28,0,0,0,0,0
"17215",253,253,0,0,0,0,0,0
"17217",155,155,0,0,0,0,0,0
"17219",506,501,0,0,0,0,5,0
"17220",502,502,0,0,0,0,0,0
"17221",582,582,0,0,0,0,0,0
"17222",10717,10132,138,27,83,0,11,652
"17223",288,284,4,0,0,0,0,0
"17224",2077,2029,0,0,0,0,0,96
"17225",20576,19175,579,0,70,0,49,1406
"17228",1062,1051,0,3,0,0,0,16
"17229",1268,1218,0,0,19,0,9,44
"17233",5214,4917,168,2,8,0,13,212
"17235",886,492,268,0,52,0,0,148
"17236",8084,7807,175,0,22,0,13,134
"17237",2006,1762,52,4,46,0,93,98
"17238",1701,1686,2,0,0,0,0,26
"17239",156,156,0,0,0,0,0,0
"17240",3981,3942,17,0,8,0,0,28
"17241",11877,11596,84,17,20,0,51,218
"17243",1364,1339,12,0,0,0,0,26
"17244",2113,2035,4,0,17,0,0,114
"17246",402,400,1,0,0,0,0,2
"17247",433,413,8,0,0,0,0,24
"17249",348,348,0,0,0,0,0,0
"17250",33,33,0,0,0,0,0,0
"17251",80,80,0,0,0,0,0,0
"17252",3681,3676,1,0,0,0,4,0
"17253",343,334,0,0,0,0,0,18
"17254",73,71,2,0,0,0,0,0
"17255",1181,1152,0,2,0,2,0,50
"17256",254,254,0,0,0,0,0,0
"17257",29164,26310,1387,37,635,0,295,1000
"17260",979,979,0,0,0,0,0,0
"17261",297,165,76,0,7,0,16,66
"17262",1494,1494,0,0,0,0,0,0
"17263",799,659,140,0,0,0,0,0
"17264",2304,2299,3,0,0,2,0,0
"17265",821,821,0,0,0,0,0,0
"17266",506,483,6,0,0,0,0,34
"17267",2854,2735,16,3,37,0,45,36
"17268",29153,27436,968,62,59,14,40,1148
"17270",140,140,0,0,0,0,0,0
"17271",292,292,0,0,0,0,0,0
"17272",342,342,0,0,0,0,0,0
"17301",4462,4352,17,0,33,0,33,54
"17302",2566,2496,36,0,6,0,0,56
"17304",2795,2585,38,0,0,0,134,76
"17306",337,249,2,0,0,0,73,26
"17307",6259,5527,90,0,167,0,335,280
"17309",2251,2082,17,0,71,0,24,114
"17311",211,211,0,0,0,0,0,0
"17313",11269,9865,397,14,191,3,60,1478
"17314",6085,5744,149,30,0,0,0,324
"17315",26160,24559,887,1,159,0,66,976
"17316",8391,8159,27,0,15,0,22,336
"17317",565,524,21,0,0,0,0,40
"17318",376,376,0,0,0,0,0,0
"17319",11440,10910,122,0,17,0,16,750
"17320",7956,7505,25,26,9,0,7,768
"17321",2304,2169,15,11,2,0,14,186
"17322",6191,5976,6,5,6,0,6,384
"17324",4061,3685,161,0,0,0,9,412
"17325",28563,26229,534,73,394,0,544,1578
"17327",8318,7823,27,0,97,32,2,674
"17329",2554,2358,0,0,29,0,11,312
"17331",52219,47610,1386,107,574,0,603,3878
"17339",6766,6506,8,3,31,0,22,392
"17340",11024,10274,215,11,10,0,288,452
"17343",68,68,0,0,0,0,0,0
"17344",3515,3270,0,0,45,0,177,46
"17345",7737,7194,166,0,99,0,90,376
"17347",6577,6140,174,0,49,0,159,110
"17349",7261,6762,296,18,32,0,23,260
"17350",12830,11962,304,2,21,0,128,826
"17352",1628,1593,0,0,6,0,0,58
"17353",3413,3298,5,0,3,0,72,70
"17355",321,310,6,0,2,0,3,0
"17356",21784,20519,784,0,205,0,34,484
"17360",7072,6692,136,0,64,0,0,360
"17361",6544,6044,103,0,0,0,295,204
"17362",13088,12405,177,0,162,31,43,540
"17363",8772,8476,133,0,65,0,4,188
"17364",3699,3532,33,0,31,0,10,186
"17365",2206,2165,0,0,0,0,0,82
"17366",5974,5520,147,29,16,0,88,348
"17368",6198,5880,55,31,15,0,52,330
"17370",5423,4937,290,0,0,0,17,358
"17371",235,235,0,0,0,0,0,0
"17372",4028,3377,37,12,34,0,502,132
"17401",16973,8805,5127,50,80,0,1730,2362
"17402",38026,31448,2765,54,1047,0,694,4036
"17403",39217,28607,4781,53,1449,0,1665,5324
"17404",37280,29724,4507,147,473,3,994,2864
"17406",23326,20475,1355,0,387,13,73,2046
"17407",3070,2646,126,0,19,154,3,244
"17408",23402,20482,1208,112,486,0,343,1542
"17501",4450,4411,28,0,11,0,0,0
"17502",2673,2462,69,0,0,0,132,20
"17505",1460,1460,0,0,0,0,0,0
"17507",112,112,0,0,0,0,0,0
"17508",302,187,0,0,98,0,17,0
"17509",5246,5009,57,6,34,0,0,280
"17512",17802,15646,1231,7,83,0,510,650
"17516",4875,4637,0,7,86,0,12,266
"17517",15974,15443,40,0,309,0,0,364
"17518",1618,1592,6,5,0,0,8,14
"17519",6859,6666,10,0,111,0,20,104
"17520",4688,3928,312,0,62,0,0,772
"17522",34400,31909,560,54,336,0,622,1838
"17527",5655,5345,94,0,18,0,0,396
"17529",5100,5056,37,0,0,7,0,0
"17532",3287,3232,11,0,0,0,28,32
"17535",2912,2654,129,0,30,0,0,198
"17536",3361,3361,0,0,0,0,0,0
"17538",7311,6716,273,0,147,0,48,254
"17540",10773,9486,426,24,422,0,94,642
"17543",44973,41867,753,5,1126,0,427,1590
"17545",22174,21358,39,13,295,4,108,714
"17547",8068,7324,182,0,0,0,309,506
"17550",576,467,10,0,0,0,0,198
"17551",11011,8785,516,17,252,31,685,1450
"17552",20369,18739,478,11,137,0,111,1786
"17554",7214,6483,312,0,122,0,124,346
"17555",7760,7555,36,0,128,0,0,82
"17557",14860,14166,207,0,82,0,126,558
"17560",5287,4973,0,0,25,0,57,464
"17562",4770,4367,18,0,0,0,196,378
"17563",4075,3594,17,8,0,0,48,816
"17565",2297,2285,0,12,0,0,0,0
"17566",12147,11349,180,6,319,0,175,236
"17569",6422,6295,66,0,17,0,0,88
"17570",117,117,0,0,0,0,0,0
"17572",3985,3938,0,0,0,0,0,94
"17576",6,0,0,0,6,0,0,0
"17578",7667,7479,45,0,101,0,0,84
"17579",6320,6286,24,0,0,0,6,8
"17581",824,824,0,0,0,0,0,0
"17582",2022,1966,0,0,0,0,0,112
"17584",10669,9888,9,43,459,0,245,50
"17601",53023,45446,2203,64,2401,0,916,3986
"17602",50660,34256,7355,129,2470,18,4070,4724
"17603",65022,46273,5664,68,2569,53,5453,9884
"17606",428,428,0,0,0,0,0,0
"17701",43068,36365,4428,117,414,0,190,3108
"17702",10568,9854,220,0,245,33,67,298
"17721",1532,1508,2,0,6,0,0,32
"17723",54,54,0,0,0,0,0,0
"17724",4840,4776,15,0,11,0,8,60
"17727",81,66,0,0,0,0,15,0
"17728",4636,4527,32,0,7,0,0,140
"17729",72,72,0,0,0,0,0,0
"17730",199,199,0,0,0,0,0,0
"17731",181,181,0,0,0,0,0,0
"17737",6596,6124,17,0,4,0,21,860
"17739",31,31,0,0,0,0,0,0
"17740",12306,12056,83,13,23,0,50,162
"17742",46,46,0,0,0,0,0,0
"17744",2881,2801,18,0,0,6,22,68
"17745",18195,17317,459,53,163,0,52,302
"17747",3494,3366,17,0,26,0,46,78
"17748",148,142,0,0,0,0,0,12
"17749",279,279,0,0,0,0,0,0
"17750",245,233,0,12,0,0,0,0
"17751",7267,7035,61,0,87,7,0,154
"17752",4503,4342,32,14,38,0,0,154
"17754",12392,11753,64,5,84,0,7,958
"17756",12305,11486,549,3,38,0,15,428
"17758",841,789,39,4,0,0,0,18
"17760",576,566,0,0,10,0,0,0
"17762",467,416,0,11,0,0,3,74
"17763",217,198,0,0,0,0,0,38
"17764",2341,2207,23,0,0,0,4,214
"17765",1179,1176,0,2,0,0,0,2
"17767",31,31,0,0,0,0,0,0
"17768",367,365,0,0,0,0,0,4
"17771",3168,3087,21,0,13,0,17,60
"17772",2333,2144,3,4,10,0,162,20
"17774",1369,1354,4,0,8,0,0,6
"17776",232,228,0,0,0,0,0,8
"17777",7163,6929,36,0,37,14,102,90
"17778",165,165,0,0,0,0,0,0
"17779",318,318,0,0,0,0,0,0
"17801",15583,14661,122,41,16,0,326,834
"17810",5884,3616,1768,98,37,0,190,350
"17812",1562,1506,3,0,0,0,16,74
"17813",2094,2005,0,2,0,0,41,92
"17814",4604,4279,116,0,20,67,67,110
"17815",29705,27624,903,8,618,38,169,690
"17820",5405,5291,12,2,11,0,6,166
"17821",18773,17367,344,17,720,0,77,496
"17822",0,0,0,0,0,0,0,0
"17823",1252,1239,1,0,5,0,0,14
"17824",3758,3623,36,0,35,0,0,128
"17827",796,762,2,0,0,0,2,60
"17829",281,274,0,0,7,0,0,0
"17830",1988,1961,4,0,1,0,0,44
"17832",687,687,0,0,0,0,0,0
"17834",3222,3183,4,0,35,0,0,0
"17835",336,328,0,0,8,0,0,0
"17836",221,214,0,0,0,0,1,12
"17837",19665,17319,1156,41,617,4,148,760
"17840",568,568,0,0,0,0,0,0
"17841",4666,4565,49,0,5,0,2,90
"17842",8817,8617,35,9,22,0,13,242
"17844",10504,10226,19,0,63,0,129,134
"17845",1902,1864,6,0,4,0,19,18
"17846",4052,3863,14,11,70,0,9,170
"17847",11433,11050,122,43,18,0,88,224
"17850",686,637,0,0,0,0,0,98
"17851",7623,7362,38,0,33,0,42,296
"17853",3320,3246,5,0,15,0,0,108
"17855",906,893,0,0,0,0,0,26
"17856",3094,3069,8,3,0,0,0,28
"17857",7281,6890,205,0,0,0,36,300
"17859",2890,2781,7,19,18,0,3,124
"17860",2217,2101,0,17,0,0,0,198
"17861",196,196,0,0,0,0,0,0
"17862",384,381,0,0,0,0,0,6
"17864",2222,2156,5,0,5,0,6,100
"17865",35,30,0,0,5,0,0,0
"17866",10190,8214,1604,0,42,12,102,432
"17867",150,148,0,0,2,0,0,0
"17868",1162,1026,29,0,11,0,0,192
"17870",15273,14275,320,12,232,0,112,644
"17872",9413,8754,75,21,10,0,72,962
"17876",1812,1785,2,0,0,0,25,0
"17878",1546,1514,7,0,0,0,19,12
"17880",149,149,0,0,0,0,0,0
"17881",1375,1304,0,0,0,0,0,142
"17884",188,187,0,0,0,0,0,2
"17885",235,235,0,0,0,0,0,0
"17886",1190,838,22,0,65,0,198,134
"17887",656,642,0,0,0,0,0,28
"17888",414,413,0,0,1,0,0,0
"17889",2609,2558,1,0,23,0,3,48
"17901",22878,21986,550,6,18,1,67,500
"17920",278,278,0,0,0,0,0,0
"17921",7208,5870,891,95,14,0,125,426
"17922",5111,5094,8,0,0,0,3,12
"17923",327,327,0,0,0,0,0,0
"17925",294,290,4,0,0,0,0,0
"17929",1350,1294,18,0,10,0,0,56
"17930",318,318,0,0,0,0,0,0
"17931",8728,6212,2001,49,129,8,162,334
"17933",90,90,0,0,0,0,0,0
"17934",304,301,0,3,0,0,0,0
"17935",1464,1388,4,39,4,0,23,12
"17936",969,969,0,0,0,0,0,0
"17938",2517,2503,0,0,0,0,0,28
"17941",774,763,7,0,0,0,4,0
"17943",111,101,0,0,0,0,0,20
"17944",149,149,0,0,0,0,0,0
"17945",135,135,0,0,0,0,0,0
"17946",115,115,0,0,0,0,0,0
"17948",4702,4254,166,0,40,0,36,412
"17949",209,209,0,0,0,0,0,0
"17951",389,389,0,0,0,0,0,0
"17952",223,221,0,0,2,0,0,0
"17953",371,365,0,0,4,0,0,4
"17954",4393,4150,0,0,16,0,0,454
"17957",326,326,0,0,0,0,0,0
"17959",1395,1351,6,4,2,0,32,0
"17960",4183,4101,38,0,19,0,0,50
"17961",6102,5660,16,4,108,0,3,622
"17963",9073,8814,39,22,52,4,15,254
"17964",819,813,0,0,0,0,0,12
"17965",1890,1881,0,0,9,0,0,0
"17967",2234,2198,3,0,0,0,4,58
"17968",210,204,0,0,0,0,0,12
"17970",3167,3140,1,0,10,1,0,30
"17972",10936,10679,67,0,58,0,0,264
"17974",291,291,0,0,0,0,0,0
"17976",6787,5477,166,0,4,0,869,542
"17978",296,290,0,0,0,0,0,12
"17979",118,118,0,0,0,0,0,0
"17980",2931,2896,0,1,0,0,0,68
"17981",2669,2649,5,0,0,0,13,4
"17982",502,490,1,0,11,0,0,0
"17983",1343,1313,0,0,0,0,0,60
"17985",1232,1181,33,0,0,0,0,36
"18011",5458,4794,201,19,184,0,116,288
"18013",18880,17905,107,44,145,0,218,922
"18014",11738,11118,427,0,15,0,34,288
"18015",32936,23195,2737,65,1405,0,2743,5582
"18016",0,0,0,0,0,0,0,0
"18017",39705,30706,3190,69,1592,0,1308,5680
"18018",31240,24597,2279,39,439,1,2078,3614
"18020",21196,16922,1286,0,1106,138,495,2498
"18030",734,712,9,0,1,0,0,24
"18031",11354,7744,1046,0,1336,0,119,2218
"18032",9422,8939,52,4,18,0,119,580
"18034",9396,8495,46,0,239,0,69,1094
"18035",14,14,0,0,0,0,0,0
"18036",14399,13248,287,0,213,0,113,1076
"18037",7577,7081,118,17,17,0,14,660
"18038",3562,3524,0,0,0,0,0,76
"18040",16790,14465,1236,0,486,0,290,626
"18041",5429,5112,61,5,77,0,36,276
"18042",42387,29951,5881,100,1425,0,1643,6774
"18045",26070,21623,1393,66,1134,0,666,2376
"18046",142,142,0,0,0,0,0,0
"18049",17601,16225,415,40,445,0,133,686
"18051",3217,3098,0,0,0,0,65,108
"18052",27896,21599,2192,2,1351,0,932,3640
"18053",2248,2146,55,0,0,0,16,62
"18054",4909,4422,14,0,19,5,18,862
"18055",12000,10833,185,54,506,0,199,446
"18056",1510,833,13,0,23,0,0,1282
"18058",9615,8958,273,0,0,33,99,504
"18059",925,912,0,0,13,0,0,0
"18062",26788,22381,1200,4,1240,19,198,3492
"18063",378,371,0,0,0,0,0,14
"18064",25955,24843,249,6,465,6,27,718
"18066",6143,5777,98,0,0,0,74,388
"18067",17608,16150,365,130,248,0,195,1040
"18068",0,0,0,0,0,0,0,0
"18069",8600,7338,289,0,671,66,21,430
"18070",606,606,0,0,0,0,0,0
"18071",10362,10152,25,0,18,0,95,144
"18072",6429,6068,124,0,5,0,102,260
"18073",10920,10011,429,0,212,0,22,492
"18074",5709,5575,17,0,80,0,0,74
"18076",2931,2711,179,0,5,0,5,62
"18077",2279,2245,25,0,5,0,0,8
"18078",8050,7662,14,9,56,0,61,496
"18079",493,493,0,0,0,0,0,0
"18080",11498,11157,40,0,10,0,123,336
"18081",159,159,0,0,0,0,0,0
"18083",351,316,0,0,0,0,6,58
"18085",1170,1099,20,0,49,0,0,4
"18086",725,725,0,0,0,0,0,0
"18087",779,741,14,0,24,0,0,0
"18088",8342,8029,37,0,26,0,62,376
"18091",6155,5985,10,0,84,0,9,134
"18092",3617,3439,45,0,39,0,0,188
"18101",4738,1852,602,140,95,0,1172,1754
"18102",50702,25721,7553,580,693,8,9379,13536
"18103",46884,31902,4552,212,1441,0,3874,9806
"18104",44217,34326,3278,87,3022,19,1462,4046
"18105",31,28,3,0,0,0,0,0
"18106",6890,5880,361,0,449,0,111,178
"18109",17425,10762,2665,65,347,0,2147,2878
"18195",0,0,0,0,0,0,0,0
"18201",26978,18929,1634,49,133,59,4837,2674
"18202",11527,8981,1057,3,31,0,1354,202
"18210",7504,6403,738,0,151,0,49,326
"18211",1077,1063,7,0,0,0,0,14
"18212",86,86,0,0,0,0,0,0
"18214",1720,1711,0,0,9,0,0,0
"18216",1106,1036,10,0,0,0,56,8
"18218",2164,1994,80,5,0,0,0,170
"18219",1340,1078,34,0,173,0,43,24
"18220",221,219,0,0,0,0,0,4
"18221",611,590,0,19,0,0,2,0
"18222",9926,9094,303,12,94,0,31,784
"18223",152,152,0,0,0,0,0,0
"18224",6113,5452,139,0,86,0,412,48
"18225",0,0,0,0,0,0,0,0
"18229",9038,8600,105,0,16,7,60,500
"18230",91,91,0,0,0,0,0,0
"18231",429,390,31,0,8,0,0,0
"18232",3761,3512,144,0,0,0,0,210
"18234",404,404,0,0,0,0,0,0
"18235",18904,18109,84,151,215,0,28,634
"18237",3725,3027,25,0,5,0,360,616
"18239",210,210,0,0,0,0,0,0
"18240",3806,3446,325,0,1,0,7,54
"18241",587,583,0,0,0,0,0,8
"18242",372,215,0,0,2,0,0,310
"18244",287,286,1,0,0,0,0,0
"18245",242,242,0,0,0,0,0,0
