"store_name","store_id","review_count","ratings","categories","food_desert"
"Pizza Hut","E7tHBPpKTfAIEFbM-iBWVA",18,2,"pizza,chicken_wings,hotdogs",1
"Dairy Queen Grill & Chill","KSGYW04fC56ZUKakDfvVBw",5,4.5,"icecream,hotdogs,burgers",1
"The Red Caboose","cWPk6POuAaK8eYrwZVt5TQ",56,4.5,"hotdogs",1
"Sonic Drive-In","gUNyY-oTlcZj1BlqHacybQ",5,3,"hotdogs,burgers,icecream",1
"Taco Bell","lE8mPwJEZbuxaSJ2z7bs_Q",4,3.5,"hotdogs,mexican",1
"McDonald's","oxpvFB6CTehyY9BZvBf7wQ",15,2,"burgers,hotdogs,coffee",1
"Pizza Hut","wG8ZlNOyuwMngaDyVQ9BEA",6,3,"pizza,chicken_wings,hotdogs",1
"Dairy Queen Grill & Chill","_9PHpsAX74f1U6GoNrWL8A",12,3.5,"hotdogs,icecream,burgers",1
"Burger Shake","6mVMjK-SFUA-1XPflVT4ZQ",72,4,"burgers,hotdogs",1
"Cook Out","4yrTqMnHJOgkQetmY_V3eA",93,3.5,"hotdogs,burgers,hotdog",1
"Raising Cane's Chicken Fingers","4EXBQZHwJ-WV4CI8rR3xnw",36,4,"hotdogs",1
"Grimes's Fast Food","73ZvZElebpPmzlQIkp2Bdw",52,4,"hotdogs,chicken_wings,soulfood",1
"Indi's Fast Food Restaurant","p3g0lLhHevMaa7Ycoir12g",91,4,"chicken_wings,hotdogs",1
"Five Guys","bngkLytFhyP88BMGLOwlJQ",47,4,"hotdogs,burgers",1
"Five Guys","1XLt7kvYDAS0gG83R5qRig",28,4.5,"burgers,hotdogs",1
"Albany Halal Grill","-T2VkD4pwSonEpOjHl-yOw",47,4.5,"halal,hotdogs",1
"Chicken Joe's Troy","1STUeQICquD0FUTwkWlyvw",38,4,"hotdogs",1
"Gus's Hotdogs","XWD1X5COj9HpY4jNb2q9-w",125,4,"hotdog,hotdogs",1
"Jersey Mike's Subs","TlCFWL_sU2cLTxADagWqBQ",14,3,"hotdogs,delis,sandwiches",1
"Chick-fil-A","eAQLT-kMSgwBH-BUa7Z3rw",58,3.5,"chickenshop,hotdogs",1
"Wings Over Bristol","ilRYo4bZDqx3KPzFxp6MuQ",58,2.5,"hotdogs,chicken_wings,sandwiches",1
"Taco Bell","keWizgCtjAzwaYhcQRrDnA",24,3.5,"hotdogs,mexican",1
"Five Guys","pJm6EqUO6ZLUHwX_NdYJjw",99,3.5,"burgers,hotdogs",1
"Taco Bell","G2kua9xLizng4MpysmHnMA",19,3,"hotdogs,mexican",1
"Jersey Mike's Subs","lHedmzfYukHntoLcJsVyLA",27,4,"hotdogs,sandwiches,delis",1
"Mama Rosa's Pizzeria","Jzs0rmsXht2Q8L8qOIpsEg",98,4,"pizza,hotdogs",1
"Five Guys","N-vPwH1CcV8BFzzkvup-ag",49,3.5,"burgers,hotdogs",1
"National Coney Island","__MDpEI-tbGa5DPRtyRetg",43,3.5,"hotdogs,hotdog,tradamerican",1
"Charley's Steakery","wo-k89Shzw3Hn_jOErVHAA",5,4,"hotdogs",1
"Taco Bell","Jv0LvnShkCisNgqZURG9rg",28,2,"mexican,hotdogs",1
"Burger King","In8I_0uaDVz6cY-1-KK3kA",22,2,"burgers,hotdogs",1
"Papa Johns Pizza","U-06YB2q7DhsG8BFppdNWg",24,2,"pizza,chicken_wings,hotdogs",1
"QDOBA Mexican Eats","n2LSI7R4b-dcE3CMDiCa9Q",27,4,"mexican,hotdogs",1
"Krystal","oEa1wK9M27p8rRr65MgSBw",10,3.5,"hotdogs,burgers,tradamerican",1
"MOD Pizza","YfD1JTf9xQ9pJjShV5_8lA",85,3.5,"hotdogs,pizza",1
"Chick-fil-A","w0CI75lePG6Ol_Z-91XfYA",51,4,"hotdogs,chickenshop",1
"Sno-Cap Drive In","qWgdpYpFXsmyCrHpF5g6tQ",45,4,"burgers,hotdogs",1
"Chick-fil-A","qgxNGkKpDeI5mtweITjFlw",34,4.5,"hotdogs,chickenshop",1
"Hungry Hobo","lmy4CmSSPJr5e0MaZ8qD5A",18,3,"soup,hotdogs,sandwiches",1
"Freddy's Frozen Custard & Steakburgers","TAOcXBy5uC515-TEvvAX1g",21,4,"burgers,icecream,hotdogs",1
"LaCasa Mexican Grill","8L4uyedEhQIHiJUrX0BFlQ",31,4,"mexican,hotdogs,breakfast_brunch",1
"Jersey Mike's Subs","Qdcu9TYQ5bKZVczLuyyXrQ",27,4.5,"sandwiches,hotdogs,delis",1
"Portillo's Hot Dogs","INsK5wERj8XBK1VmwzLgBA",78,3.5,"hotdog,hotdogs,sandwiches",1
"Taco Del Mar","GkBWaQx4K9phAqUwFywBcA",45,3,"mexican,tex-mex,hotdogs",1
"Wienerschnitzel","cWAXUMz-wEAIbFiddHEepA",75,4,"hotdog,hotdogs,sandwiches",1
"MOD Pizza","WLNoIVMgLgwjBPLeHrzF3g",112,4,"pizza,hotdogs",1
"MOD Pizza","XTClJLkef9diVvhDvKGujw",150,4,"pizza,hotdogs",1
"Ivar's Seafood Bar","H6TFrg3JDFMChmpxUHif-Q",116,4,"seafood,fishnchips,hotdogs",1
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
"Zaxby's Chicken Fingers & Buffalo Wings","vTSC_1puHpthJWOXfVJqEA",15,2.5,"hotdogs,chicken_wings,salad",1
"Cook Out","0oORJFf6_7n2qxutZqI2_A",21,3.5,"hotdogs,burgers,hotdog",1
"Hardee's","p_qNKwc719F17mUOljKqhw",8,4.5,"burgers,hotdogs",1
"Firehouse Subs","eXRch8sLo9a5Hzo-hb4AYw",20,4,"sandwiches,delis,hotdogs",1
"Truett's Chick-fil-A","Mxwj8Ac02qUz2UpwvVWaxA",40,4,"hotdogs,chickenshop",1
"Fazoli's","Wtd8Chqa_d62BkR-P-Zu8A",38,3.5,"italian,hotdogs,pizza",1
"Chick-fil-A","8thQQ4fvsPZSJmzL8E0YMQ",43,3.5,"hotdogs,chickenshop",1
"China Express","jIx00fjna1fUI0fxXGsLDw",38,4.5,"chinese,hotdogs",1
"Cook Out","gK1YEuLdYJZUEVVP-BLjPg",58,3,"burgers,bbq,hotdogs",1
"MOD Pizza","iR1fzK7xR3D9SbImCU2Y8A",176,4,"pizza,hotdogs",1
"Ellis Seafood","2uYZhLBCs8XO_uCMpTyICA",15,3.5,"seafood,hotdogs",1
"Cook Out","yA_ezJrNaLcYtC6teNUb-g",37,3.5,"hotdogs",1
"Eddie & Ruby's Snack Bar","vDtvyrhx3ynS5xsiczdOqw",18,4,"hotdogs",1
"Beatty Street Grocery","ksZRVQ42FrbNMjaN8A1I5w",36,4,"grocery,burgers,hotdogs",1
"Frank Jones Corner","czwDir7O7DdEKj25PDmrVQ",22,4.5,"jazzandblues,bars,hotdogs",1
"Five Guys","XY8_N68lI3IxPSofgVrVSA",78,3.5,"hotdogs,burgers",1
"Strip’s Chicken","QYBr8JJJ26Ttj-uDxXQ3hQ",37,4,"chickenshop,hotdogs,burgers",1
"Culver's","vfQ9kAoQmfXG_ET5WvE8Ng",67,3.5,"burgers,icecream,hotdogs",1
"Chick-fil-A","jok-e5Rd7o8bvbv1p7vKUw",78,3.5,"hotdogs,chickenshop",1
"Tasty's","rZbqKVIOhRuV9PId2jaT5w",36,4,"chicken_wings,burgers,hotdogs",1
"Popeyes Louisiana Kitchen","Vo6E_L9BmHuH7RPrGqD_Lw",7,2.5,"chicken_wings,hotdogs",1
"Subway","Pa85uYsGPq4K9Zk69oRpLQ",2,3,"sandwiches,hotdogs",1
"Pizza Hut","nN4nPU9Jk2Ha2G9Xrj2E2w",4,2,"pizza,chicken_wings,hotdogs",1
"McDonald's","7i4Rk1MtpO8Jfru6IHT6Lg",15,1.5,"coffee,burgers,hotdogs",1
"Subway","7X8VRmPVRrhk3OW3xtdMnA",5,4.5,"hotdogs,sandwiches",1
"Chick-fil-A","clCOBVKmNWjq0nomjDy22g",24,4,"hotdogs,chickenshop",1
"Five Guys","heHtGUlCc_hVglaOLNyTbw",50,4,"hotdogs,burgers",1
"Hot Wings Express","XofrK8reyKFNS53XWaWLAw",7,5,"chicken_wings,hotdogs",1
"Chick-fil-A","a4Ad9iBt4chIZ55eg-x-UQ",33,4,"hotdogs,chickenshop",1
"Chick-fil-A","GARgMgXOxIR_e_Q67PlkRg",36,4.5,"hotdogs,chickenshop",1
"Five Guys","zXXp5Vg1qg8ZzNjTLDQxHg",51,3.5,"burgers,hotdogs",1
"Chick'nCone","1i1A1gTrIyPdbxI_oYHOLg",36,3.5,"hotdogs,waffles,chickenshop",1
"Lion's Choice","Eos-7HI-GOO-nCU7ARbR_A",71,4,"hotdogs,sandwiches,tradamerican",1
"Chick-fil-A","gVJuK1B1E2vUpqgkiwIk_w",109,4,"hotdogs,chickenshop",1
"MOD Pizza","zfI3LZEvJigcoLYmvOa_Dg",90,4,"hotdogs,pizza",1
"Shwings","cbcfw72445UvB_9R29AnCQ",139,4.5,"chicken_wings,seafood,hotdogs",1
"Bob-O's Hot Dogs","-NXMRY4erlpZEfUhzZScYg",145,4,"hotdog,hotdogs,sandwiches",1
"Nu Crepes","jUlpse5sTDD5lk_n5ruyrQ",399,4.5,"creperies,breakfast_brunch,hotdogs",1
"Paradise Pup","xN4e9XY2Z90uEBH3wDDUnQ",955,4.5,"burgers,hotdogs,hotdog",1
"Gene & Jude's","QKOqKdcL2bTG4XLfA0ukhA",2125,4,"hotdogs,hotdog",1
"Chick-fil-A","HNd7pQWqk-ruruqG9307iA",76,3.5,"hotdogs,chickenshop",1
"Jersey Mike's Subs","WDv0n-PM7btbF5jj8MmeCQ",43,4,"sandwiches,hotdogs,delis",1
"Chick-fil-A","35AAV-9ORpajK0zPrTBvkg",74,3.5,"hotdogs,chickenshop",1
"Chicken Plus","px1fSZjyhsQwx3yddwIcxg",77,4,"chickenshop,hotdogs",1
"MOD Pizza","TaYCndm6ywG1A-JyyVtgRQ",175,4,"hotdogs,pizza",1
"Jersey Mike's Subs","1-YHmrNu0gdy9X2GWqkIUQ",64,4,"hotdogs,delis,sandwiches",1
"Five Guys","GkioJQHpHZhxfCv8QG3k7g",71,3.5,"burgers,hotdogs",1
"H & Chicken","mC-NGrQrPe2SnwwYO3_s3Q",102,3.5,"hotdogs,waffles,chicken_wings",1
"Burgers@ Apollo","M3m7hvFDcIEBXghGhfDfCA",25,4.5,"burgers,hotdogs,beerbar",1
"Chick-fil-A","WBxGmEq4iLlMBjICpDMiOg",92,3,"hotdogs,chickenshop",1
"In-N-Out Burger","dtGooYbqooLfhjBfWgdd_g",319,4,"burgers,hotdogs",1
"Veg’n Out","rAv4Ji-My6_IgwNqUL9fuQ",83,4.5,"burgers,hotdogs",1
"Charley's Famous Hamburgers","Ngw6TUUSxqjKmhLY2Tzqkw",345,4,"hotdogs,hotdog,burgers",1
"Mirch Masala 2 GO","Whrjv3PX-zEx-hrE5UzhFQ",474,4,"indpak,hotdogs,halal",1
"Coop's West Texas BBQ","ChSDpj3XYPigP684zGuGtg",2190,4.5,"bbq,salad,hotdogs",1
"Arby's","irTZngpntdPHqAGVEQOAtw",1,4,"hotdogs,sandwiches",1
"Taco Bell","fJjx_QYC2eQ_nKjvYPAhww",3,2.5,"mexican,hotdogs",1
"Wendy's","1qp8kLwjQhsCcyBhMgsGXQ",4,2.5,"burgers,hotdogs",1
"KFC","9KAnMU2bz9erBPpzMayQFQ",5,3,"hotdogs,chicken_wings,chickenshop",1
"Dairy Queen Grill & Chill","GZv6V7rRdvNsczQLrMRL-A",6,4.5,"hotdogs,icecream,burgers",1
"Potbelly Sandwich Shop","eZhg3r6BVhoSwmBWVEmeuA",170,4,"sandwiches,hotdogs,salad",1
"The Grub House","RR2xEdCBOy1H9olTaJEyVQ",88,4,"breakfast_brunch,burgers,hotdogs",1
"Nick's Chili Parlor","FtiM7EZMKvAPqZqud27x3A",86,4,"hotdogs",1
"Magoo's California Pizza","OyA6RIKv-2ZeUZF12V2xOA",210,4.5,"pizza,hotdogs",1
"Blaze Pizza","InR_GtAeH4YjQJfYeKHo0w",336,4,"pizza,salad,hotdogs",1
"Rally's","gSADGfNRzZosC7vXLKQb4w",8,4,"burgers,hotdogs",1
"Zaxby's Chicken Fingers & Buffalo Wings","vzSJ1UMrj43HLLapeNml7g",10,3.5,"chicken_wings,hotdogs,salad",1
"Sonic Drive-In","h6qeK8oQL8f4eSDlXgXK7Q",6,3.5,"burgers,hotdogs,icecream",1
"Jersey Mike's Subs","vrU9b7I24kWmU8Kb_-JR2g",10,4,"hotdogs,delis,sandwiches",1
"Chick-fil-A","yKW4pn0qKQEUMt2x2eUIZw",20,4,"hotdogs,chickenshop",1
"Culver's","o4lN5lnktayn81z4dNH_3A",28,3,"hotdogs,burgers,icecream",1
"Sammies","i0CpjAahj3mQL47JV2rpSA",52,4,"hotdogs",1
"Fratellos Hot Dogs","EkFefvu493damd-Mn7uFaQ",140,4,"hotdog,burgers,hotdogs",1
"Burrito Express","kyWkIjAR_16kRtmgZRZOrA",39,4,"hotdogs,mexican",1
"Dogs On the Chain","FQJS3dIhm5V1zhdHD22xFg",24,4.5,"hotdog,tradamerican,hotdogs",1
"Blaze Pizza","EzrG51vVwwaIrFt8Q5o2Gg",134,4,"salad,pizza,hotdogs",1
"Philly Poké","Cz-2ekKVyKheFccKtYP1YA",76,4.5,"poke,sushi,hotdogs",1
"Masala Kitchen Kati Rolls and Platters","XsfuqDqw9eOaQ_2FCv5MuQ",365,4,"indpak,halal,hotdogs",1
"Chick-fil-A","2zSQu6_cLgWAVbZ2LbSLBA",111,4,"hotdogs,chickenshop",1
"Red Poke Express","W6k6b-bUaX0goySzl-zgTg",127,4.5,"poke,hotdogs,seafood",1
"Pizza Hut","kCjxUoH8L2XkHNB5QDUAXg",11,4,"pizza,chicken_wings,hotdogs",1
"Doll n' Burgers","YUquXdYI7qEN0WjigXFVSg",14,3,"hotdogs,burgers,hotdog",1
"Culver's","Sw7dZZcjRPZpfCaUX1mvwg",29,4,"burgers,icecream,hotdogs",1
"Fazoli's","4DHLf0TVb1yrxCwgsdZWMw",19,4,"italian,hotdogs,pizza",1
"White's Restaurant & Catering","kYzKxrZclOeWEcDw3cMaJw",39,3.5,"hotdogs,tradamerican,chicken_wings",1
"Five Guys","AOKGPhkG0nlVWhjmbHWpvw",157,3.5,"burgers,hotdogs",1
"Chick-fil-A","8L-zUkMt7DKA42P5ZExiSw",94,4,"hotdogs,chickenshop",1
"In-N-Out Burger","fEQND33rcCGoBz_PQIfrvg",174,4,"hotdogs,burgers",1
"Tacos El Metate","7Ug1EIp-R73snnl4dCPhDA",254,4,"tacos,hotdogs",1
"Gyroz","CAqbID7xBIZSP9G9AMTNYg",437,4,"greek,hotdogs",1
"Bill's Jumbo Burgers","oCLGPfwTgvOUAdEWPFhhLw",42,4,"hotdogs,burgers",1
"Blaze Pizza","3xEpQhDj7exol0k2VeqMCg",112,4,"salad,hotdogs,pizza",1
"The Flame Broiler","Pk8jKcCkl1xk3Mt7ppExcQ",84,4.5,"asianfusion,hotdogs",1
"Coney Island","6dViTEbFG6zuuU5AI5Obpw",37,4,"hotdog,hotdogs",1
"MixCo Bar","N-XcN9Z3MQtslYQ9fR3IlQ",92,4,"cocktailbars,beer_and_wine,hotdogs",1
"MOD Pizza","qbQqS9hUxuEg7vVqlq_-5w",32,4.5,"pizza,hotdogs",1
"Mi Casita Mexican Food","Wn3gmKHWanczkSDDP8DatQ",95,4.5,"mexican,tex-mex,hotdogs",1
"In-N-Out Burger","Ze1r1N3s82EWNRqw5hJ7tw",152,4,"hotdogs,burgers,breakfast_brunch",1
"Franklin Ave Mac House","khnpPmwL76aUCZ2UD-2fuQ",69,4.5,"newamerican,hotdogs,comfortfood",1
"Health Camp","me6X40n349pyoVwV5PP8nQ",233,3.5,"hotdogs,burgers,hotdog",1
"Long John Silver's","_JUF0hQxdWcEjB8JSIJjOg",5,4.5,"seafood,hotdogs",1
"South Side Grubz","bntXbi1KXYWCYT2hZM06ig",4,5,"hotdogs",1
"Jimmy John's","fCUB4ptyonUJH-zGxPCOsQ",18,3.5,"sandwiches,delis,hotdogs",1
"Culver's","_ZMKR1SMD_nPhOFABeqx-g",27,3.5,"burgers,hotdogs,icecream",1
"Pizza Sam's","kl65A-Xo39tiILOwTHbQzQ",32,4,"pizza,italian,hotdogs",1
"KFC","534r5SWHwYHdlZiQkYvDtw",1,4,"hotdogs,chickenshop,chicken_wings",1
"Hardee's","52wpnQQecmamjxRTMAGKsg",2,4.5,"hotdogs,burgers",1
"Zaxby's Chicken Fingers & Buffalo Wings","QQkX-gMqZYZZJcNVV_WOeg",5,3.5,"hotdogs,chicken_wings,salad",1
"Wendy's","nK_aZKxrVIIgehcMgGcRRA",5,3,"burgers,hotdogs",1
"McDonald's","7Mnbq5akoHOshWI_uZdWcQ",8,5,"hotdogs,burgers,coffee",1
"Perico's Burritos - Tacos","_sMh1ydjjgFYW9YkAFp0Aw",73,2.5,"hotdogs,mexican",1
"Chick-fil-A","JlNvie1Fs_prqUiW5ONAnA",61,4,"hotdogs,chickenshop",1
"Chipotle Mexican Grill","D-YOWNX9DCBSbaCaPcSwVg",32,3.5,"hotdogs,mexican",1
"Al's Big Dipper","EB5mZrmVr6vklSxXGWz1WA",31,4.5,"hotdogs,sandwiches,soup",1
"Chick-fil-A","K41t3j_smJJs_IKYvjHNiw",70,4,"hotdogs,chickenshop",1
"Taco Bell","cH_G1ITH9Q_ms90v5puPCQ",20,2.5,"hotdogs,mexican",1
"McDonald's","sqls3BYcB9sll3X7TAuC_w",44,2.5,"burgers,hotdogs,coffee",1
"Happy Teriyaki Restaurant","z-ooshXbac2rmbEelRKYoQ",78,3,"japanese,sushi,hotdogs",1
"The Lighthouse","RE7RiS3XFMcdxHzTHMkDUA",35,4,"hotdogs",1
"Smitty's In & Out","EPuzMXNqBXuFhOmIJdKPSw",101,4,"hotdogs",1
"The Grub House","RR2xEdCBOy1H9olTaJEyVQ",88,4,"breakfast_brunch,burgers,hotdogs",1
"Potbelly Sandwich Shop","eZhg3r6BVhoSwmBWVEmeuA",170,4,"sandwiches,hotdogs,salad",1
"Chick-fil-A","9AOkWjqttSRJfEzAlbgx3A",113,4.5,"hotdogs,chickenshop",1
"Blaze Pizza","InR_GtAeH4YjQJfYeKHo0w",336,4,"pizza,salad,hotdogs",1
"MOD Pizza","UiD1tjeFu03vJ--oHba4Jw",116,4.5,"hotdogs,pizza",1
"McDonald's","-6KOEeg0OHaMMRYHzlAPUw",2,2.5,"hotdogs,burgers,coffee",1
"Dairy Queen Grill & Chill","myor5hutbaHUczjmCUFdlw",10,1.5,"hotdogs,icecream,burgers",1
"Hardee's","tbHkvptz-l5SsW4q2-gejw",4,2,"hotdogs,burgers",1
"Pizza Hut","g5fIqywq2N9TOVA0waZZ1g",3,3,"pizza,chicken_wings,hotdogs",1
"Taco Bell","lqAdgle2LSd971RlLNG0XQ",1,4,"mexican,hotdogs",1
"Steak ’n Shake","rFUa9MhWo3SDEAawnnWE2Q",36,2,"hotdogs,burgers,tradamerican",1
"Five Guys","UGkHIbwie2z8pT0NutX86g",21,4,"burgers,hotdogs",1
"QDOBA Mexican Eats","kMInzVEsIxhIgy5wRxLR8Q",19,4,"mexican,hotdogs",1
"Fazoli's","L9lfWC0CTc70KXrodF9rSA",22,4,"hotdogs,italian,pizza",1
"Chick-fil-A","4nxfeFZ4fLZ8wQGRQWDDmw",51,4,"hotdogs,chickenshop",1
"Popeyes Louisiana Kitchen","Y6eIuw992Z7hd6vmG6a17Q",9,2,"hotdogs,chicken_wings",1
"McDonald's","2q45LnlAjUKJj2nfV7W0pg",8,2,"burgers,hotdogs,coffee",1
"Sonic Drive-In","jfdY0U2Lu0lRw_TV_Agxnw",4,3,"hotdogs,burgers,icecream",1
"Krystal","OO0VZhJcCzrxigPc5L2igA",4,4,"burgers,hotdogs",1
"Captain D's","1_-O61Qr1s8N7IUXgIM09A",6,4,"seafood,hotdogs,tradamerican",1
"Raising Cane's Chicken Fingers","P7MWBPGtbFTA0lmF5TDcDw",10,3.5,"hotdogs",1
"Bojangles","MPT2dIlWx7cOBEwF6BdFgA",5,3.5,"hotdogs",1
"Cook Out","9mAA1K7fJU3Ite9oXCAjVg",32,2.5,"hotdogs,bbq,burgers",1
"Jersey Mike's Subs","GfmHm-ByrlmQW6koFQ7kag",16,3.5,"sandwiches,hotdogs,delis",1
"Chick-fil-A","-jepM4HUGUC-KXSe2M-pvw",21,3.5,"hotdogs",1
"Firehouse Subs","pvQY3VxiQuitoFNgwDQmEQ",15,2,"sandwiches,delis,hotdogs",1
"Sonic Drive-In","9oaVZoEMNZGQimkIRMRcPQ",17,2,"burgers,hotdogs,icecream",1
"Wendy's","1yQvlwQ_nv0ao5HJCNW42A",11,3,"hotdogs,burgers",1
"Dairy Queen","plslDj2PQvEyNEyfmVyasQ",6,4.5,"icecream,hotdogs,burgers",1
"Zaxby's Chicken Fingers & Buffalo Wings","LqVqe-8zfgvo9PoYBQYP5Q",16,3.5,"chicken_wings,hotdogs,salad",1
"Pizza Hut","PtjQ9BHdSh-InDjpYEoLAw",7,3,"chicken_wings,pizza,hotdogs",1
"Wendy's","j9UeZCXnFfeMlwqFnIXfCw",30,2,"hotdogs,burgers",1
"Taco Bell","JdgwEC4QOezifl1_1dtCXA",29,2,"hotdogs,mexican",1
"Five Guys","BPyXFtPX_6PirL4p4HfIGA",15,4,"burgers,hotdogs",1
"Ginos Pizza and Grill","XvvFFVTRyb9-8OZPUVRSqw",14,3.5,"pizza,hotdogs,italian",1
"Chick-fil-A","WKsz6oW_ZaKGqwQYuAKgQQ",1,5,"hotdogs,chickenshop",1
"Pizza Hut","0zxtWtGPFNlqMgMit4ZvUA",5,2,"pizza,chicken_wings,hotdogs",1
"Chicken Express","pioP_Gw64zWoEGHS0dokTw",6,3.5,"chicken_wings,hotdogs",1
"Dairy Queen Grill & Chill","SdY2zSsNUXY49-eFU8rLjg",12,2,"icecream,hotdogs,burgers",1
"Wade's Burgers","PWgqv_giMQrk1EOlAcD7cA",13,4.5,"burgers,hotdogs",1
"The Pierogi Palace","8wRhZKTj_zN4bINx7W_axA",32,4.5,"hotdogs,importedfood",1
"Fresh & Meaty Burgers","cdHqkN6Mi6Q5WlwgOyokUA",108,4,"tradamerican,burgers,hotdogs",1
"Skyline Chili","1P4VWKDPCNAyw_OSI56XWQ",68,4,"hotdogs,hotdog",1
"Chicken Ranch","MkY3Dw6OBknapNzIg6dCag",79,4.5,"chickenshop,tradamerican,hotdogs",1
"Swensons Drive-In","2rQ5qZfQuUlP4KOQdgcrKw",203,4,"burgers,hotdogs,sandwiches",1
"KFC","SbbrjXEZvmeB9W0OgfAG7Q",34,4,"hotdogs,chicken_wings,chickenshop",1
"Kum's Cafe & Arirang","gho415k3_6X8Uk609OhnYQ",90,4.5,"korean,hotdogs,cajun",1
"Potbelly Sandwich Shop","nrSCafaYKp0SNVL8xPWCjw",85,3.5,"sandwiches,hotdogs,salad",1
"Chicken King","2Gp_hL4FhLIJuZFxKsKSrw",93,4,"hotdogs,chicken_wings",1
"Ollie's Trolley","nhhgj1H7naFjblzHoAaJ5Q",96,4,"burgers,hotdogs,tradamerican",1
"Chipotle Mexican Grill","CAHRwSw49kGIostg2s7Ptw",49,3,"mexican,hotdogs",1
"Ike's Chili","Wgu9dRm_vq_0QaDI8ndh4Q",38,3.5,"tradamerican,hotdogs,mexican",1
"Coney Island","6dViTEbFG6zuuU5AI5Obpw",37,4,"hotdog,hotdogs",1
"Bill's Jumbo Burgers","oCLGPfwTgvOUAdEWPFhhLw",42,4,"hotdogs,burgers",1
"MixCo Bar","N-XcN9Z3MQtslYQ9fR3IlQ",92,4,"cocktailbars,beer_and_wine,hotdogs",1
"Five Guys","Mqj0hdoIhUVL4g_a_ciCVg",53,4,"burgers,hotdogs",1
"Blaze Pizza","n-Z23DoNX86ME3GcmDs0NQ",173,3.5,"salad,pizza,hotdogs",1
"Chimichurri","fXlNtg5xPdmg1cq_rLaSVw",23,5,"empanadas,argentine,hotdogs",1
"Chick-fil-A","c-anxUbt6medlVk4sbNipA",58,3.5,"hotdogs,chickenshop",1
"Nedderman's Steak Place","i1yr-KGxeJmi1vv15ApZAQ",53,4,"steak,hotdogs,sandwiches",1
"Dairy Queen","UEGZ1nHUVb2ltGtd7C7X9w",13,4.5,"icecream,hotdogs",1
"Chick-fil-A","uRzXKZaiMO6NUt1iavkT7Q",56,4,"hotdogs,chickenshop",1
"Chick-fil-A","TGfPJHImEq6AQL9a1laxlg",81,4,"hotdogs,chickenshop",1
"Old School Burgers, Dogs & Shakes","e64AwwaK8zwczBLgHYZU0Q",150,4.5,"hotdog,burgers,hotdogs",1
"Andale Latino Grill","zQPHrply2yeB1EGNnoS66A",205,4.5,"hotdogs,latin,mexican",1
"Petro's Chili & Chips - Burlington","uq22FFL27g6AF8PQ1CM1JA",7,4.5,"tradamerican,hotdog,hotdogs",1
"Chick-fil-A","ltKAqeAHQ3Mo-cqods4CWg",51,3,"hotdogs,chickenshop",1
"Skid's Drive-In Number 1","SLSVXy6fJbkpzXvEbpxyqA",14,4,"hotdogs",1
"El Palmar Mexican Restaurant","PlpTEpfoyKINdM4DPUS8xg",24,4.5,"mexican,seafood,hotdogs",1
"Cook Out","8OQ6lJuOGq64cLH2b5MN4g",51,4,"burgers,hotdogs,hotdog",1
"Long John Silver's","hhLB3t42WjQeLPowvtj35Q",2,5,"seafood,hotdogs",1
"Pizza Hut","n2fCBH4UwThRLLA3RqxEhQ",2,2.5,"pizza,chicken_wings,hotdogs",1
"Waverly Apple Bbq","bbh6IHdl4Ee1VMlwhloRxg",10,3.5,"bbq,hotdogs,tradamerican",1
"Sonic Drive-In","1-ydDdO4BMww9SmAoES-nQ",3,2.5,"burgers,hotdogs,icecream",1
"McDonald's","SkbSRcT4x6c0hE6fs3T-rw",4,4,"hotdogs,burgers,coffee",1
"Long John Silver's","JAVcxZOBxiNT8WAcHHaUTw",5,2.5,"hotdogs,seafood",1
"Taco Bell","2rCBDup1A3qWJI6z5zN6qQ",3,3.5,"hotdogs,mexican",1
"McDonald's","u5v-a_iTZ-Mn0BZeK4JOSQ",14,2,"burgers,hotdogs,coffee",1
"Dairy Queen Grill & Chill","YcZfLK_8rDdeX8Hs9I3K0g",3,4,"hotdogs,icecream",1
"Big Boy","-96iY8Y27CbxBKJKIDPzBA",26,2.5,"tradamerican,hotdogs",1
"KFC","uFBEwoBJZFxx4pvzdm-r1g",6,4,"hotdogs,chicken_wings,chickenshop",1
"Chick-fil-A","rPe5IwZvV3Pl4xZw9btTrg",13,4.5,"hotdogs,chickenshop",1
"Zaxby's Chicken Fingers & Buffalo Wings","sW-znNoJNjjFW_cWkqqI4w",24,3,"hotdogs,chicken_wings,salad",1
"McDonald's","z6UreYd6FNPyIwG5XSBqDA",10,3.5,"coffee,burgers,hotdogs",1
"Burger King","eArDqtVgOPmwzemrLOqRww",12,4.5,"hotdogs,burgers",1
"Burgers@ Apollo","M3m7hvFDcIEBXghGhfDfCA",25,4.5,"burgers,hotdogs,beerbar",1
"H & Chicken","mC-NGrQrPe2SnwwYO3_s3Q",102,3.5,"hotdogs,waffles,chicken_wings",1
"Chick-fil-A","WBxGmEq4iLlMBjICpDMiOg",92,3,"hotdogs,chickenshop",1
"Jersey Mike's Subs","1-YHmrNu0gdy9X2GWqkIUQ",64,4,"hotdogs,delis,sandwiches",1
"Elevation Burger","E6RblZu94XhJcOrkMMfefA",188,3.5,"burgers,halal,hotdogs",1
"QuikTrip","-bf2RECrkaFipyeUDce-Tw",13,4,"servicestations,convenience,hotdogs",1
