"","Year","LocationName","Geolocation","TotalPopulation","OBESITY","DEPRESSION","CANCER","CHOLSCREEN","CHD"
"5066",2019,20005,"POINT (-77.03157766 38.904674)",12775,21.4,20.7,4,89.9,2.6
"5067",2019,18250,"POINT (-75.84644016 40.82488577)",3034,34.7,22.2,8.3,89.6,7.2
"5068",2019,18510,"POINT (-75.6419025 41.40748514)",14119,33.5,23.7,6.1,81.3,6.9
"5069",2019,19529,"POINT (-75.86455312 40.63128989)",3131,33.4,21.2,7.7,91,5.9
"5070",2019,18216,"POINT (-75.89285464 40.9414946)",1067,34.2,22.1,8.5,89.4,7.5
"5071",2019,19135,"POINT (-75.04926067 40.02186274)",33091,31.4,25.2,6,86.2,6
"5072",2019,18464,"POINT (-75.1588435 41.41670141)",1193,34.3,20.5,9.6,93,7.5
"5073",2019,19567,"POINT (-76.21160573 40.39340195)",5388,33.1,21.9,7.6,88.7,6.5
"5074",2019,18920,"POINT (-75.08425215 40.49612243)",361,32.9,18.1,9,94.1,6.7
"5075",2019,19014,"POINT (-75.428104 39.85450055)",21206,30.6,22,7,89.5,5.3
"5076",2019,18473,"POINT (-75.21089156 41.52428409)",495,36.1,21.8,8.3,89.8,7.6
"5077",2019,18049,"POINT (-75.50079119 40.51739901)",17341,34.2,21.3,7.9,90.7,5.8
"5078",2019,18426,"POINT (-75.23551503 41.31379554)",4526,36.4,21.6,9,91.6,7.9
"5079",2019,18256,"POINT (-76.14675527 40.94088623)",359,31.5,21.2,8.8,90.7,7.4
"5080",2019,19504,"POINT (-75.56588925 40.37441795)",4998,32.4,21.2,7.5,90.7,5.7
"5081",2019,19153,"POINT (-75.23020786 39.89463751)",12259,36.3,20.5,6.1,90.1,6.4
"5082",2019,19958,"POINT (-75.17495891 38.68689107)",19650,32.4,17.4,11.2,93.9,8.4
"5083",2019,19030,"POINT (-74.85074366 40.1784563)",12122,33,19.7,7.4,90,5.7
"5084",2019,18109,"POINT (-75.44068079 40.63625442)",16932,40.7,21.6,6.8,87.1,7.4
"5085",2019,18103,"POINT (-75.4827655 40.57361873)",45336,38,20.9,7.2,88.9,6.5
"5086",2019,19473,"POINT (-75.4814745 40.24947456)",15726,30.9,20,6.9,91.5,4.5
"5087",2019,19717,"POINT (-75.7516025 39.67809216)",3770,22.1,28.3,0.7,69.1,0.9
"5088",2019,19141,"POINT (-75.14569658 40.03757515)",31376,38.6,20.3,5.6,88.9,6.9
"5089",2019,19003,"POINT (-75.29895592 40.00154582)",12519,28.8,19.1,6.7,90.9,4.4
"5090",2019,19348,"POINT (-75.71376743 39.8673279)",22232,29.9,19.6,7.9,91.2,5.3
"5091",2019,18034,"POINT (-75.41631287 40.54351601)",8256,30.4,20.7,6.5,89.5,4.3
"5092",2019,18966,"POINT (-75.0058425 40.18360863)",37999,30.6,18.4,8.5,92.4,5.7
"5093",2019,19706,"POINT (-75.59887302 39.57265431)",1822,33.8,21.8,7.6,90.6,6.7
"5094",2019,17976,"POINT (-76.20974426 40.82084043)",6937,37.3,23.8,8.8,88.2,9.8
"5095",2019,18441,"POINT (-75.64465125 41.65071214)",289,36.2,22.7,7.5,89,6.6
"5096",2019,19087,"POINT (-75.39988177 40.06116046)",32225,26.3,19.4,7.3,91.9,4.3
"5097",2019,19127,"POINT (-75.228077 40.03030668)",5913,21.3,24.8,3.7,83.1,2.5
"5098",2019,18342,"POINT (-75.273444 41.15936645)",492,34.5,20.8,8.9,90.9,7.8
"5099",2019,18504,"POINT (-75.69986817 41.42552313)",21265,36.1,23,7.7,87.8,7.3
"5100",2019,18976,"POINT (-75.14432366 40.24803589)",19795,31.2,18.3,7.8,91.8,5.3
"5101",2019,19025,"POINT (-75.16198706 40.14644445)",5395,26.9,16.6,8.4,94.2,4.9
"5102",2019,19733,"POINT (-75.6508925 39.55533764)",110,33.1,22.6,6.1,87.9,5.4
"5103",2019,18923,"POINT (-75.1707865 40.35592776)",998,31.1,19.2,5.6,90.8,3.5
"5104",2019,19375,"POINT (-75.74037113 39.90048949)",104,28.7,20.4,7.4,93.2,4.2
"5105",2019,18821,"POINT (-75.73632758 41.98653339)",1153,37.4,24.1,8.6,88.4,8.4
"5106",2019,18413,"POINT (-75.58933588 41.64812339)",151,35.5,24.1,7.2,88,5.9
"5107",2019,19079,"POINT (-75.26667212 39.89879926)",9168,41.9,19.6,5.9,89.7,6.4
"5108",2019,19144,"POINT (-75.17494454 40.03307706)",43329,37.5,20.8,5.8,89.6,6.7
"5109",2019,19038,"POINT (-75.153773 40.1133262)",31595,29.9,19,7.2,91,4.8
"5110",2019,19380,"POINT (-75.60728504 39.98478354)",49534,28.6,20,7.8,91.7,5
"5111",2019,18960,"POINT (-75.32504214 40.36403296)",12473,32.7,19.6,7.9,90.7,6
"5112",2019,18829,"POINT (-76.154717 41.83370874)",868,36.8,23.8,7.8,89,6.9
"5113",2019,18239,"POINT (-75.98827175 40.99050003)",232,33.1,21.7,8.9,89.1,8.9
"5114",2019,19530,"POINT (-75.77794397 40.53823288)",16432,27.5,23.2,5.3,81.8,4.3
"5115",2019,19964,"POINT (-75.72323972 39.09059181)",1340,40,22.4,7.2,89.4,6.6
"5116",2019,19966,"POINT (-75.29847919 38.57396176)",24601,36.3,19.1,9.9,91.4,9.2
"5117",2019,19026,"POINT (-75.30404266 39.95031782)",30738,30.1,21.2,6.9,89.9,5.1
"5118",2019,18241,"POINT (-76.1694055 40.93755467)",646,31.8,22.3,7.8,89.1,6.3
"5119",2019,18332,"POINT (-75.26557 41.08381354)",3085,35.3,20.3,6.3,89.6,5
"5120",2019,18509,"POINT (-75.64288376 41.43085399)",13589,33,22.2,7.1,86.6,6.1
"5121",2019,19152,"POINT (-75.046328 40.05370343)",33293,26.9,22.2,8.6,89.8,7.7
"5122",2019,18915,"POINT (-75.2493795 40.27315922)",1063,30,18.6,6.6,90.6,5
"5123",2019,19503,"POINT (-75.57692771 40.40500646)",1142,31.9,21.3,8.2,89.7,6.4
"5124",2019,18816,"POINT (-75.9208375 41.75712509)",128,36.7,22.9,8.7,91.4,7.7
"5125",2019,19555,"POINT (-75.95135885 40.49395121)",3406,32.8,21.2,8.3,89.7,6.9
"5126",2019,18519,"POINT (-75.63071785 41.46193785)",5104,34.4,22.1,7.9,88.7,6.8
"5127",2019,18833,"POINT (-76.4791605 41.58942687)",2056,38.1,23.7,8.3,89.9,7.7
"5128",2019,18302,"POINT (-75.16547225 41.10449674)",17362,36.3,20.3,6.3,89.7,5.3
"5129",2019,18046,"POINT (-75.55912925 40.54859506)",64,33.9,22.9,6.4,90.2,4.5
"5130",2019,19104,"POINT (-75.19836236 39.95911765)",51808,27.6,23.7,3,77.8,4.2
"5131",2019,18980,"POINT (-75.01410862 40.26792537)",510,30.4,18.1,8,93.1,5.1
"5132",2019,19805,"POINT (-75.59267598 39.74473034)",40937,37.6,20.7,5.6,87.6,5.8
"5133",2019,18405,"POINT (-75.10271947 41.59303888)",2561,33.8,21.5,8.4,90,6.9
"5134",2019,18451,"POINT (-75.236504 41.39758464)",448,33.2,19.8,9.8,92.9,7.7
"5135",2019,19435,"POINT (-75.56917422 40.32748374)",100,29.4,18,10.7,93.6,7.1
"5136",2019,18214,"POINT (-76.08157734 40.79881598)",2078,33.7,22.9,8.4,90.3,7.3
"5137",2019,18452,"POINT (-75.59028199 41.48362807)",4802,32.9,20.8,9.6,91.3,7.7
"5138",2019,18074,"POINT (-75.51602886 40.31956476)",5775,31.9,20.6,7.3,91.1,5.2
"5139",2019,18470,"POINT (-75.5411975 41.71625228)",2226,36.3,22.3,8.4,90.5,7.5
"5140",2019,18229,"POINT (-75.67683227 40.93051406)",8498,34.7,22.1,8,90.5,6.6
"5141",2019,19018,"POINT (-75.29859425 39.92307502)",23360,32.4,22,6.9,88.4,5.9
"5142",2019,19533,"POINT (-75.98741065 40.42410238)",7686,31.8,19.7,7.7,88.9,6.1
"5143",2019,18614,"POINT (-76.49343325 41.49416679)",2426,36.2,22.6,9.2,90.8,9
"5144",2019,18349,"POINT (-75.36812765 41.10200445)",132,33.8,20.8,8.6,93.3,6.6
"5145",2019,18240,"POINT (-75.87028647 40.86053926)",3891,34,21.4,9.1,90.2,7.8
"5146",2019,18822,"POINT (-75.8015175 41.94973866)",3642,37.1,23.5,8.2,89,7.8
"5147",2019,17981,"POINT (-76.39050396 40.63430706)",2751,34.4,23.4,8.6,88.4,8.2
"5148",2019,19120,"POINT (-75.11996844 40.03369193)",68104,35.6,21,4.3,85.9,5.5
"5149",2019,18848,"POINT (-76.45413185 41.75208248)",9193,37.6,23.9,8.6,89.5,7.8
"5150",2019,19021,"POINT (-74.89150097 40.08906581)",10074,35.9,21.2,6.5,87.3,6
"5151",2019,19933,"POINT (-75.60956499 38.73600957)",8535,39.2,19.4,7.8,89.4,8
"5152",2019,19002,"POINT (-75.21000328 40.1837735)",32412,28.6,17.8,8,92.8,5
"5153",2019,18078,"POINT (-75.61884511 40.67328609)",7074,34.6,21.2,7.9,92.1,5.7
"5154",2019,18045,"POINT (-75.2742662 40.69395324)",26391,30.1,19.5,8.6,92.4,6.1
"5155",2019,18615,"POINT (-75.857586 41.44211227)",1867,36,21.5,8.5,91.5,7
"5156",2019,19956,"POINT (-75.54075374 38.5478724)",15500,38.1,20.6,7.9,88.5,8
"5157",2019,19560,"POINT (-75.8913995 40.40741865)",7805,33.5,20.8,7.8,88.8,6.7
"5158",2019,18091,"POINT (-75.32005485 40.82613424)",5926,32.3,22.1,7.9,90.2,6.4
"5159",2019,18850,"POINT (-76.56175606 41.82989005)",2357,37.6,24.3,7.8,89.2,7
"5160",2019,19428,"POINT (-75.30084665 40.08039091)",16580,28.3,19.3,6,89.2,3.8
"5161",2019,18458,"POINT (-74.91634065 41.40927161)",3017,34.6,20.5,8.2,91.8,6.5
"5162",2019,19547,"POINT (-75.76541367 40.38113822)",4222,31.8,20.7,8,90.8,6
"5163",2019,18333,"POINT (-75.47938785 40.90589236)",712,33.7,20.5,8.8,90.1,7.4
"5164",2019,19541,"POINT (-76.02546168 40.47992187)",4403,33.4,21.7,7.2,89.7,5.8
"5165",2019,18245,"POINT (-76.036287 40.84687669)",348,32.2,22.4,8.6,90.8,6.8
"5166",2019,19060,"POINT (-75.49384876 39.84997994)",11368,29.1,19.9,7.5,92.9,5.1
"5167",2019,19004,"POINT (-75.23002744 40.01374185)",9416,27.6,17.2,8.6,93.6,5.3
"5168",2019,18062,"POINT (-75.5550925 40.51879781)",24351,32.8,19.9,7.8,92,5.4
"5169",2019,19330,"POINT (-75.91651132 39.87241076)",5421,32.2,22.8,7.2,90.1,5.6
"5170",2019,19904,"POINT (-75.59691642 39.17622556)",34132,41.5,20.1,6.8,89.2,6.6
"5171",2019,18102,"POINT (-75.47588228 40.60812989)",49779,45,22,5,82.9,6.9
"5172",2019,19425,"POINT (-75.64691069 40.1019837)",13922,27.5,19.6,6.3,92.8,3.6
"5173",2019,19977,"POINT (-75.55118246 39.29622407)",22984,39.2,19.5,6.4,89.6,5.5
"5174",2019,19457,"POINT (-75.584291 40.20333409)",125,29.1,23,5.6,89.3,3.3
"5175",2019,18847,"POINT (-75.56912738 41.92951321)",6024,37.1,23.3,8.3,89.2,7.9
"5176",2019,18436,"POINT (-75.39301818 41.43677358)",13853,34.6,21.2,8.9,91.4,7.4
"5177",2019,18657,"POINT (-75.95775019 41.52231692)",11985,35.6,21.8,8.2,90.1,6.8
"5178",2019,18235,"POINT (-75.69744182 40.8298725)",19353,35.1,22.5,8.3,89.6,7.3
"5179",2019,18014,"POINT (-75.40938026 40.76507311)",11387,33,22,8.3,90.9,6.8
"5180",2019,18428,"POINT (-75.158217 41.34500209)",12012,34.5,20.5,9.2,91.6,7.6
"5181",2019,19057,"POINT (-74.85977175 40.14016378)",17191,34.3,19.9,6.8,89,5.5
"5182",2019,19134,"POINT (-75.10836939 39.98982902)",60675,36.3,25.6,4.9,82.2,6.6
"5183",2019,18817,"POINT (-76.62629291 41.87008307)",306,36.1,23.2,8.4,89.3,7.5
"5184",2019,18972,"POINT (-75.11957496 40.53338343)",3512,32.9,19.1,8.4,92.5,6.1
"5185",2019,18212,"POINT (-75.70956855 40.77525327)",131,34.7,21.7,8.4,90.8,7
"5186",2019,19122,"POINT (-75.14589937 39.9777461)",21653,31.1,24,3.8,80.4,4.8
"5187",2019,19551,"POINT (-76.14050898 40.35957358)",5034,33.6,21.8,7.8,89.7,6.5
"5188",2019,19507,"POINT (-76.2432145 40.49135018)",3280,32.9,22,7.4,88.9,6.2
"5189",2019,19319,"POINT (-75.5188585 39.92621511)",1130,23,16.6,1.4,84.1,1
"5190",2019,19074,"POINT (-75.296382 39.88447239)",5890,30.9,22.7,6.8,89,5.1
"5191",2019,19365,"POINT (-75.92508878 39.96409266)",7006,33,23.1,7.1,89.1,5.5
"5192",2019,18020,"POINT (-75.32688609 40.67229061)",20447,30.9,20.3,7.8,91.6,5.7
"5193",2019,19967,"POINT (-75.12330484 38.53845071)",354,32.4,18.6,9.6,92.1,7.3
"5194",2019,18518,"POINT (-75.73955779 41.37505665)",8313,33.4,21.2,8.7,90.7,6.9
"5195",2019,18446,"POINT (-75.75700284 41.64502853)",3733,35.7,22.6,7.7,89.4,6.6
"5196",2019,19510,"POINT (-75.88256128 40.44780982)",7639,31.4,20.5,6.6,90.4,4.4
"5197",2019,18814,"POINT (-76.6055857 41.7817251)",156,38.2,24.7,7.7,88.8,6.7
"5198",2019,19145,"POINT (-75.19206619 39.91485181)",47261,30.1,21.6,6.5,88.4,6.3
"5199",2019,19601,"POINT (-75.92823575 40.35020505)",32998,43.2,21,5.3,82.7,7.8
"5200",2019,18705,"POINT (-75.84332116 41.27182109)",14806,32.1,21.9,8.5,89.3,7.7
"5201",2019,19352,"POINT (-75.889251 39.7768345)",10622,30.3,21.7,4.9,88.3,3.3
"5202",2019,18030,"POINT (-75.66418573 40.80222724)",623,34.1,22,8,89.8,6.3
"5203",2019,18076,"POINT (-75.48079056 40.37480369)",2662,31.4,20.5,9.3,90.7,7.1
"5204",2019,19343,"POINT (-75.7546454 40.10138379)",8142,29.7,21.4,7.1,92.3,4.4
"5205",2019,18846,"POINT (-76.2484855 41.5833393)",847,38.5,23.8,8.6,90.3,8
"5206",2019,19608,"POINT (-76.03454349 40.31132763)",22719,32,20.4,7.2,90.2,5.4
"5207",2019,19508,"POINT (-75.87662875 40.25519328)",15725,32,21.1,7.4,90,5.6
"5208",2019,19809,"POINT (-75.50188019 39.76214634)",14049,32,20.7,7,90.9,5.5
"5209",2019,18255,"POINT (-75.83137574 40.93281439)",4337,34.3,21.6,9.3,90.5,8.2
"5210",2019,18704,"POINT (-75.893034 41.25986691)",31206,31.4,21.8,8.3,89.6,7.2
"5211",2019,18962,"POINT (-75.2700515 40.34580046)",515,31.8,19.5,7.6,91.6,5.2
"5212",2019,18325,"POINT (-75.2220515 41.18810072)",2465,36,21.3,8.1,90.8,7.4
"5213",2019,18845,"POINT (-76.17398 41.7721404)",297,38,23.2,9.4,92,8.5
"5214",2019,18635,"POINT (-76.20170833 41.03051168)",3881,32,22.4,7.7,89.6,6.3
"5215",2019,18246,"POINT (-76.19518514 40.95721503)",143,30.9,21,8.5,90.6,7.1
"5216",2019,18612,"POINT (-75.98335086 41.34939545)",18051,29.9,19.9,7.9,90.3,6.1
"5217",2019,18370,"POINT (-75.3412837 41.09180736)",1096,33.3,19.5,8,91.5,6.2
"5218",2019,18356,"POINT (-75.11802525 41.01007634)",136,35.2,20.5,8.2,91.1,7.6
"5219",2019,19540,"POINT (-75.96608753 40.23692088)",11723,31.9,21.1,7.5,90.4,5.6
"5220",2019,18092,"POINT (-75.51528558 40.47045972)",3223,33.3,20.5,7.9,92.4,5.4
"5221",2019,19056,"POINT (-74.88425394 40.15378274)",15486,32.5,19.4,7,89.4,5.3
"5222",2019,19939,"POINT (-75.25978947 38.55440188)",5979,34.7,18.8,9.9,92,8.2
"5223",2019,19149,"POINT (-75.06576785 40.03772236)",55006,31,23.5,5.5,85.5,6.1
"5224",2019,19102,"POINT (-75.16380425 39.95641495)",4705,18.8,21.2,4.2,87.4,2.4
"5225",2019,18055,"POINT (-75.301468 40.57601182)",11780,30.8,20.8,8.5,91.1,6.3
"5226",2019,18610,"POINT (-75.49389525 41.028151)",5008,37.3,20.7,6.6,89.9,6
"5227",2019,18221,"POINT (-75.91733274 41.00177805)",389,32.2,21.6,9.2,90.2,8.5
"5228",2019,19562,"POINT (-75.7023237 40.50502823)",2622,30,20.1,10.8,90.2,8.8
"5229",2019,19456,"POINT (-75.46095362 40.13333218)",737,28.9,18.6,7,92.3,4.4
"5230",2019,19607,"POINT (-75.9517945 40.30179379)",22544,31.1,20.2,8.5,89.7,6.6
"5231",2019,19975,"POINT (-75.18085976 38.46921791)",8253,34.7,18,10.6,92.6,9
"5232",2019,19139,"POINT (-75.22957334 39.96143794)",41271,40.8,20.6,5.9,89.4,7.7
"5233",2019,19554,"POINT (-76.10374627 40.51292473)",374,32.8,22.6,5.9,86.2,5
"5234",2019,18224,"POINT (-75.87942931 41.02239916)",6017,33.9,23,8.4,88.4,8.6
"5235",2019,18403,"POINT (-75.52967053 41.50039213)",7087,34.1,21.8,8,90.2,6.5
"5236",2019,18439,"POINT (-75.34922723 41.82685446)",500,35.4,21.9,8.9,90.7,8.1
"5237",2019,18951,"POINT (-75.34492968 40.45211694)",34651,33.3,20,7.2,89.8,5.6
"5238",2019,19023,"POINT (-75.2691595 39.91984924)",22164,39.1,20.5,5.6,88.3,5.5
"5239",2019,19703,"POINT (-75.45812348 39.80498062)",14471,33.5,20.1,6.4,90,5.3
"5240",2019,19943,"POINT (-75.60823058 39.00552858)",11425,40,21.1,7.1,90.4,6.1
"5241",2019,18347,"POINT (-75.5573388 41.13367997)",3364,36,21.5,9,91.6,8.3
"5242",2019,19559,"POINT (-76.18438002 40.49155205)",362,32.3,22.4,7.4,87.9,5.8
"5243",2019,19138,"POINT (-75.1590479 40.05600264)",32273,39.1,19.7,6,90.8,6.6
"5244",2019,19436,"POINT (-75.245957 40.19978851)",640,20.8,11.7,18.9,97.7,11.9
"5245",2019,18211,"POINT (-75.82541254 40.74375415)",1304,33.8,22.7,8.3,91.1,6.9
"5246",2019,19029,"POINT (-75.29907825 39.86846965)",3971,32.8,23,7.4,88.5,6.5
"5247",2019,19041,"POINT (-75.30073175 40.01752824)",6248,24.7,18,9.1,91.7,5.7
"5248",2019,18353,"POINT (-75.35951816 40.87987354)",12779,34.7,21.4,7.2,89.9,5.9
"5249",2019,18071,"POINT (-75.58123835 40.82963969)",10578,34,22.5,7.7,89.2,6.3
"5250",2019,19119,"POINT (-75.19097486 40.05383156)",27035,31.9,19.2,7.1,93.1,5.7
"5251",2019,18073,"POINT (-75.45089125 40.38549107)",9350,32.2,20.9,7.4,89.9,5.5
"5252",2019,19312,"POINT (-75.45166406 40.03248771)",11539,27.2,18.5,8.7,94.7,4.9
"5253",2019,19534,"POINT (-75.87454044 40.57335905)",2041,32,20.9,7.6,90.2,5.8
"5254",2019,18471,"POINT (-75.69218363 41.52832194)",685,29.3,19,8.9,93.9,5.3
"5255",2019,18350,"POINT (-75.46658527 41.12566467)",1931,35.2,20.8,9.6,92.3,8.4
"5256",2019,18011,"POINT (-75.66322431 40.45218546)",5450,33.3,21.6,6.3,89.9,4.6
"5257",2019,18425,"POINT (-75.02050851 41.42570784)",1354,36.8,22.2,8,90.2,7.2
"5258",2019,19611,"POINT (-75.94104245 40.32478794)",10589,36,20.5,7.1,86.6,7.1
"5259",2019,18636,"POINT (-76.09744472 41.40264446)",1438,36.3,22.4,8.1,90.1,7
"5260",2019,19406,"POINT (-75.38243638 40.09440912)",23441,26.8,17.1,6.8,90.8,4.3
"5261",2019,19140,"POINT (-75.14508726 40.01229601)",54133,41,21.7,5,85.9,7.5
"5262",2019,18472,"POINT (-75.39866086 41.58257431)",7521,37.9,18.9,6.3,87.6,6.2
"5263",2019,18330,"POINT (-75.4490294 40.97074028)",8927,34.1,20.6,6.5,89.8,5
"5264",2019,19116,"POINT (-75.01272006 40.11673568)",33112,26.4,22.5,7.8,89.8,6.6
"5265",2019,18013,"POINT (-75.17175385 40.85303833)",17802,33.1,22.7,7.7,89.5,6.5
"5266",2019,19444,"POINT (-75.25316712 40.08775531)",10519,27.8,17.7,8.9,93.5,5.4
"5267",2019,19702,"POINT (-75.72759602 39.62225864)",51899,32.2,19.9,4.9,89.3,3.7
"5268",2019,17978,"POINT (-76.62251225 40.62235253)",224,33.4,22.4,8.3,90.3,7.1
"5269",2019,18331,"POINT (-75.4427865 40.91112772)",867,34.4,21.7,7.4,89.2,6.1
"5270",2019,19355,"POINT (-75.53114171 40.04675685)",24760,28.3,19.7,7.5,92.7,4.7
"5271",2019,19344,"POINT (-75.88152514 40.08403048)",11919,31.4,22.8,8.3,90,6.5
"5272",2019,19070,"POINT (-75.3247332 39.90624835)",7277,31,21.1,7,90.1,5.4
"5273",2019,18517,"POINT (-75.71364035 41.39464132)",5274,36.2,22.6,8.7,89.2,8.5
"5274",2019,18438,"POINT (-75.25102885 41.43596896)",1172,33.6,20.4,10.3,93.1,8.3
"5275",2019,18343,"POINT (-75.10810466 40.89544467)",3982,33,21.7,7.9,90.7,6.4
"5276",2019,18824,"POINT (-75.78347866 41.7041171)",1401,35.8,23,8,89.5,6.9
"5277",2019,19968,"POINT (-75.2901641 38.78416695)",9549,34.4,18.4,8.9,91.9,7
"5278",2019,19143,"POINT (-75.22639582 39.94287223)",64849,38.5,20.5,5.8,89.5,7
"5279",2019,19111,"POINT (-75.08051316 40.06021569)",63090,29,22.5,6.8,88.3,6.1
"5280",2019,18940,"POINT (-74.94754457 40.26318059)",28825,29.3,17.5,7.6,93.2,4.7
"5281",2019,19602,"POINT (-75.91459579 40.32865114)",17900,43,21.1,5.3,82.8,7.8
"5282",2019,19940,"POINT (-75.56884897 38.47785463)",5574,36.7,20.4,8.2,89,7.7
"5283",2019,19151,"POINT (-75.25625115 39.97559098)",29883,37,19.7,5.6,91,5.6
"5284",2019,18653,"POINT (-75.82356786 41.39333611)",132,32.9,22.2,7.5,90.1,5.4
"5285",2019,18242,"POINT (-76.1314735 40.91094964)",235,31.7,22.9,8.1,88.9,6.7
"5286",2019,19132,"POINT (-75.170855 39.99626201)",36268,43.3,21.1,5.7,88.6,8.3
"5287",2019,19047,"POINT (-74.91039676 40.18132957)",35056,31.3,18.9,7.5,90.8,5.5
"5288",2019,19422,"POINT (-75.27723411 40.15735405)",18506,27.5,16.9,8.5,93.6,5.1
"5289",2019,18088,"POINT (-75.57670475 40.76739916)",8375,32.8,22.2,8.2,90.6,6.8
"5290",2019,18929,"POINT (-75.07979932 40.25521904)",9306,30.5,18.7,6.5,91.9,4
"5291",2019,18660,"POINT (-76.06491819 41.10388888)",3702,31.1,21.8,7.8,90.1,6.4
"5292",2019,18346,"POINT (-75.40793887 41.13533798)",2964,37.9,20.6,6.5,88.7,6.3
"5293",2019,19118,"POINT (-75.21244065 40.07270597)",9808,24.2,21.3,7.5,92,4.7
"5294",2019,18825,"POINT (-75.60104979 41.80768341)",111,34.9,21.4,10.3,92,9.4
"5295",2019,18254,"POINT (-75.96565084 40.91591278)",871,35,21.9,9.2,90.6,7.8
"5296",2019,18056,"POINT (-75.5485225 40.44726394)",943,31.9,20.5,8.8,91.6,6.6
"5297",2019,19522,"POINT (-75.81849026 40.44731106)",14229,32.1,21.1,7.7,90.1,6
"5298",2019,18072,"POINT (-75.25760912 40.84558304)",6571,31.7,22.2,7.5,89.7,5.8
"5299",2019,18618,"POINT (-76.051958 41.3630088)",3793,31.3,21.7,7.9,90.4,6.3
"5300",2019,18042,"POINT (-75.22398223 40.65156319)",41570,33.5,21.9,6.1,86.7,5.5
"5301",2019,18414,"POINT (-75.78871325 41.51356383)",5452,32.9,21,8.1,91.5,6
"5302",2019,18035,"POINT (-75.53869045 40.74673424)",241,32.8,20.8,8.7,91.9,7.5
"5303",2019,19113,"POINT (-75.25312344 39.86752768)",120,32.6,22.4,6.7,89.8,5.3
"5304",2019,18462,"POINT (-75.42228892 41.90748486)",427,36.2,21.8,8.5,90.8,7.7
"5305",2019,19136,"POINT (-75.01882177 40.03974612)",40647,33,24.2,5.7,83.9,6.2
"5306",2019,19526,"POINT (-75.99624326 40.54659875)",11039,32.1,21.4,8.2,89.6,6.6
"5307",2019,18947,"POINT (-75.11452569 40.42424332)",6172,31.8,18.7,7.4,92.4,4.9
"5308",2019,18917,"POINT (-75.20408011 40.37299908)",2158,32.9,20.1,6.3,88.6,4.8
"5309",2019,19520,"POINT (-75.79711487 40.16253432)",5465,30.7,21,9.1,92.6,6.4
"5310",2019,18434,"POINT (-75.54833744 41.46147402)",4192,32.3,21.2,8.4,90.3,6.3
"5311",2019,19015,"POINT (-75.38436675 39.86284861)",16632,34.3,21.8,7,89.4,6
"5312",2019,19468,"POINT (-75.53285837 40.20754079)",25536,30.4,20,7.1,90.7,4.6
"5313",2019,19963,"POINT (-75.38144748 38.93600509)",19206,37.6,19.5,8.5,90.6,7.5
"5314",2019,19085,"POINT (-75.372586 40.02340967)",8932,22.8,20.8,5.1,85.7,3.2
"5315",2019,19947,"POINT (-75.39768477 38.6726242)",18799,37.3,18.9,6.9,86.6,6.9
"5316",2019,18079,"POINT (-75.6577905 40.74338829)",436,34.7,22.2,7.3,89.2,5.5
"5317",2019,19606,"POINT (-75.85737659 40.33712461)",34416,32.1,20.7,7.6,89.8,5.8
"5318",2019,19523,"POINT (-75.8456897 40.20273516)",250,30.4,21.5,6.2,87.8,4.4
"5319",2019,18237,"POINT (-75.97663675 40.88151303)",3110,35.6,23.5,8.4,88.1,8.3
"5320",2019,19973,"POINT (-75.64864825 38.63093463)",23838,37.6,19.2,8.3,89.7,7.9
"5321",2019,19012,"POINT (-75.10587948 40.05976682)",6670,31,17.2,6.8,92,4.7
"5322",2019,18431,"POINT (-75.25748564 41.62295152)",12666,35.8,22.3,8.6,89.7,7.8
"5323",2019,18844,"POINT (-75.91425286 41.69515563)",1870,35.7,22.9,7.9,89.5,6.9
"5324",2019,18622,"POINT (-76.25559473 41.19876509)",257,31.6,21.2,8.5,90.7,7.6
"5325",2019,18018,"POINT (-75.3942305 40.6220681)",32413,33.9,21.2,7.7,88.7,6.5
"5326",2019,18244,"POINT (-75.67169215 40.82296147)",402,34.4,22.1,7.7,90,6.7
"5327",2019,19367,"POINT (-75.88402333 39.96299247)",171,32.1,21.6,6.9,90.6,5
"5328",2019,19401,"POINT (-75.3313418 40.13032771)",41753,37.1,19,5.9,86.8,5.6
"5329",2019,18336,"POINT (-74.74180961 41.37605414)",4082,33.1,21,8.9,90.7,6.8
"5330",2019,18085,"POINT (-75.25511845 40.74130873)",1119,31.9,21.8,7.4,90.5,5.5
"5331",2019,18411,"POINT (-75.74516099 41.45432035)",21985,30.5,20,8.3,91.9,5.6
"5332",2019,18445,"POINT (-75.3602315 41.29634225)",2329,36.9,21.9,8.3,90.1,7.9
"5333",2019,18334,"POINT (-75.42879 41.05251927)",4156,38.4,20.5,6.4,89.3,5.9
"5334",2019,19549,"POINT (-76.02098575 40.58457407)",326,30.9,22.1,7.2,89.9,5
"5335",2019,19453,"POINT (-75.50156666 40.13920529)",1483,29.1,19.3,6.9,91.7,4.1
"5336",2019,19465,"POINT (-75.67299088 40.19852662)",17038,30.4,21.6,7.6,91.2,5.2
"5337",2019,19027,"POINT (-75.1242309 40.07348042)",19067,31.6,16.5,7.6,92.6,5.2
"5338",2019,18041,"POINT (-75.544172 40.4014054)",5424,32.1,21.3,6.7,89.5,4.7
"5339",2019,19802,"POINT (-75.52893444 39.75682876)",24621,43.1,19,5.7,90.2,6.4
"5340",2019,18340,"POINT (-74.7752795 41.41844184)",174,36.6,22.1,7.9,91.3,6.7
