"","Year","LocationName","Geolocation","TotalPopulation","OBESITY","DEPRESSION","CANCER","CHOLSCREEN","CHD"
"12385",2019,43207,"POINT (-82.96294273 39.89579946)",45144,40.8,23.3,7,86.2,7.9
"12386",2019,42040,"POINT (-88.50267557 36.62047238)",1082,36.5,26.7,7.9,90.4,7.8
"12387",2019,42266,"POINT (-87.3707205 36.73375568)",2590,33.8,22.8,7.5,90.3,7.1
"12388",2019,41425,"POINT (-83.42417327 37.88389849)",1138,37.9,28.7,7.7,88.9,9.2
"12389",2019,41234,"POINT (-82.74055613 37.79449131)",601,39.3,29.1,7.7,89.7,8.3
"12390",2019,41642,"POINT (-82.64626541 37.59562468)",725,40.5,31.1,6.7,86.9,8.5
"12391",2019,41524,"POINT (-82.22873368 37.41675813)",384,42.8,28.7,8.6,89.8,10.7
"12392",2019,42320,"POINT (-86.87115843 37.35260507)",8205,36.1,26.7,8,88.8,9.3
"12393",2019,41643,"POINT (-82.83340342 37.4574266)",194,41,28.1,9,89.7,12.4
"12394",2019,42754,"POINT (-86.31462086 37.47600057)",15349,41.1,27.1,7.6,87.9,9.2
"12395",2019,41049,"POINT (-83.6476261 38.27420697)",2261,39.1,27.2,7.5,88,9
"12396",2019,41352,"POINT (-83.33353335 37.82352634)",677,39.7,29.6,7.6,87.4,10.5
"12397",2019,43217,"POINT (-82.93185124 39.81667627)",2602,40.3,27.1,4.1,79.6,4.4
"12398",2019,42130,"POINT (-85.77891548 36.92409571)",175,36.8,27.2,7.4,89.2,7.7
"12399",2019,43214,"POINT (-83.01973687 40.05210854)",24650,30.9,20.4,8.1,90.2,5.8
"12400",2019,43148,"POINT (-82.49950091 39.81670044)",2220,38.1,24.3,7,88.3,5.9
"12401",2019,43080,"POINT (-82.42903709 40.2427142)",5498,36.9,22.7,7.5,88,7.3
"12402",2019,41776,"POINT (-83.274331 37.18323483)",1509,40.5,29.5,7.4,86.7,9.7
"12403",2019,42171,"POINT (-86.16595421 37.03450619)",6841,36.9,26.7,7.3,89.3,7.7
"12404",2019,42458,"POINT (-87.42359203 37.84120719)",1151,36.8,26.1,7.1,90.7,6.6
"12405",2019,43061,"POINT (-83.20324632 40.28659774)",3967,34.5,21,7,90.7,5.2
"12406",2019,42450,"POINT (-87.7815795 37.38369132)",4063,43.5,26.7,8.4,88.8,11.3
"12407",2019,41701,"POINT (-83.09544675 37.28720438)",17252,40.2,28.2,7.6,88.6,8.9
"12408",2019,43331,"POINT (-83.91901301 40.51763973)",4485,40.3,23.7,8.9,89.1,9.7
"12409",2019,41663,"POINT (-82.65777674 37.56561381)",384,41.4,30.2,6.5,86.8,8.7
"12410",2019,41075,"POINT (-84.4512597 39.079653)",16459,33.3,23.5,8.1,92.3,6.3
"12411",2019,41538,"POINT (-82.596765 37.30870921)",97,43.9,29,7.9,89.1,9.7
"12412",2019,42544,"POINT (-84.81658956 37.03399972)",5843,37.8,26.6,8.8,91,9.8
"12413",2019,43002,"POINT (-83.17381835 40.06321091)",2262,28.8,21.6,4.3,85.7,2.5
"12414",2019,42236,"POINT (-87.61942248 36.71982352)",929,37.2,24.7,7.4,89.6,8.7
"12415",2019,42603,"POINT (-85.02752537 36.782419)",130,41.7,28.1,8.5,91,10.9
"12416",2019,42784,"POINT (-85.8588325 37.44658982)",2685,38.4,27.5,7.6,89.1,8
"12417",2019,42713,"POINT (-85.88310085 37.38317627)",1641,41.4,28.4,7.6,88.3,9.6
"12418",2019,41834,"POINT (-82.95684763 37.26132864)",659,38.9,29.6,7.4,86.9,10.1
"12419",2019,41619,"POINT (-82.74155015 37.48056714)",599,40.7,30.9,7.8,87.7,10.7
"12420",2019,41317,"POINT (-83.18905095 37.44762516)",190,45.3,30.3,7.6,87,11.5
"12421",2019,41255,"POINT (-82.83309242 37.91234811)",1036,41.7,29.7,7.7,89.4,9.7
"12422",2019,41232,"POINT (-82.73486449 37.93152472)",782,43.1,30.3,7.1,87.1,9.7
"12423",2019,41553,"POINT (-82.16361957 37.47714593)",2288,44.6,30.9,8.1,86.6,11.6
"12424",2019,41602,"POINT (-82.753919 37.74049785)",819,41.2,30.4,7.9,88.7,10.2
"12425",2019,42081,"POINT (-88.390049 37.15566029)",2203,38.8,27.2,8.5,90.7,9.1
"12426",2019,41849,"POINT (-82.73402843 37.17460476)",193,41.4,27.5,8.5,88.1,11.2
"12427",2019,41838,"POINT (-82.74766214 37.19809317)",548,43.3,28.8,7.8,88.2,10
"12428",2019,42539,"POINT (-84.95385681 37.30378228)",10026,36.3,27.9,8.2,88.4,9.5
"12429",2019,43209,"POINT (-82.93009894 39.95390742)",27228,34.4,20.1,7.3,89.2,5.9
"12430",2019,42041,"POINT (-88.9427845 36.54687263)",4627,41.3,26.3,8.9,90.3,11.5
"12431",2019,41537,"POINT (-82.61113826 37.22884662)",5373,43.3,28.9,7.8,88,10.2
"12432",2019,41844,"POINT (-82.85537325 37.32779763)",1355,32.4,30.3,5.2,82.1,6.5
"12433",2019,43323,"POINT (-83.25001522 40.73161014)",680,41.7,22.8,8.6,89.7,8.4
"12434",2019,42160,"POINT (-86.0791655 37.10090984)",1992,39.9,28.4,7.4,88,9.2
"12435",2019,42044,"POINT (-88.26479331 36.9587427)",3404,39.8,25.4,9.4,92.3,9.2
"12436",2019,43205,"POINT (-82.96218434 39.95760134)",12272,45.9,19.7,5.6,87.3,7.2
"12437",2019,41092,"POINT (-84.7006724 38.81851611)",3514,35.8,25.8,7.2,90.3,6.6
"12438",2019,41773,"POINT (-83.04936 37.19779914)",1273,45.1,32.3,7.6,85.3,11.9
"12439",2019,41311,"POINT (-83.7111432 37.5822189)",7538,43.3,30.2,7.2,85.7,11
"12440",2019,43040,"POINT (-83.35669072 40.25743457)",31790,36.9,22.3,6.3,87.8,4.9
"12441",2019,43231,"POINT (-82.93892422 40.07923179)",19685,38.7,21.3,6.1,86.9,5.7
"12442",2019,42420,"POINT (-87.51679978 37.80344919)",38192,39.1,26.5,7.6,89.7,8.1
"12443",2019,41855,"POINT (-82.770006 37.17084005)",696,42.8,29.2,7.5,87.5,9.9
"12444",2019,42413,"POINT (-87.47188413 37.44339114)",3118,35.7,25.3,8.1,91.1,8.8
"12445",2019,41264,"POINT (-82.67388266 37.94163193)",389,43.4,30.1,7.4,86.4,10.4
"12446",2019,41825,"POINT (-82.70802858 37.23021301)",548,42.9,28.8,8.5,88.8,11
"12447",2019,43072,"POINT (-83.9562398 40.11634787)",5948,38.8,22.5,7.5,88.3,6.7
"12448",2019,41539,"POINT (-82.318717 37.51943887)",1722,42.8,29.1,7,88.4,8.1
"12449",2019,41766,"POINT (-83.4657281 37.17986807)",131,42.2,29.4,7.8,87.3,10.9
"12450",2019,42348,"POINT (-86.76308473 37.83488038)",4810,37.1,27,7.6,89.6,7.6
"12451",2019,41845,"POINT (-82.9355025 37.1229336)",293,44.7,28.1,8,88.5,11.5
"12452",2019,41547,"POINT (-82.0895155 37.53946578)",369,44.5,31.6,7,85,10
"12453",2019,42764,"POINT (-85.61912245 37.42600538)",559,38.7,28,6.8,88,7.8
"12454",2019,41560,"POINT (-82.5813525 37.40103243)",384,42.2,29.4,7.6,87.2,9.2
"12455",2019,41141,"POINT (-83.14639832 38.54787725)",2461,40,27.5,7.3,88.2,8.3
"12456",2019,43066,"POINT (-83.16455643 40.39765782)",1328,34.1,21.1,7.1,90.3,5.5
"12457",2019,42441,"POINT (-87.66824778 37.354878)",1594,34,25.2,7.4,89.9,7.1
"12458",2019,42078,"POINT (-88.280407 37.27246535)",1852,40,27,9.6,90.5,11.7
"12459",2019,43318,"POINT (-83.91278065 40.30918435)",3864,38,23.8,7.4,87.4,6.9
"12460",2019,43126,"POINT (-83.16638201 39.81389167)",326,35.2,23,8,88.6,6.9
"12461",2019,43046,"POINT (-82.54122399 39.89869173)",3396,39.1,23.9,8.4,89.7,7.8
"12462",2019,41514,"POINT (-82.332381 37.68148978)",3491,41.6,28.4,7.7,89,8.6
"12463",2019,42463,"POINT (-87.8716375 37.47517559)",156,43,27.4,7.7,88.9,9.5
"12464",2019,42326,"POINT (-87.01069244 37.222756)",460,43.6,26.6,7.8,88.9,9.8
"12465",2019,42220,"POINT (-87.11722825 36.83752554)",6844,36.4,26.2,7.6,89.1,7.8
"12466",2019,42649,"POINT (-84.415981 36.6257515)",2326,42.6,28.9,7.6,87,10.5
"12467",2019,42061,"POINT (-88.76519075 36.88214653)",55,38.3,28.4,8.3,90.2,8
"12468",2019,42629,"POINT (-85.11681668 36.92483425)",4953,38.4,27,8.9,90.2,10.4
"12469",2019,42153,"POINT (-86.06114802 36.6678151)",326,38.3,27.2,7.9,87.8,9.3
"12470",2019,41772,"POINT (-83.057648 37.44102419)",277,39.7,30,8.1,88.7,11
"12471",2019,42157,"POINT (-85.8151387 36.79090725)",437,35.5,27.1,7.1,88.7,7.2
"12472",2019,42740,"POINT (-85.89496375 37.58312621)",1973,36.1,26.5,7.6,90.7,7.1
"12473",2019,42023,"POINT (-88.99365289 36.87075063)",2422,38.1,26.4,9.5,90.5,10.9
"12474",2019,41189,"POINT (-83.55472061 38.54578781)",2264,44,28.5,8,87.3,11.9
"12475",2019,41655,"POINT (-82.72488663 37.50501081)",896,41.1,31,7,86.1,9.7
"12476",2019,42071,"POINT (-88.3820395 36.61414468)",29655,36.2,28.2,6.6,85.7,6.9
"12477",2019,41528,"POINT (-82.134982 37.54099105)",999,43.8,31.5,7.3,84.8,10.3
"12478",2019,43021,"POINT (-82.88327655 40.20018404)",10301,32.4,19.9,6.9,92.2,4.7
"12479",2019,41174,"POINT (-83.01145732 38.70485323)",1122,41.8,28.2,8.3,88.5,9.9
"12480",2019,42103,"POINT (-86.33252472 36.94903968)",18936,31.3,23,7.5,91.7,6.1
"12481",2019,42055,"POINT (-88.16779732 37.06847372)",2609,39.1,25.3,10.3,92.7,10.7
"12482",2019,41231,"POINT (-82.420312 37.81578402)",1002,40.3,29.6,7.6,88,9.3
"12483",2019,42631,"POINT (-84.48098745 36.74038983)",134,41.7,29.8,7.6,86.8,10.4
"12484",2019,41567,"POINT (-82.28331957 37.57501936)",369,43.6,29.6,6.6,87.3,8.2
"12485",2019,43219,"POINT (-82.9211445 40.00646718)",27123,45.8,19.8,5.9,86.5,7.6
"12486",2019,41149,"POINT (-83.02803 38.03525916)",733,42.9,30,8.7,87.1,13.4
"12487",2019,42001,"POINT (-88.7108698 37.03770372)",27960,36,24.7,8.3,91.5,8.1
"12488",2019,41267,"POINT (-82.43860448 37.87498698)",1245,39.9,30.5,6.9,86.1,8.4
"12489",2019,42456,"POINT (-87.42282325 37.51073994)",1690,38.6,26.8,7.8,89.6,8.5
"12490",2019,42452,"POINT (-87.5322629 37.68824548)",2141,37.9,26.3,7.1,90.8,7.1
"12491",2019,43078,"POINT (-83.7763525 40.11281913)",20885,39.1,22.2,7.9,88.1,7.4
"12492",2019,42038,"POINT (-88.02224201 37.04140619)",5298,40.1,24.4,8.1,90.8,8.4
"12493",2019,43202,"POINT (-83.00606725 40.02002744)",20251,29.4,22.4,3.5,79.6,3
"12494",2019,43054,"POINT (-82.80362759 40.08089998)",20566,30,20,5.8,90.4,3.6
"12495",2019,42088,"POINT (-88.74671197 36.61602199)",2656,38.5,27.5,8,89.7,8.7
"12496",2019,43164,"POINT (-83.118448 39.58553523)",2203,40,24.2,6.8,87.3,6.2
"12497",2019,43102,"POINT (-82.76299431 39.63958057)",4512,39.7,24.4,7.1,88.4,6.5
"12498",2019,42635,"POINT (-84.37231125 36.6836972)",5103,45.1,24.5,5.5,85,8.4
"12499",2019,42025,"POINT (-88.33595827 36.8584367)",19305,39.3,25.6,8.7,91.3,8.3
"12500",2019,42464,"POINT (-87.35989 37.17162518)",1799,36.5,27,7.6,89.6,8
"12501",2019,41045,"POINT (-85.02639496 38.72001381)",1273,41.5,28.1,6.7,87.3,8.3
"12502",2019,41135,"POINT (-83.28766935 38.35626197)",172,43.1,26.7,8.6,88.6,12.1
"12503",2019,41616,"POINT (-82.87667422 37.58109386)",794,38.5,29.9,7.5,88.1,8.8
"12504",2019,42301,"POINT (-87.24611831 37.74036773)",42440,38,25.5,7.8,89.6,8.3
"12505",2019,43140,"POINT (-83.42992982 39.88299247)",24066,40.3,21.2,6.5,86.6,6.1
"12506",2019,43081,"POINT (-82.89142143 40.11066883)",55991,31.9,21.3,6.8,88.8,4.8
"12507",2019,43106,"POINT (-83.42117889 39.64232823)",1685,40.7,24.9,6.4,86.2,5.9
"12508",2019,43006,"POINT (-82.1463855 40.44812642)",822,39.2,23.7,7.4,86.4,8.1
"12509",2019,43030,"POINT (-82.41581902 39.96145768)",114,33.1,21.6,8.1,87.6,7.2
"12510",2019,41615,"POINT (-82.68178427 37.54387572)",675,41.4,30.2,7.4,88.5,9.9
"12511",2019,43022,"POINT (-82.33966901 40.33831058)",4161,29.3,23.7,4.2,78.2,4
"12512",2019,43017,"POINT (-83.13012916 40.11682699)",37626,30,19.3,6.4,90.8,4.1
"12513",2019,42286,"POINT (-87.30521475 36.70085296)",1291,35.3,25.1,7.6,89.7,7.5
"12514",2019,43055,"POINT (-82.3846065 40.09507374)",59605,36.9,23.2,7.5,86.8,7.6
"12515",2019,42459,"POINT (-88.0153584 37.55855683)",4423,35.5,26.6,8.2,90,8.4
"12516",2019,42027,"POINT (-88.62761194 36.91641105)",2291,35.8,26.2,8.1,91.3,7.5
"12517",2019,41815,"POINT (-82.79742134 37.16154376)",802,42,28.6,7.1,87.5,8.9
"12518",2019,41712,"POINT (-83.12399575 37.37106975)",380,40,28.5,7.8,88.9,8.6
"12519",2019,42351,"POINT (-86.87958035 37.90602885)",3851,37.1,25.8,7.9,90.7,7.8
"12520",2019,41464,"POINT (-82.97328699 37.6676425)",722,43.6,29.4,7.3,86.6,10.6
"12521",2019,43229,"POINT (-82.97603357 40.08585699)",46347,40.2,21.3,6,86.2,6.1
"12522",2019,42265,"POINT (-86.99339022 36.73583537)",820,36.8,26.1,7.8,89.9,8.9
"12523",2019,41571,"POINT (-82.43557093 37.62753735)",639,42.4,28.8,7.5,87.8,9.2
"12524",2019,43029,"POINT (-83.4505865 40.08837832)",664,34.9,22.5,6.6,85.7,5.5
"12525",2019,42217,"POINT (-87.46145059 37.04836554)",4117,35,24.5,7.6,89.6,8
"12526",2019,43203,"POINT (-82.96902616 39.97308387)",8108,48.5,19.9,5.8,87,8.6
"12527",2019,43157,"POINT (-82.543476 39.84266102)",610,38,24.6,6.8,87.1,5.9
"12528",2019,42345,"POINT (-87.18464358 37.14410926)",11747,40.8,25.1,8.2,89.4,9.1
"12529",2019,41348,"POINT (-83.2993815 37.4357914)",1219,45.2,30.3,7,86.3,10.6
"12530",2019,43045,"POINT (-83.4486048 40.16989773)",1953,35.8,20.7,7.3,90.2,5.3
"12531",2019,41226,"POINT (-82.951964 37.98663063)",168,41.4,29,8.9,88,11.7
"12532",2019,43127,"POINT (-82.32421368 39.48047185)",283,37.8,24.6,6.6,85,6.9
"12533",2019,41630,"POINT (-82.861561 37.46313689)",1230,40.2,30.2,7.9,87.7,10.6
"12534",2019,41102,"POINT (-82.72503674 38.4210779)",21712,42.3,25.2,8.3,91,8.4
"12535",2019,41097,"POINT (-84.58149064 38.61984716)",7349,36.8,26.6,7.3,88.8,7.4
"12536",2019,43240,"POINT (-82.98172874 40.14541954)",3469,29.5,19.3,4.7,88.3,2.9
"12537",2019,42164,"POINT (-86.19603837 36.78196582)",16277,38.1,26.9,7.8,89.1,8.4
"12538",2019,41180,"POINT (-82.85386164 38.13516289)",1087,41.4,27.8,8.4,88.8,11.2
"12539",2019,42440,"POINT (-87.463075 37.24346835)",748,38.2,27.8,8.1,88.3,9.8
"12540",2019,43147,"POINT (-82.74214397 39.89924666)",38440,37.2,22.2,6.3,90.4,4.6
"12541",2019,43235,"POINT (-83.02879575 40.12468797)",38493,29.5,19.8,7,89.2,4.8
"12542",2019,43316,"POINT (-83.38080163 40.95417076)",6041,40.7,23.4,7.5,87.9,7
"12543",2019,41544,"POINT (-82.17409215 37.59390755)",931,41.8,29.1,7.7,88.5,8.8
"12544",2019,42215,"POINT (-87.66709358 36.99697679)",1300,38.3,24.7,7.5,90.2,8.1
"12545",2019,41828,"POINT (-82.777422 37.28438528)",808,39.5,30.3,7.6,87.5,10.4
"12546",2019,43101,"POINT (-82.74562503 39.4646256)",380,42.3,25.2,7.9,87.4,7.8
"12547",2019,41650,"POINT (-82.6819435 37.35841288)",534,40.7,31,7.1,86.4,9.5
"12548",2019,42653,"POINT (-84.45744416 36.7778189)",4619,42.2,29,7.2,86.5,10.1
"12549",2019,41754,"POINT (-83.3219344 37.30030619)",460,42.8,29.9,6.8,85.6,9.1
"12550",2019,43311,"POINT (-83.75737607 40.3657468)",19240,38.4,23.6,7.5,87.6,7.1
"12551",2019,43162,"POINT (-83.30450369 39.9434524)",6926,38,22.3,7.9,88.8,6.7
"12552",2019,43145,"POINT (-83.25746729 39.5653899)",1918,40.6,24,7.9,88.7,7.6
"12553",2019,42350,"POINT (-87.1513405 37.44890304)",1433,38,25.8,8.3,90.7,8.2
"12554",2019,41472,"POINT (-83.207404 37.89026013)",10985,38.2,27.2,6.9,87.1,8.8
"12555",2019,41566,"POINT (-82.204889 37.39203699)",714,43.1,29.7,7.1,87.7,8.6
"12556",2019,41099,"POINT (-84.46818891 39.03589316)",1169,22.5,28.2,0.8,76.9,0.7
"12557",2019,43230,"POINT (-82.86985228 40.03559852)",51161,32.6,20.6,6.7,89.6,4.7
"12558",2019,42788,"POINT (-86.0299665 37.53117109)",310,36.2,26,8.1,91.5,7.6
"12559",2019,42368,"POINT (-86.75502567 37.70263134)",1325,36.6,26.9,7.9,89.8,8.6
"12560",2019,43084,"POINT (-83.54084696 40.15740195)",841,38.5,22.3,7.3,88.2,6.4
"12561",2019,42369,"POINT (-87.00654285 37.35540989)",331,36.9,27.6,8.3,89.1,10.1
"12562",2019,41568,"POINT (-82.06542136 37.50224125)",1073,45.1,31.4,6.9,85.5,10.2
"12563",2019,41146,"POINT (-82.89823522 38.27659921)",412,42.1,27.9,7.8,88.1,9.2
"12564",2019,42047,"POINT (-88.39238978 37.29582298)",192,40.8,28,8.9,90.1,10.7
"12565",2019,42776,"POINT (-85.9141455 37.53345813)",2736,36.7,26.9,7.5,89.8,7.3
"12566",2019,42409,"POINT (-87.70181905 37.54341526)",2586,38.7,25.9,7,88.2,7.4
"12567",2019,41832,"POINT (-82.9453595 37.13508488)",424,44.1,29,7.7,87.5,10.9
"12568",2019,43082,"POINT (-82.923439 40.15900899)",29946,31.7,19.3,7.1,92.4,4.6
"12569",2019,42069,"POINT (-88.75654473 36.92218187)",1100,37.1,27.4,7.3,89.7,7.5
"12570",2019,41465,"POINT (-83.0855155 37.75895847)",11979,42.1,29,7.3,86.9,9.8
"12571",2019,42276,"POINT (-86.88075204 36.85711331)",14471,37.1,25.7,7.8,89.7,8.9
"12572",2019,42355,"POINT (-86.98449825 37.85789021)",1852,38.1,26.3,7.5,89.9,8
"12573",2019,43232,"POINT (-82.87019014 39.92222004)",42201,42.8,21.3,5.7,86.6,6.2
"12574",2019,42519,"POINT (-84.5206655 36.92016378)",3191,38.4,27.5,8.5,90,10
"12575",2019,42086,"POINT (-88.76899343 37.08909852)",4036,35.2,25.6,7.8,91.6,7
"12576",2019,43206,"POINT (-82.97372365 39.94221676)",21864,39.5,21,5.7,86.9,6.1
"12577",2019,41746,"POINT (-83.0999125 37.2144626)",835,47.2,32,7.7,85.2,13.1
"12578",2019,43317,"POINT (-82.68173237 40.47712661)",168,40,22.2,10.2,89.4,10
"12579",2019,42712,"POINT (-86.106363 37.51227048)",1855,39.3,26.7,7.9,89.7,8.6
"12580",2019,43220,"POINT (-83.07127895 40.04790167)",24989,28.4,19.1,7.4,89.5,4.9
"12581",2019,41216,"POINT (-82.81381856 37.72902354)",1297,41.1,30,7.8,88.5,9.9
"12582",2019,41659,"POINT (-82.6270992 37.57411826)",520,40.9,30,7.9,88.9,10.1
"12583",2019,41826,"POINT (-82.9258175 37.16991344)",978,44.3,28.4,8.6,88.9,11.9
"12584",2019,42087,"POINT (-89.00625899 36.97406673)",2419,42.1,27.9,8.2,89.5,9.7
"12585",2019,42541,"POINT (-84.79767556 37.37150329)",531,38,27.9,8.4,89.3,10.6
"12586",2019,42765,"POINT (-85.993292 37.33142532)",5840,40.7,28.1,7.7,87.9,9.5
"12587",2019,41821,"POINT (-83.01163152 37.07451338)",537,44.2,29.3,8.2,88.1,11.1
"12588",2019,41848,"POINT (-82.94845178 37.09529484)",80,44.5,31.7,5.9,85.7,8
"12589",2019,42462,"POINT (-87.80071946 37.74088556)",1319,38.8,27.9,7,89,8.2
"12590",2019,42347,"POINT (-86.89322855 37.52161024)",6152,34.5,26.2,8.1,89.7,8.5
"12591",2019,41631,"POINT (-82.65522044 37.47299342)",1106,41.7,31.6,7.1,86.4,10
"12592",2019,41257,"POINT (-82.79668784 37.93074415)",390,40.6,31.4,6.5,86.6,7.6
"12593",2019,41169,"POINT (-82.73740725 38.53569963)",5354,39.2,26.3,8.7,91.5,8.1
"12594",2019,41605,"POINT (-82.62665206 37.55545456)",637,40.3,30,8,88.1,10.3
"12595",2019,42021,"POINT (-89.02669231 36.80485379)",1505,40.1,27.8,8.4,89.1,10.4
"12596",2019,41171,"POINT (-83.16041582 38.07906788)",5042,41.2,27.2,6.9,86.4,9.6
"12597",2019,41603,"POINT (-82.69432243 37.58417676)",1498,41.1,30.6,7.4,87.6,9.7
"12598",2019,42166,"POINT (-85.70939242 36.87844473)",2314,40.5,27.9,8,89,9.7
"12599",2019,42518,"POINT (-84.63300127 36.93454694)",2914,38.8,27.5,8.2,89.8,9.8
"12600",2019,41558,"POINT (-82.20921678 37.5385831)",809,41.4,29.3,7.5,88.1,8.2
"12601",2019,42330,"POINT (-87.06080575 37.32128223)",9386,41.7,24.8,7.4,88.4,8.6
"12602",2019,43019,"POINT (-82.57640587 40.49344111)",8700,38.4,22.9,7.6,88,7.2
"12603",2019,42722,"POINT (-85.71689669 37.27541718)",714,39.1,26.9,7.5,89.2,8.5
"12604",2019,42724,"POINT (-86.06462143 37.67304458)",4714,37.5,27.5,7.3,89.8,7.4
"12605",2019,41332,"POINT (-83.43200725 37.82830242)",1184,42.9,30.2,8.2,87.9,11.7
"12606",2019,43004,"POINT (-82.80011059 40.01584334)",22727,34.8,21.5,5.3,87.8,3.8
"12607",2019,42207,"POINT (-86.2786212 37.30339466)",1207,40.2,27.5,8.3,89.2,10.1
"12608",2019,42054,"POINT (-88.43391285 36.71525561)",984,37.1,26.5,7.5,90.8,6.6
"12609",2019,41804,"POINT (-82.99668656 37.15253671)",720,43.8,29.4,7.4,86.8,10.2
"12610",2019,41056,"POINT (-83.77865642 38.60004339)",14228,41.3,25.4,7.9,90,8.6
"12611",2019,42048,"POINT (-88.2357175 36.76174019)",2147,39.4,26.5,8,90.1,7.8
"12612",2019,41763,"POINT (-83.1181655 37.06138993)",574,45.6,30.7,7.3,86.2,11.4
"12613",2019,41777,"POINT (-83.2407215 37.05200517)",947,41.1,29.4,7.5,87.7,9.7
"12614",2019,41263,"POINT (-82.77582575 37.8439046)",525,40.2,29.3,7.6,88.5,9.2
"12615",2019,42445,"POINT (-87.85472196 37.1302162)",11331,38.3,25.6,8.4,90.3,8.9
"12616",2019,42743,"POINT (-85.53082253 37.22892531)",8869,38.5,27.1,8.5,89.6,9.9
"12617",2019,43123,"POINT (-83.06924925 39.87136164)",58424,33.8,22.6,7.1,88.2,5.6
"12618",2019,41360,"POINT (-83.62760117 37.78905569)",500,45.4,30.4,7.3,87.7,10
"12619",2019,42066,"POINT (-88.64055741 36.73461604)",23182,39.4,26.8,8.2,89.5,9.6
"12620",2019,43032,"POINT (-82.95882314 40.32862412)",77,33.1,20.8,7.3,89.8,6.1
"12621",2019,42533,"POINT (-84.592897 37.06976996)",802,38.7,29.3,7.3,86.5,9.2
"12622",2019,43153,"POINT (-83.57008496 39.73974322)",971,39.3,23.2,7.1,87.7,6.7
"12623",2019,42029,"POINT (-88.39187446 37.01587371)",6321,39.9,25.9,9.1,91.2,9
"12624",2019,41179,"POINT (-83.38762087 38.52670387)",7852,42.1,28.1,7.8,87.6,10.6
"12625",2019,42083,"POINT (-88.248169 37.16231129)",446,38.1,27.2,8,90.6,8.3
"12626",2019,43067,"POINT (-83.5043915 40.3201111)",1591,38.1,21.8,6.9,88.8,5.8
"12627",2019,42367,"POINT (-87.159949 37.23937398)",667,41.9,26,8.4,90.3,9.5
"12628",2019,42371,"POINT (-87.31681925 37.50650893)",476,38.1,25.7,8.5,90.4,9.1
"12629",2019,41230,"POINT (-82.55723575 38.01520698)",11730,40.6,28.1,7.7,88,9.5
"12630",2019,41059,"POINT (-84.34817934 39.00752026)",2712,36.4,24.7,8.2,91.9,7.2
"12631",2019,41719,"POINT (-83.28779125 37.29997207)",1043,41.6,29.1,7.1,87.8,8.5
"12632",2019,42344,"POINT (-87.32012265 37.2568552)",856,41.1,26.5,7.5,88.7,8.3
"12633",2019,42280,"POINT (-87.09913183 36.95376901)",484,36.6,28.2,7.1,88.1,7.4
"12634",2019,42356,"POINT (-87.32410874 37.69325478)",83,26.9,18,22.8,98.8,16.6
"12635",2019,43222,"POINT (-83.03515479 39.96120416)",4617,40.1,24.4,6.1,83.9,7.6
"12636",2019,41301,"POINT (-83.46730781 37.72463034)",6159,44.9,30.8,8.1,87.8,11.5
"12637",2019,41564,"POINT (-82.36478572 37.60760535)",1159,43.5,28.8,7.8,88.7,9.4
"12638",2019,41421,"POINT (-83.19783844 37.98975142)",233,39.1,30.3,7.2,86.8,9.5
"12639",2019,41503,"POINT (-82.2869575 37.66221825)",570,38.1,25.6,9.1,90.3,8.9
"12640",2019,41540,"POINT (-82.33488073 37.39094136)",302,42.9,29.5,7,87.6,8.7
"12641",2019,41647,"POINT (-82.6957085 37.4233283)",1815,40.9,31,7.4,87.4,10
"12642",2019,41666,"POINT (-82.80730282 37.43930502)",908,41.1,30.4,7.8,87.9,10.7
"12643",2019,42349,"POINT (-86.67893893 37.42765929)",1503,36,27.5,7.5,88.7,8.4
"12644",2019,43142,"POINT (-83.58725852 39.59371493)",111,41.8,23.6,8.9,89.2,9.8
"12645",2019,41129,"POINT (-82.63984991 38.32030592)",9922,42.9,26.9,8.2,90.3,8.8
"12646",2019,42741,"POINT (-85.24055395 36.99531361)",480,41,28.2,8.2,89.8,9.8
"12647",2019,41168,"POINT (-82.76223456 38.30733973)",3043,42.1,27.2,7.7,90.1,8
"12648",2019,42638,"POINT (-84.47016171 36.67477411)",207,42.5,29.5,7.2,86.5,9.7
"12649",2019,41183,"POINT (-82.73697081 38.55259674)",1618,41.3,27.7,8.6,90.8,9.1
"12650",2019,41833,"POINT (-82.98376516 37.0346812)",321,44.6,29.2,6.5,86.6,9.3
"12651",2019,42254,"POINT (-87.59658775 36.65130827)",209,37.4,24.4,7.1,89.4,8.4
"12652",2019,43113,"POINT (-82.96319114 39.59092722)",23717,40.6,23.9,8.2,87.7,8.2
"12653",2019,42325,"POINT (-87.27034444 37.32733846)",2028,40,26,7.4,89.2,7.6
"12654",2019,42022,"POINT (-88.9464405 37.14222027)",104,40.1,26.6,8.7,91.7,9.1
"12655",2019,42060,"POINT (-88.82297075 36.9621515)",130,39.7,28.6,8.6,88,10.2
"12656",2019,42642,"POINT (-85.03748171 37.05509965)",12573,38.4,27.7,8,88.9,9.4
"12657",2019,43321,"POINT (-82.82978306 40.45734364)",267,41.6,23.7,7.4,86.8,7.3
"12658",2019,41843,"POINT (-82.86485814 37.27235156)",949,39.4,29.6,7.7,88.1,10.8
"12659",2019,42726,"POINT (-86.14911068 37.42492986)",4667,40.3,26.6,8.2,89.7,9.2
