"zcta","year","population","aland10","count_sales_445110","popden_sales_445110","aden_sales_445110"
38677,2017,4618,0.7424729,0,0,0
38680,2017,6208,21.77513,0,0,0
38683,2017,5426,138.1813,1,0.1842978,0.0072369
38685,2017,1684,89.37855,1,0.5938243,0.0111884
38701,2017,22302,82.72185,18,0.8071025,0.2175967
38702,2017,0,2.430129,0,NA,0
38703,2017,13449,164.9786,5,0.3717749,0.030307
38704,2017,0,1.10102,0,NA,0
38720,2017,525,49.29749,0,0,0
38721,2017,1037,118.7701,0,0,0
38722,2017,561,32.02368,0,0,0
38723,2017,18,0.5133043,0,0,0
38725,2017,926,131.1827,0,0,0
38726,2017,542,57.65356,0,0,0
38730,2017,2440,49.38019,0,0,0
38731,2017,194,5.805813,1,5.154639,0.1722412
38732,2017,17900,79.50044,8,0.4469274,0.1006284
38736,2017,464,61.86589,0,0,0
38737,2017,2896,129.9319,1,0.3453039,0.0076963
38738,2017,3485,15.95988,0,0,0
38740,2017,368,67.31122,0,0,0
38744,2017,891,60.45169,0,0,0
38745,2017,88,19.11822,0,0,0
38746,2017,405,64.11439,0,0,0
38748,2017,3739,271.7539,2,0.5349024,0.0073596
38749,2017,28,0.2947705,0,0,0
38751,2017,10884,152.7353,8,0.7350239,0.0523782
38753,2017,1284,80.84309,1,0.7788162,0.0123696
38754,2017,1402,88.32279,1,0.7132668,0.0113221
38756,2017,6172,173.2397,7,1.134154,0.0404065
38759,2017,971,61.37587,1,1.029866,0.016293
38760,2017,971,5.756375,1,1.029866,0.1737204
38761,2017,2576,50.94891,0,0,0
38762,2017,2392,67.72121,0,0,0
38764,2017,205,6.277839,1,4.878049,0.1592905
38765,2017,77,17.03773,0,0,0
38767,2017,79,2.189948,0,0,0
38768,2017,66,9.47628,0,0,0
38769,2017,1887,92.95433,2,1.059883,0.0215159
38771,2017,3309,56.82261,2,0.6044122,0.0351973
38772,2017,113,14.56742,0,0,0
38773,2017,2771,147.8731,2,0.7217611,0.0135251
38774,2017,2443,74.51434,2,0.8186656,0.0268405
38778,2017,1563,69.52548,2,1.27959,0.0287664
38781,2017,290,0.991115,0,0,0
38801,2017,29524,75.60155,14,0.4741905,0.1851814
38804,2017,17677,80.91597,11,0.6222776,0.1359435
38821,2017,12928,142.6494,6,0.4641089,0.0420612
38824,2017,7587,136.6842,4,0.5272176,0.0292645
38826,2017,4758,31.17706,2,0.4203447,0.0641497
38827,2017,3421,35.06307,2,0.5846244,0.0570401
38828,2017,4515,84.79803,1,0.2214839,0.0117927
38829,2017,18969,268.0762,11,0.5798935,0.0410331
38833,2017,2528,52.4693,1,0.3955696,0.0190588
38834,2017,27946,218.4952,14,0.5009661,0.0640746
38838,2017,1201,47.16083,1,0.8326395,0.021204
38841,2017,2978,31.35754,0,0,0
38843,2017,12259,197.3182,4,0.3262909,0.0202718
38844,2017,201,12.70841,0,0,0
38846,2017,2558,37.77987,1,0.3909304,0.0264691
38847,2017,2740,90.00075,3,1.09489,0.0333331
38848,2017,574,75.04556,0,0,0
38849,2017,6413,70.77155,2,0.3118665,0.0282599
38850,2017,2991,123.0282,2,0.6686727,0.0162564
38851,2017,7810,220.7872,5,0.6402048,0.0226462
38852,2017,9342,200.1538,4,0.4281738,0.0199846
38855,2017,4354,59.78249,4,0.9186954,0.0669092
38856,2017,1876,61.22703,1,0.533049,0.0163327
38857,2017,3849,18.95021,2,0.5196155,0.1055397
38858,2017,6860,126.7324,4,0.5830904,0.0315626
38859,2017,816,42.74644,0,0,0
38860,2017,6512,130.723,1,0.1535627,0.0076498
38862,2017,1793,29.59677,2,1.115449,0.0675749
38863,2017,20734,282.4926,9,0.4340696,0.0318592
38864,2017,2055,89.06216,0,0,0
38865,2017,5291,112.6852,0,0,0
38866,2017,12143,75.04724,2,0.164704,0.0266499
38868,2017,5601,74.32133,2,0.3570791,0.0269102
38869,2017,471,1.349125,2,4.246284,1.482443
38870,2017,2846,64.72482,2,0.7027407,0.0309
38871,2017,1909,54.01919,0,0,0
38873,2017,2826,84.26259,1,0.353857,0.0118677
38876,2017,1540,78.00719,1,0.6493506,0.0128193
38878,2017,2645,81.13007,2,0.7561436,0.0246518
38879,2017,638,1.18268,0,0,0
38901,2017,18324,239.4967,11,0.6003056,0.0459296
38913,2017,340,31.1862,0,0,0
38914,2017,778,47.18341,0,0,0
38915,2017,3571,109.6906,2,0.5600672,0.0182331
38916,2017,5278,180.4783,3,0.5683971,0.0166225
38917,2017,2700,166.6978,1,0.3703704,0.0059989
38920,2017,523,56.48221,0,0,0
38921,2017,3942,140.871,2,0.5073566,0.0141974
38922,2017,3394,215.8806,3,0.8839128,0.0138966
38923,2017,1402,79.3665,0,0,0
38924,2017,753,103.7582,0,0,0
38925,2017,2812,149.4308,0,0,0
38927,2017,1373,61.55339,1,0.7283322,0.0162461
38928,2017,246,45.7652,0,0,0
38929,2017,1556,77.36143,2,1.285347,0.0258527
38930,2017,23734,201.139,21,0.8848066,0.1044054
38940,2017,1524,148.8691,1,0.656168,0.0067173
38941,2017,4542,94.92287,2,0.4403347,0.0210697
38943,2017,32,26.74446,0,0,0
38944,2017,511,95.3859,1,1.956947,0.0104837
38945,2017,39,17.60072,0,0,0
38946,2017,287,30.53633,0,0,0
38947,2017,335,2.342852,0,0,0
38948,2017,2531,121.7475,3,1.185302,0.0246412
38949,2017,236,16.4942,0,0,0
38950,2017,593,37.47477,2,3.372681,0.0533692
38951,2017,1474,59.02461,0,0,0
38952,2017,383,110.3678,0,0,0
38953,2017,398,44.13152,1,2.512563,0.0226595
38954,2017,1404,67.94009,1,0.7122507,0.0147188
38957,2017,697,21.28148,1,1.43472,0.0469892
38958,2017,0,11.68788,0,NA,0
38961,2017,497,56.04734,0,0,0
38962,2017,119,15.46322,0,0,0
38963,2017,5156,104.3908,0,0,0
38964,2017,176,29.8856,0,0,0
38965,2017,8739,245.6073,3,0.3432887,0.0122146
38966,2017,784,42.92392,1,1.27551,0.023297
38967,2017,7328,186.4469,4,0.5458515,0.0214538
39038,2017,6214,212.8156,6,0.9655617,0.0281934
39039,2017,1832,142.7083,1,0.5458515,0.0070073
39040,2017,3320,174.6818,1,0.3012048,0.0057247
39041,2017,3517,129.0253,0,0,0
39042,2017,37582,223.075,12,0.3193018,0.0537936
39044,2017,4592,140.3569,3,0.6533101,0.0213741
39045,2017,1386,115.3319,0,0,0
39046,2017,27592,308.7751,7,0.2536967,0.0226702
39047,2017,38367,100.4396,8,0.2085125,0.0796499
39051,2017,17142,420.4921,6,0.3500175,0.014269
39054,2017,337,4.042706,1,2.967359,0.2473591
39056,2017,26194,53.74791,17,0.6490036,0.3162914
39057,2017,1913,64.64182,1,0.5227391,0.0154699
39059,2017,12063,159.2491,3,0.2486944,0.0188384
39061,2017,0,2.897652,0,NA,0
39062,2017,554,1.478988,0,0,0
39063,2017,3665,97.02518,1,0.2728513,0.0103066
39066,2017,4286,145.4989,2,0.4666356,0.0137458
39067,2017,1425,104.8141,0,0,0
39069,2017,5399,176.3048,1,0.1852195,0.005672
39071,2017,5864,118.2658,4,0.6821283,0.0338221
39073,2017,19642,159.6257,7,0.3563792,0.0438526
39074,2017,15403,272.0015,8,0.5193793,0.0294116
39078,2017,928,34.51136,1,1.077586,0.028976
39079,2017,1980,66.59731,1,0.5050505,0.0150156
39082,2017,1354,60.23222,0,0,0
39083,2017,9709,329.6837,3,0.3089917,0.0090996
39086,2017,1543,157.5891,1,0.6480881,0.0063456
39088,2017,58,49.01055,0,0,0
39090,2017,13099,265.2932,10,0.7634171,0.0376941
39092,2017,2557,107.258,2,0.7821666,0.0186466
39094,2017,3515,163.8515,2,0.5689901,0.0122062
39095,2017,7820,335.6921,3,0.3836317,0.0089368
39096,2017,1957,197.2017,0,0,0
39097,2017,554,55.88178,0,0,0
39108,2017,2052,196.8206,0,0,0
39110,2017,41778,74.62653,8,0.1914883,0.1072005
39111,2017,9512,139.6346,6,0.6307822,0.0429693
39113,2017,694,11.15912,1,1.440922,0.0896128
39114,2017,9651,190.1866,1,0.1036162,0.005258
39115,2017,31,7.315025,0,0,0
39116,2017,1812,85.59466,0,0,0
39117,2017,10961,264.2026,4,0.3649302,0.0151399
39119,2017,5465,139.2262,2,0.3659652,0.0143651
39120,2017,31860,475.7952,17,0.5335845,0.0357297
39140,2017,2413,97.91447,3,1.243266,0.030639
39144,2017,722,114.959,1,1.385041,0.0086988
39145,2017,4915,131.2731,3,0.6103764,0.0228531
39146,2017,1948,135.7874,3,1.540041,0.0220934
39149,2017,1543,81.75014,1,0.6480881,0.0122324
39150,2017,5635,227.1808,3,0.5323869,0.0132053
39152,2017,1191,59.69577,1,0.8396305,0.0167516
39153,2017,3953,155.2557,2,0.5059448,0.012882
39154,2017,9806,112.3719,0,0,0
39156,2017,384,59.1783,0,0,0
39157,2017,24473,30.63261,11,0.4494749,0.3590944
39159,2017,3336,292.2626,1,0.2997602,0.0034216
39160,2017,2377,143.5934,2,0.8413967,0.0139282
39162,2017,56,50.79986,0,0,0
39166,2017,372,62.01584,0,0,0
39167,2017,0,0.1973673,0,NA,0
39168,2017,7903,154.2083,3,0.3796027,0.0194542
39169,2017,2490,152.8316,2,0.8032129,0.0130863
39170,2017,10807,99.45762,5,0.4626631,0.0502727
39174,2017,676,0.9245123,0,0,0
39175,2017,4257,242.9333,2,0.4698144,0.0082327
39176,2017,2457,127.7069,2,0.8140008,0.0156609
39177,2017,130,55.87313,0,0,0
39179,2017,1293,81.36974,0,0,0
39180,2017,32840,206.075,16,0.4872107,0.0776417
39183,2017,14286,254.5487,6,0.4199916,0.0235711
39189,2017,3550,78.87537,2,0.5633803,0.0253565
39191,2017,8272,220.2891,2,0.2417795,0.009079
39192,2017,1315,149.1981,1,0.7604563,0.0067025
39193,2017,905,1.385055,0,0,0
39194,2017,21085,452.6916,12,0.569125,0.0265081
39201,2017,548,2.183164,5,9.124087,2.290254
39202,2017,8197,3.694462,2,0.2439917,0.5413508
39203,2017,6250,2.269674,6,0.96,2.643552
39204,2017,19072,13.54376,14,0.7340604,1.033686
39206,2017,24432,8.986106,11,0.4502292,1.224112
39208,2017,32185,50.26746,13,0.4039149,0.2586166
39209,2017,27746,60.83426,16,0.5766597,0.2630097
39211,2017,24879,12.30482,10,0.4019454,0.8126894
39212,2017,34449,25.72521,12,0.348341,0.4664686
39213,2017,21318,28.72363,17,0.7974482,0.5918471
39216,2017,3850,3.381906,7,1.818182,2.069839
39217,2017,1243,0.0154476,0,0,0
39218,2017,7107,17.80076,2,0.2814127,0.1123547
39232,2017,7402,17.34874,6,0.8105918,0.3458464
39269,2017,0,0.0045583,0,NA,0
39272,2017,12784,22.02441,2,0.1564456,0.0908083
39301,2017,25448,278.9753,15,0.5894372,0.0537682
39305,2017,20359,108.9937,8,0.3929466,0.0733988
39307,2017,17629,95.4332,6,0.3403483,0.0628712
39309,2017,423,0.5930746,0,0,0
39320,2017,1723,43.06172,0,0,0
39322,2017,1922,73.66632,1,0.5202914,0.0135747
39323,2017,1446,52.96159,0,0,0
39325,2017,7064,109.7784,1,0.1415628,0.0091093
39326,2017,720,38.60271,2,2.777778,0.0518098
39327,2017,4376,103.8411,3,0.6855576,0.0288903
39328,2017,5104,300.398,5,0.9796239,0.0166446
39330,2017,2686,132.2287,0,0,0
39332,2017,1491,71.44714,0,0,0
39335,2017,3236,116.2781,2,0.6180469,0.0172001
39336,2017,1199,77.57705,0,0,0
39337,2017,2297,64.41502,1,0.4353505,0.0155243
39338,2017,4122,224.4837,1,0.2426007,0.0044547
39339,2017,14672,381.1313,9,0.6134133,0.0236139
39341,2017,7061,376.2546,4,0.566492,0.0106311
39342,2017,1330,2.471428,3,2.255639,1.213873
39345,2017,6196,123.3672,3,0.4841833,0.0243176
39346,2017,2158,78.58915,2,0.926784,0.0254488
39347,2017,1518,72.29681,0,0,0
39348,2017,764,39.65832,1,1.308901,0.0252154
39350,2017,25662,412.45,10,0.3896812,0.0242454
39352,2017,333,100.4069,0,0,0
39354,2017,2222,127.4712,1,0.450045,0.0078449
39355,2017,7035,262.7558,3,0.4264392,0.0114174
39356,2017,614,52.34824,0,0,0
39358,2017,1783,165.9085,0,0,0
39359,2017,383,1.490561,2,5.221932,1.341776
39360,2017,3160,233.0053,0,0,0
39361,2017,1379,145.8333,0,0,0
39362,2017,3127,201.3225,2,0.6395907,0.0099343
39363,2017,1433,23.58631,3,2.09351,0.1271924
39364,2017,2878,74.00739,1,0.3474635,0.0135122
39365,2017,6640,187.8266,1,0.1506024,0.0053241
39366,2017,1342,76.99738,0,0,0
39367,2017,15135,470.9182,8,0.5285761,0.0169881
39401,2017,42344,191.7605,20,0.4723219,0.1042968
39402,2017,40923,87.89565,21,0.5131589,0.2389197
39406,2017,1943,0.2738889,0,0,0
39421,2017,2734,65.19571,2,0.7315289,0.0306769
39422,2017,5087,137.3529,2,0.3931591,0.014561
39423,2017,2734,96.58741,0,0,0
39425,2017,1917,192.6651,0,0,0
39426,2017,17683,175.9214,3,0.1696545,0.0170531
39427,2017,1557,58.44793,0,0,0
39428,2017,9567,181.2019,4,0.4181039,0.0220748
39429,2017,16840,305.4337,8,0.4750594,0.0261923
39437,2017,13566,167.7563,2,0.1474274,0.0119221
39439,2017,4204,138.3677,1,0.2378687,0.0072271
39440,2017,20845,19.75595,13,0.6236507,0.6580294
39443,2017,21568,263.3718,6,0.2781899,0.0227815
39451,2017,6655,270.5064,2,0.3005259,0.0073935
39452,2017,27054,564.3465,13,0.4805205,0.0230355
39455,2017,10110,354.9569,1,0.098912,0.0028172
39456,2017,1058,105.1506,0,0,0
39459,2017,3585,64.37493,1,0.27894,0.015534
39461,2017,650,45.16485,0,0,0
39462,2017,1111,54.04098,1,0.90009,0.0185045
39464,2017,2508,92.72954,0,0,0
39465,2017,21573,132.1095,8,0.3708339,0.0605558
39466,2017,26741,142.1525,10,0.3739576,0.070347
39470,2017,11747,437.8773,4,0.3405125,0.009135
39474,2017,5115,158.7909,1,0.1955034,0.0062976
39475,2017,12862,167.926,4,0.3109936,0.02382
39476,2017,8046,403.5171,2,0.2485707,0.0049564
39477,2017,672,5.51103,0,0,0
39478,2017,1823,73.85634,0,0,0
39479,2017,5403,126.7031,2,0.3701647,0.0157849
39480,2017,2911,53.77928,1,0.3435245,0.0185945
39481,2017,1496,39.16418,1,0.6684492,0.0255335
39482,2017,10732,197.0175,3,0.2795378,0.0152271
39483,2017,6129,154.9576,8,1.30527,0.051627
39501,2017,22482,13.68369,8,0.3558402,0.5846375
39503,2017,53949,120.6883,10,0.1853602,0.082858
39507,2017,16251,8.07166,6,0.369208,0.7433415
39520,2017,17439,92.77409,3,0.1720282,0.0323366
39525,2017,8200,10.6784,2,0.2439024,0.187294
39530,2017,8164,9.925438,8,0.9799117,0.8060098
39531,2017,17438,6.763893,7,0.4014222,1.034907
39532,2017,36804,78.9211,9,0.2445386,0.1140379
39534,2017,2655,1.613821,2,0.7532957,1.239295
39540,2017,9698,4.611753,3,0.3093421,0.6505119
39553,2017,16869,26.43898,2,0.1185607,0.0756459
39556,2017,7746,105.196,0,0,0
39560,2017,17731,21.84589,3,0.1691952,0.1373256
39561,2017,2505,28.12743,0,0,0
39562,2017,18007,187.9564,8,0.4442717,0.0425631
39563,2017,13515,20.36195,6,0.4439512,0.2946673
39564,2017,39753,53.09286,4,0.1006213,0.0753397
39565,2017,19090,278.9299,2,0.1047669,0.0071703
39567,2017,10949,13.29807,6,0.5479953,0.4511934
39571,2017,13408,85.02261,3,0.223747,0.0352847
39572,2017,1475,10.77427,1,0.6779661,0.0928137
39573,2017,7765,397.0919,3,0.386349,0.0075549
39574,2017,12214,227.827,3,0.2456198,0.0131679
39576,2017,5846,6.493107,2,0.3421143,0.3080189
39577,2017,10649,255.5903,5,0.4695276,0.0195626
39581,2017,11054,19.65497,4,0.36186,0.2035109
39601,2017,22914,263.8554,12,0.5236973,0.0454795
39629,2017,7045,155.6179,0,0,0
39630,2017,721,3.038071,2,2.773925,0.6583126
39631,2017,3288,151.9199,2,0.6082725,0.0131648
39633,2017,1405,126.9929,2,1.423488,0.0157489
39635,2017,223,1.214513,1,4.484305,0.8233751
39638,2017,3173,175.9775,1,0.3151591,0.0056825
39641,2017,3542,140.3627,6,1.693958,0.0427464
39643,2017,1251,32.11573,0,0,0
39645,2017,5300,320.9811,1,0.1886792,0.0031154
39647,2017,1344,77.99964,2,1.488095,0.0256411
39648,2017,20840,103.7522,14,0.6717851,0.1349369
39652,2017,8031,176.7728,6,0.747105,0.0339419
39653,2017,2634,219.6223,0,0,0
39654,2017,5082,153.9053,2,0.3935458,0.012995
39656,2017,840,45.24407,1,1.190476,0.0221023
39657,2017,1508,91.55253,0,0,0
39661,2017,2905,262.1247,0,0,0
39662,2017,1107,45.88678,1,0.9033424,0.0217928
39663,2017,3313,123.8726,0,0,0
39664,2017,2270,116.521,2,0.8810573,0.0171643
39665,2017,1450,59.14466,1,0.6896552,0.0169077
39666,2017,10509,155.6917,4,0.3806261,0.0256918
39667,2017,12956,315.881,4,0.3087373,0.012663
39668,2017,579,115.633,1,1.727116,0.008648
39669,2017,5035,426.8667,5,0.9930487,0.0117133
39701,2017,13066,187.2993,10,0.7653452,0.0533905
39702,2017,23003,100.9025,8,0.3477807,0.0792845
39705,2017,13920,66.67915,9,0.6465517,0.1349747
39730,2017,10972,251.7581,8,0.7291287,0.0317765
39735,2017,3483,154.214,1,0.2871088,0.0064845
39736,2017,236,2.70846,0,0,0
39737,2017,256,15.42644,0,0,0
39739,2017,2362,179.3146,3,1.27011,0.0167304
39740,2017,5254,83.14701,1,0.1903312,0.0120269
39741,2017,1662,66.8746,0,0,0
39743,2017,1523,69.21532,1,0.6565988,0.0144477
39744,2017,5496,252.4011,5,0.9097525,0.0198097
39745,2017,995,52.42088,1,1.005025,0.0190764
39746,2017,3394,90.59752,2,0.5892752,0.0220757
39747,2017,1618,151.1456,1,0.6180469,0.0066161
39750,2017,2554,82.12947,0,0,0
39751,2017,1540,79.2728,1,0.6493506,0.0126147
39752,2017,3003,69.03883,2,0.6660007,0.0289692
39755,2017,691,68.52532,1,1.447178,0.0145931
39756,2017,1940,76.20293,1,0.5154639,0.0131229
39759,2017,44057,324.5085,8,0.1815829,0.0246527
39760,2017,10,0.0322588,0,0,0
39762,2017,2980,0.5713787,0,0,0
39766,2017,3060,32.67085,4,1.30719,0.1224333
39767,2017,662,94.78625,1,1.510574,0.0105501
39769,2017,1486,141.9684,1,0.6729475,0.0070438
39771,2017,92,0.5732586,1,10.86957,1.744413
39772,2017,1641,71.94341,2,1.218769,0.0277996
39773,2017,15997,230.9222,7,0.437582,0.0303132
39776,2017,1435,74.52871,0,0,0
39813,2017,2243,123.2564,1,0.4458315,0.0081132
39815,2017,2049,51.337,0,0,0
39817,2017,10516,146.9916,6,0.5705592,0.0408187
39819,2017,10564,155.3315,8,0.7572889,0.0515027
39823,2017,7935,349.3808,7,0.8821676,0.0200354
39824,2017,529,56.2909,0,0,0
39825,2017,1095,93.55096,0,0,0
39826,2017,347,21.04403,0,0,0
39827,2017,4435,59.17201,0,0,0
39828,2017,14767,138.4058,10,0.6771856,0.0722513
39834,2017,2446,121.0407,1,0.4088307,0.0082617
39836,2017,230,77.27378,0,0,0
39837,2017,6138,283.1475,5,0.8145976,0.0176586
39840,2017,5435,211.1203,2,0.3679853,0.0094733
39841,2017,656,67.55672,0,0,0
39842,2017,8183,283.4667,7,0.855432,0.0246943
39845,2017,7877,195.536,4,0.5078076,0.0204566
39846,2017,1777,86.40025,3,1.688239,0.0347221
39851,2017,1927,121.8144,3,1.556824,0.0246276
39854,2017,2194,130.2949,5,2.278943,0.0383745
39859,2017,998,58.66739,2,2.004008,0.0340905
39861,2017,1102,53.32183,0,0,0
39862,2017,1404,147.743,2,1.424501,0.013537
39866,2017,2337,55.9543,0,0,0
39867,2017,609,86.28441,0,0,0
39870,2017,2130,185.1657,2,0.9389672,0.0108011
39877,2017,304,41.03488,0,0,0
39885,2017,83,0.2971647,1,12.04819,3.365138
39886,2017,1704,122.2833,0,0,0
39897,2017,3712,141.8472,0,0,0
40003,2017,2058,42.24394,1,0.4859087,0.023672
40004,2017,30006,144.4208,14,0.4665734,0.0969389
40006,2017,4638,91.27162,3,0.6468306,0.0328689
40007,2017,197,11.24792,0,0,0
40008,2017,3394,78.86792,2,0.5892752,0.0253589
40009,2017,907,63.53525,1,1.102536,0.0157393
40010,2017,809,1.832378,0,0,0
40011,2017,2497,58.58606,0,0,0
40012,2017,474,10.01649,0,0,0
40013,2017,5073,79.43124,4,0.7884881,0.050358
40014,2017,21114,55.09319,5,0.2368097,0.0907553
40019,2017,3633,37.515,0,0,0
40020,2017,172,0.4747006,1,5.813953,2.106591
40022,2017,1008,16.09306,0,0,0
40023,2017,4858,22.59193,2,0.4116921,0.0885272
40025,2017,44,0.1648077,0,0,0
40026,2017,6155,31.05987,1,0.1624695,0.0321959
40031,2017,24922,66.51338,4,0.1605007,0.0601383
40033,2017,12779,143.4007,8,0.626027,0.0557877
40036,2017,209,18.03717,0,0,0
40037,2017,2701,49.09768,2,0.7404665,0.0407351
40040,2017,341,20.49383,1,2.932551,0.0487952
40041,2017,364,0.1035453,0,0,0
40045,2017,3384,57.00292,0,0,0
40046,2017,1593,48.25913,1,0.6277464,0.0207215
40047,2017,20284,29.68172,10,0.4929994,0.3369077
40048,2017,138,0.1347775,0,0,0
40049,2017,111,0.1714803,0,0,0
40050,2017,1666,9.714396,0,0,0
40051,2017,4425,94.7637,3,0.6779661,0.0316577
40052,2017,512,21.09954,1,1.953125,0.0473944
40055,2017,2223,20.55345,1,0.4498426,0.0486536
40056,2017,3429,2.846299,1,0.2916302,0.3513335
40057,2017,3292,97.67613,2,0.6075335,0.0204758
40058,2017,85,0.0237542,0,0,0
40059,2017,18805,25.94294,5,0.2658868,0.1927307
40060,2017,1032,43.8699,0,0,0
40062,2017,244,5.214483,0,0,0
40063,2017,303,0.4904262,0,0,0
40065,2017,30587,176.5961,8,0.261549,0.0453011
40067,2017,5499,43.13758,2,0.3637025,0.0463633
40068,2017,2450,43.69744,1,0.4081633,0.0228846
40069,2017,8543,190.1384,6,0.7023294,0.031556
40070,2017,513,11.9989,0,0,0
40071,2017,15510,122.6155,2,0.1289491,0.0163111
40075,2017,1138,47.19506,1,0.8787346,0.0211887
40076,2017,2294,56.53304,1,0.4359198,0.0176888
40077,2017,336,8.503756,0,0,0
40078,2017,2380,58.41336,2,0.8403361,0.0342387
40104,2017,1018,63.434,0,0,0
40107,2017,2306,53.47725,2,0.8673027,0.0373991
40108,2017,12154,71.08888,5,0.4113872,0.0703345
40109,2017,1963,9.341435,0,0,0
40110,2017,16,0.4738574,0,0,0
40111,2017,1515,37.02795,1,0.660066,0.0270066
40115,2017,517,19.97918,1,1.934236,0.0500521
40117,2017,2457,19.09674,2,0.8140008,0.1047299
40118,2017,9058,13.68445,4,0.4415986,0.2923025
40119,2017,1949,95.9782,1,0.5130836,0.010419
40121,2017,9092,33.88005,1,0.1099868,0.0295159
40140,2017,579,24.0396,0,0,0
40142,2017,2248,49.29843,1,0.4448399,0.0202846
40143,2017,5840,149.8374,2,0.3424658,0.0133478
40144,2017,1881,63.17311,0,0,0
40145,2017,834,32.16761,1,1.199041,0.0310872
40146,2017,4105,83.66368,3,0.7308161,0.0358579
40150,2017,4320,34.57535,0,0,0
40152,2017,972,9.647067,0,0,0
40155,2017,1109,0.5401187,0,0,0
40157,2017,751,31.1351,0,0,0
40160,2017,23363,16.84807,14,0.5992381,0.8309555
40161,2017,159,7.062211,0,0,0
40162,2017,6479,56.44699,2,0.3086896,0.0354315
40165,2017,35491,144.4462,7,0.1972331,0.048461
40170,2017,424,17.7561,0,0,0
40171,2017,257,18.40038,0,0,0
40175,2017,14026,75.53046,6,0.427777,0.0794381
40176,2017,970,28.71953,0,0,0
40177,2017,1380,13.71755,1,0.7246377,0.0728993
40178,2017,563,8.731833,0,0,0
40202,2017,6827,1.565625,5,0.7323861,3.193614
40203,2017,18745,2.940987,19,1.013604,6.460416
40204,2017,14455,3.247182,8,0.5534417,2.463675
40205,2017,24344,6.980109,11,0.4518567,1.575907
40206,2017,19885,5.720264,8,0.4023133,1.398537
40207,2017,30755,11.62743,6,0.1950902,0.516021
40208,2017,17523,2.460526,14,0.79895,5.68984
40209,2017,226,2.686211,2,8.849558,0.7445432
40210,2017,13424,3.217789,9,0.670441,2.796952
40211,2017,23081,7.480633,11,0.4765825,1.470464
40212,2017,17965,3.799866,15,0.8349569,3.947507
40213,2017,16326,12.59599,9,0.5512679,0.7145132
40214,2017,45542,14.88229,21,0.4611128,1.411073
40215,2017,21187,3.750771,19,0.8967763,5.065626
40216,2017,42407,14.45691,24,0.5659443,1.660105
40217,2017,12716,2.402213,6,0.4718465,2.497697
40218,2017,33663,9.735706,18,0.5347117,1.848864
40219,2017,38889,14.41383,20,0.5142843,1.387556
40220,2017,33180,7.617928,12,0.3616636,1.575231
40222,2017,21276,10.43682,10,0.4700131,0.9581467
40223,2017,23405,11.74277,14,0.5981628,1.192223
40228,2017,16397,7.570733,4,0.2439471,0.5283504
40229,2017,37767,19.74644,8,0.2118251,0.4051364
40231,2017,0,0.0835429,0,NA,0
40241,2017,29983,14.44899,12,0.4002268,0.8305076
40242,2017,11570,2.667498,6,0.5185825,2.249299
40243,2017,10727,4.012239,6,0.5593362,1.495425
40245,2017,34313,32.39134,7,0.2040043,0.2161072
40258,2017,27039,11.68649,7,0.2588853,0.598982
40272,2017,37532,34.12754,9,0.2397954,0.2637167
40280,2017,747,0.0972595,0,0,0
40291,2017,37014,21.92978,8,0.2161344,0.3648008
40299,2017,40335,53.117,14,0.3470931,0.2635691
40310,2017,384,0.5973904,0,0,0
40311,2017,7419,175.4709,8,1.078312,0.0455916
40312,2017,5306,56.75826,0,0,0
40313,2017,3381,38.07431,1,0.2957705,0.0262644
40316,2017,361,6.132725,0,0,0
40322,2017,2976,116.776,3,1.008065,0.0256902
40324,2017,46379,155.0559,9,0.1940533,0.0580436
40328,2017,1204,49.00168,3,2.491694,0.0612224
40330,2017,19370,221.404,8,0.4130098,0.036133
40334,2017,38,0.5859243,0,0,0
40336,2017,12665,206.0183,12,0.9474931,0.0582472
40337,2017,4962,57.65554,1,0.2015316,0.0173444
40339,2017,0,0.1259994,0,NA,0
40342,2017,21632,188.6027,10,0.4622781,0.0530215
40346,2017,962,12.41337,0,0,0
40347,2017,2722,34.97288,5,1.836885,0.1429679
40348,2017,554,4.305524,2,3.610108,0.4645196
40350,2017,95,12.51583,0,0,0
40351,2017,21064,247.3724,11,0.522218,0.0444674
40353,2017,22568,139.147,13,0.5760369,0.0934264
40356,2017,43303,139.9169,15,0.3463963,0.1072065
40358,2017,857,20.74297,0,0,0
40359,2017,6381,228.7077,3,0.4701458,0.0131172
40360,2017,6609,146.4532,4,0.6052353,0.0273125
40361,2017,18375,258.305,4,0.2176871,0.0154856
40363,2017,0,0.0208657,0,NA,0
40370,2017,2680,83.20061,1,0.3731343,0.0120191
40371,2017,3235,74.33402,1,0.309119,0.0134528
40372,2017,2327,53.75015,1,0.4297378,0.0186046
40374,2017,1843,63.03175,0,0,0
40376,2017,17,7.20154,2,117.6471,0.2777184
40379,2017,3504,63.53653,1,0.2853881,0.015739
40380,2017,6835,114.3725,7,1.02414,0.0612035
40383,2017,23404,153.1008,13,0.5554606,0.0849114
40385,2017,2682,47.27457,2,0.7457122,0.042306
40387,2017,2052,72.34765,2,0.9746588,0.0276443
40390,2017,7374,25.35833,5,0.678058,0.1971738
40391,2017,35381,239.4545,21,0.5935389,0.0876993
40402,2017,2461,47.31013,2,0.8126778,0.0422742
40403,2017,24575,114.2704,10,0.4069176,0.0875117
40404,2017,833,0.1267006,0,0,0
