"zcta","year","population","aland10","count_sales_445110","popden_sales_445110","aden_sales_445110"
8056,2017,4831,9.196844,0,0,0
8057,2017,20893,15.27765,9,0.4307663,0.5890958
8059,2017,5676,1.230172,1,0.1761804,0.8128942
8060,2017,24349,22.19943,8,0.3285556,0.3603696
8061,2017,2957,1.39394,1,0.3381806,0.7173908
8062,2017,16272,30.39212,8,0.4916421,0.2632261
8063,2017,3068,1.023767,2,0.6518905,1.95357
8064,2017,156,1.280265,0,0,0
8065,2017,7296,1.8515,3,0.4111842,1.620308
8066,2017,8700,4.946314,3,0.3448276,0.6065122
8067,2017,1610,19.21725,0,0,0
8068,2017,7166,23.19493,1,0.1395479,0.0431129
8069,2017,12608,16.86821,9,0.7138325,0.5335479
8070,2017,12458,20.48254,5,0.4013485,0.2441103
8071,2017,9415,3.321794,2,0.212427,0.6020844
8072,2017,327,0.2278756,1,3.058104,4.38836
8073,2017,248,0.0958128,0,0,0
8074,2017,17,0.342468,0,0,0
8075,2017,28894,9.9322,14,0.4845296,1.409557
8077,2017,19258,8.09998,8,0.4154118,0.9876567
8078,2017,8360,2.007729,1,0.1196172,0.4980751
8079,2017,10353,91.05775,2,0.1931807,0.0219641
8080,2017,37112,28.90739,8,0.2155637,0.2767459
8081,2017,49421,26.74278,14,0.2832804,0.5235059
8083,2017,9684,2.503483,2,0.2065262,0.7988871
8084,2017,7003,1.561767,2,0.2855919,1.280601
8085,2017,20424,46.24492,8,0.3916961,0.172992
8086,2017,7947,7.301632,1,0.1258336,0.1369557
8087,2017,24764,49.92995,5,0.201906,0.1001403
8088,2017,24153,138.701,7,0.2898191,0.0504683
8089,2017,4448,19.12884,1,0.2248202,0.0522771
8090,2017,8200,2.563477,2,0.2439024,0.7801905
8091,2017,5453,3.342019,1,0.1833853,0.2992203
8092,2017,3557,23.17108,2,0.5622716,0.0863145
8093,2017,9322,4.668088,4,0.4290925,0.8568818
8094,2017,40233,52.79833,13,0.3231178,0.2462199
8095,2017,116,2.026939,0,0,0
8096,2017,35641,15.10905,18,0.5050364,1.191339
8097,2017,3204,1.37825,1,0.3121099,0.7255577
8098,2017,9341,56.37724,6,0.6423295,0.1064259
8102,2017,7623,0.9512596,11,1.443001,11.56362
8103,2017,14432,2.151843,24,1.662971,11.15323
8104,2017,23269,3.0948,24,1.031415,7.754944
8105,2017,28469,2.59177,31,1.088904,11.96094
8106,2017,9710,1.64187,5,0.5149331,3.045307
8107,2017,13055,1.788527,6,0.459594,3.354716
8108,2017,18378,2.7356,5,0.2720644,1.827752
8109,2017,22916,4.867767,10,0.4363763,2.05433
8110,2017,18397,6.42259,12,0.6522803,1.868405
8201,2017,10091,5.700132,6,0.5945892,1.052607
8202,2017,1525,6.344875,3,1.967213,0.4728226
8203,2017,9164,6.571601,2,0.2182453,0.3043398
8204,2017,18824,20.01816,12,0.6374841,0.5994558
8205,2017,28275,42.36175,11,0.3890363,0.2596682
8210,2017,16648,68.77756,5,0.3003364,0.0726981
8212,2017,204,0.8413622,0,0,0
8215,2017,13674,115.9298,4,0.292526,0.0345036
8217,2017,24,0.0463048,1,41.66667,21.59601
8221,2017,6959,3.844748,4,0.5747952,1.04038
8223,2017,4057,12.94793,2,0.4929751,0.1544649
8224,2017,546,4.716417,0,0,0
8225,2017,8480,6.22587,1,0.1179245,0.1606201
8226,2017,11328,6.687197,14,1.235876,2.093553
8230,2017,5458,12.57598,2,0.3664346,0.1590334
8232,2017,19507,5.858378,19,0.9740093,3.243219
8234,2017,42628,60.61654,13,0.3049639,0.2144629
8240,2017,2282,1.571366,0,0,0
8241,2017,1043,7.375545,0,0,0
8242,2017,3004,5.057557,3,0.9986685,0.5931718
8243,2017,1971,2.204395,4,2.029427,1.814557
8244,2017,10811,5.781764,4,0.3699935,0.6918304
8246,2017,83,0.3243208,0,0,0
8247,2017,1037,4.974109,4,3.85728,0.8041642
8248,2017,257,0.5539079,0,0,0
8251,2017,9423,6.317213,4,0.4244933,0.6331906
8260,2017,12888,16.1077,20,1.551831,1.241642
8270,2017,8541,115.4182,1,0.1170823,0.0086641
8302,2017,45661,143.241,28,0.6132148,0.1954747
8310,2017,1351,11.29275,0,0,0
8311,2017,2226,27.54992,0,0,0
8312,2017,8095,5.81001,4,0.4941322,0.6884669
8314,2017,2817,13.07521,0,0,0
8316,2017,257,3.769974,0,0,0
8317,2017,1509,7.205066,0,0,0
8318,2017,12330,79.58058,7,0.567721,0.0879612
8319,2017,1179,14.11346,0,0,0
8320,2017,1164,0.4222745,0,0,0
8321,2017,200,9.324985,0,0,0
8322,2017,10938,28.65136,2,0.1828488,0.0698047
8323,2017,893,17.78992,0,0,0
8324,2017,188,8.514309,0,0,0
8326,2017,1531,3.447281,2,1.306336,0.5801674
8327,2017,2954,5.324379,0,0,0
8328,2017,1201,2.090545,0,0,0
8329,2017,108,2.279544,0,0,0
8330,2017,28066,120.187,7,0.2494121,0.0582426
8332,2017,36305,106.0075,18,0.4957995,0.1697993
8340,2017,1268,13.17308,0,0,0
8341,2017,2220,2.446018,1,0.4504505,0.4088278
8343,2017,5077,33.29191,1,0.1969667,0.0300373
8344,2017,5074,24.64676,0,0,0
8345,2017,742,20.22589,0,0,0
8346,2017,640,3.78432,0,0,0
8348,2017,131,1.451383,0,0,0
8349,2017,2202,40.55997,0,0,0
8350,2017,1327,3.995029,0,0,0
8352,2017,712,0.294118,0,0,0
8353,2017,450,1.20315,0,0,0
8360,2017,42689,42.85308,33,0.7730329,0.7700731
8361,2017,18590,30.33018,5,0.2689618,0.1648523
8401,2017,39075,10.65106,70,1.791427,6.572116
8402,2017,6200,1.41704,2,0.3225807,1.411392
8403,2017,1088,2.108266,0,0,0
8406,2017,10429,1.988578,10,0.9588647,5.028718
8501,2017,6165,27.07744,1,0.162206,0.0369311
8502,2017,11688,12.75747,0,0,0
8505,2017,17911,21.12123,12,0.6699793,0.5681487
8510,2017,5981,19.16733,0,0,0
8511,2017,810,2.632004,0,0,0
8512,2017,10813,21.23157,2,0.1849625,0.0941993
8514,2017,5392,26.21103,3,0.5563799,0.1144556
8515,2017,6468,21.02764,0,0,0
8518,2017,5509,1.89771,1,0.1815211,0.5269508
8520,2017,27662,17.54497,8,0.2892054,0.4559711
8525,2017,4905,22.20925,4,0.8154944,0.1801051
8527,2017,56139,85.16309,16,0.2850069,0.1878748
8528,2017,128,0.6351492,0,0,0
8530,2017,7662,25.39979,4,0.5220569,0.1574816
8533,2017,6371,18.61409,3,0.4708837,0.1611682
8534,2017,12949,21.92862,5,0.3861302,0.2280125
8535,2017,4590,17.89741,2,0.4357299,0.111748
8536,2017,20239,7.303627,3,0.1482287,0.4107549
8540,2017,49153,51.92459,12,0.2441357,0.2311044
8542,2017,5507,0.5180082,4,0.7263483,7.721886
8550,2017,19486,18.58435,2,0.1026378,0.1076174
8551,2017,5318,26.96267,0,0,0
8553,2017,622,0.610792,0,0,0
8554,2017,3756,1.056085,5,1.331203,4.734467
8555,2017,805,1.689509,0,0,0
8558,2017,7584,16.67181,1,0.1318565,0.0599815
8559,2017,5304,39.97322,1,0.188537,0.0250168
8560,2017,3840,13.58971,1,0.2604167,0.0735851
8561,2017,220,1.201992,0,0,0
8562,2017,4424,17.19646,2,0.4520796,0.116303
8608,2017,946,0.317552,4,4.22833,12.59636
8609,2017,13370,1.365722,14,1.04712,10.25099
8610,2017,30469,7.716259,12,0.3938429,1.555158
8611,2017,26625,2.630841,28,1.051643,10.64299
8618,2017,40655,6.070223,21,0.5165417,3.459511
8619,2017,21593,9.987275,10,0.463113,1.001274
8620,2017,12481,8.956631,5,0.4006089,0.5582457
8628,2017,9205,6.979727,3,0.3259099,0.4298162
8629,2017,14051,0.79625,11,0.7828624,13.81476
8638,2017,22484,5.755255,22,0.9784735,3.822594
8640,2017,8032,21.43073,0,0,0
8641,2017,4851,5.079178,0,0,0
8648,2017,32231,16.72662,9,0.2792343,0.5380644
8690,2017,18967,7.006837,5,0.2636158,0.7135887
8691,2017,16002,26.1314,6,0.3749531,0.2296089
8701,2017,99467,24.61289,47,0.4725185,1.909569
8720,2017,988,1.400072,0,0,0
8721,2017,21127,15.53203,4,0.1893312,0.2575324
8722,2017,11193,2.787081,0,0,0
8723,2017,32520,12.04418,12,0.3690037,0.996332
8724,2017,41401,13.64254,8,0.193232,0.5864013
8730,2017,4738,1.756293,2,0.4221191,1.138762
8731,2017,20180,47.7997,2,0.099108,0.0418413
8732,2017,1438,0.5415171,0,0,0
8733,2017,2725,3.645697,2,0.733945,0.5485919
8734,2017,8264,5.734637,1,0.1210068,0.174379
8735,2017,3582,1.735595,3,0.837521,1.728514
8736,2017,12848,4.624681,7,0.5448319,1.513618
8738,2017,1028,0.9906737,0,0,0
8740,2017,1911,0.4425383,1,0.5232862,2.259691
8741,2017,2651,0.8101342,0,0,0
8742,2017,24410,5.606699,14,0.5735354,2.497013
8750,2017,3272,1.891801,1,0.3056235,0.5285969
8751,2017,4230,1.31155,1,0.2364066,0.7624568
8752,2017,2200,4.76579,2,0.9090909,0.4196576
8753,2017,62844,23.05841,24,0.381898,1.040835
8755,2017,26082,16.02234,14,0.5367686,0.8737801
8757,2017,33534,25.77649,5,0.1491024,0.1939752
8758,2017,7651,12.5124,4,0.5228075,0.3196829
8759,2017,32970,64.4453,5,0.151653,0.0775852
8801,2017,8999,16.2922,3,0.3333704,0.1841372
8802,2017,4263,23.88709,1,0.2345766,0.0418636
8804,2017,2423,12.28837,1,0.4127115,0.0813777
8805,2017,12026,2.83526,9,0.7483785,3.174312
8807,2017,39382,25.56434,10,0.2539231,0.3911698
8808,2017,47,0.0399141,0,0,0
8809,2017,5955,6.421496,3,0.5037783,0.4671808
8810,2017,9182,7.255135,8,0.8712698,1.102667
8812,2017,14573,5.26277,12,0.8234406,2.280168
8816,2017,47259,20.58913,19,0.4020398,0.9228171
8817,2017,45039,10.73438,18,0.3996536,1.676855
8820,2017,40080,10.36405,20,0.499002,1.929747
8821,2017,342,0.2991365,0,0,0
8822,2017,31067,63.75792,9,0.2896965,0.1411589
8823,2017,9258,3.49783,1,0.1080147,0.2858916
8824,2017,12562,3.893532,9,0.7164465,2.311526
8825,2017,4415,29.11645,2,0.4530011,0.0686897
8826,2017,5091,20.72044,2,0.3928501,0.096523
8827,2017,4296,18.79646,2,0.4655493,0.106403
8828,2017,2321,0.8283193,1,0.4308488,1.207264
8829,2017,3597,2.463577,3,0.8340284,1.217741
8830,2017,19169,3.175454,16,0.834681,5.038649
8831,2017,50344,50.32579,14,0.2780868,0.2781874
8832,2017,2657,1.459894,0,0,0
8833,2017,8322,33.40821,2,0.2403269,0.0598655
8835,2017,10436,2.363911,3,0.2874664,1.269083
8836,2017,3898,4.686473,1,0.2565418,0.2133801
8837,2017,17199,9.036988,8,0.4651433,0.8852507
8840,2017,16571,3.220293,9,0.5431175,2.794777
8844,2017,39920,55.03915,8,0.2004008,0.1453511
8846,2017,13875,3.487644,8,0.5765766,2.293812
8848,2017,8416,33.36718,2,0.2376426,0.0599391
8850,2017,8747,2.456084,3,0.3429747,1.221457
8852,2017,18095,14.03695,2,0.1105278,0.1424811
8853,2017,5378,10.77181,1,0.1859427,0.0928349
8854,2017,57695,18.7987,19,0.329318,1.010708
8857,2017,41227,24.36172,19,0.460863,0.7799122
8858,2017,173,2.745353,0,0,0
8859,2017,22183,4.507725,10,0.4507957,2.218414
8861,2017,54453,5.143892,57,1.046774,11.0811
8863,2017,13197,2.549033,8,0.6061984,3.138445
8865,2017,28883,42.97186,13,0.4500917,0.3025236
8867,2017,5158,29.1546,0,0,0
8869,2017,7758,1.993852,6,0.7733952,3.00925
8872,2017,20482,8.961516,8,0.3905869,0.892706
8873,2017,54342,32.29639,30,0.5520592,0.9288965
8876,2017,22195,15.19702,16,0.7208831,1.052838
8879,2017,23214,7.214707,6,0.2584647,0.8316346
8880,2017,4606,0.6463385,2,0.4342162,3.094354
8882,2017,16270,2.775812,9,0.5531653,3.242295
8884,2017,8443,2.323289,3,0.3553239,1.291273
8886,2017,7476,15.12149,0,0,0
8887,2017,1116,0.6967959,1,0.8960574,1.43514
8889,2017,9359,24.90836,3,0.320547,0.1204415
8890,2017,0,0.1755715,0,NA,0
8901,2017,58347,6.377508,49,0.8398033,7.683252
8902,2017,41600,13.58967,20,0.4807692,1.471707
8904,2017,14250,1.821076,8,0.5614035,4.393007
10001,2017,23947,0.6144792,40,1.670355,65.09577
10002,2017,77925,0.8784496,95,1.219121,108.1451
10003,2017,55035,0.5764517,51,0.926683,88.47229
10004,2017,2990,0.5385118,9,3.010033,16.71273
10005,2017,8680,0.0726853,7,0.8064516,96.30561
10006,2017,3579,0.0933159,4,1.117631,42.86516
10007,2017,7036,0.1595085,13,1.847641,81.50038
10009,2017,60141,0.6168433,32,0.5320829,51.87703
10010,2017,33119,0.3816523,28,0.8454362,73.3652
10011,2017,50711,0.6618127,53,1.045138,80.08308
10012,2017,24527,0.3232841,35,1.426999,108.2639
10013,2017,29619,0.5502292,54,1.823154,98.14092
10014,2017,31794,0.5497118,25,0.7863119,45.47838
10016,2017,51448,0.5321133,53,1.030166,99.60286
10017,2017,16388,0.3169717,36,2.196729,113.5748
10018,2017,9719,0.3228799,37,3.806976,114.5937
10019,2017,41592,0.6968055,47,1.130025,67.45067
10020,2017,0,0.0276322,2,-1,72.37939
10021,2017,44983,0.3810017,32,0.7113799,83.98912
10022,2017,30807,0.42748,34,1.103645,79.5359
10023,2017,61514,0.4900389,26,0.422668,53.05701
10024,2017,58512,0.8581669,23,0.3930818,26.80131
10025,2017,94382,0.7516378,53,0.5615478,70.51269
10026,2017,40105,0.3323347,28,0.6981673,84.2524
10027,2017,65365,0.8689808,48,0.7343379,55.23712
10028,2017,50091,0.3132698,21,0.419237,67.03487
10029,2017,80866,0.8117273,91,1.125318,112.1066
10030,2017,30163,0.2789723,30,0.9945961,107.5375
10031,2017,62382,0.6492485,46,0.7373922,70.85114
10032,2017,63185,0.6547339,71,1.123684,108.441
10033,2017,60810,0.5961877,48,0.7893438,80.51157
10034,2017,44186,1.090324,45,1.018422,41.27213
10035,2017,35366,1.424383,51,1.442063,35.80497
10036,2017,26868,0.4392422,46,1.712074,104.7258
10037,2017,21184,0.2573768,13,0.6136707,50.50959
10038,2017,22457,0.2987801,18,0.8015319,60.24497
10039,2017,27203,0.4373364,16,0.5881704,36.58511
10040,2017,46003,0.3816581,45,0.9781971,117.9066
10044,2017,11945,0.2300725,2,0.1674341,8.692913
10065,2017,29565,0.380177,21,0.7102994,55.23743
10069,2017,5195,0.0961587,3,0.5774783,31.19841
10075,2017,22818,0.1842236,13,0.5697256,70.56641
10103,2017,0,0.0095661,2,-1,209.0723
10110,2017,0,0.0103132,1,-1,96.96336
10111,2017,0,0.0036985,2,-1,540.7638
10112,2017,0,0.005885,0,NA,0
10115,2017,0,0.0025552,0,NA,0
10119,2017,0,0.016453,0,NA,0
10128,2017,62743,0.4657129,32,0.510017,68.71185
10152,2017,0,0.0047965,0,NA,0
10153,2017,0,0.0047417,0,NA,0
10154,2017,0,0.0047807,0,NA,0
10162,2017,1324,0.0115105,2,1.510574,173.7547
10165,2017,0,0.0050417,1,-1,198.3449
10167,2017,0,0.0047861,1,-1,208.9374
10168,2017,0,0.0051008,2,-1,392.0957
10169,2017,0,0.0038317,0,NA,0
10170,2017,0,0.0096221,2,-1,207.8559
10171,2017,0,0.0048147,0,NA,0
10172,2017,0,0.0047935,0,NA,0
10173,2017,0,0.0047479,0,NA,0
10174,2017,0,0.0051058,0,NA,0
10177,2017,0,0.0020931,1,-1,477.7695
10199,2017,0,0.0252565,2,-1,79.18758
10271,2017,0,0.0026174,1,-1,382.0605
10278,2017,0,0.0137726,0,NA,0
10279,2017,0,0.0041718,2,-1,479.4055
10280,2017,9820,0.11477,5,0.509165,43.56538
10282,2017,5644,0.0686671,2,0.3543586,29.12602
10301,2017,39451,3.547991,43,1.08996,12.11953
10302,2017,18539,1.188855,31,1.672151,26.0755
10303,2017,25804,3.143643,25,0.9688421,7.952558
10304,2017,41884,3.728148,40,0.9550186,10.72919
10305,2017,42311,3.978632,35,0.827208,8.796992
10306,2017,54021,7.474859,27,0.4998056,3.612108
10307,2017,15528,1.839441,6,0.3863988,3.261861
10308,2017,30024,1.968344,14,0.4662936,7.112579
10309,2017,33660,6.656253,16,0.4753416,2.403755
10310,2017,23708,1.795984,18,0.7592374,10.02236
10311,2017,0,0.0469326,0,NA,0
10312,2017,61058,7.582011,17,0.2784238,2.242149
10314,2017,89960,13.68056,45,0.5002223,3.289338
10451,2017,48240,1.029079,43,0.8913764,41.78493
10452,2017,77983,0.988337,105,1.346447,106.2391
10453,2017,82232,0.9160343,102,1.240393,111.3495
10454,2017,38654,1.048045,54,1.397009,51.52453
10455,2017,42558,0.7130952,84,1.973777,117.7963
10456,2017,94667,1.017638,108,1.140841,106.1281
10457,2017,75668,1.059126,92,1.215838,86.86411
10458,2017,85157,1.005297,99,1.162559,98.47836
10459,2017,48895,0.8202018,75,1.533899,91.44091
10460,2017,60772,1.312381,87,1.43158,66.29175
10461,2017,51021,2.394535,52,1.019188,21.71612
10462,2017,79188,1.47418,84,1.060767,56.98081
10463,2017,72863,1.450144,42,0.5764242,28.96265
10464,2017,4517,3.472291,7,1.549701,2.01596
10465,2017,44269,3.397391,19,0.4291942,5.592526
10466,2017,73569,2.013608,40,0.5437073,19.86484
10467,2017,102718,2.335594,102,0.99301,43.67197
10468,2017,77657,1.070744,76,0.9786626,70.97869
10469,2017,73008,2.472748,41,0.5615823,16.58074
10470,2017,14592,1.429919,12,0.8223684,8.392081
10471,2017,22040,2.571418,11,0.4990926,4.277795
10472,2017,68924,1.053804,73,1.059138,69.27282
10473,2017,62531,2.138828,48,0.7676193,22.44219
10474,2017,12608,1.529486,34,2.6967,22.22969
10475,2017,44241,1.719815,14,0.3164485,8.140409
10501,2017,1239,1.399419,0,0,0
10502,2017,5619,2.12019,2,0.3559352,0.9433118
10503,2017,137,0.0148638,0,0,0
10504,2017,8052,16.33493,8,0.993542,0.4897479
10505,2017,960,0.6519513,0,0,0
10506,2017,5856,16.35015,4,0.6830601,0.2446461
10507,2017,7011,7.31092,8,1.141064,1.094254
10509,2017,19897,36.09958,19,0.9549178,0.5263219
10510,2017,10672,9.9288,11,1.030735,1.107888
10511,2017,2271,1.466909,1,0.4403347,0.6817057
10512,2017,24608,54.56919,10,0.4063719,0.1832536
10514,2017,12694,12.82491,2,0.1575547,0.1559464
10516,2017,5521,31.5162,6,1.08676,0.1903783
10517,2017,427,0.328266,0,0,0
10518,2017,1246,3.447177,2,1.605136,0.5801849
10519,2017,185,0.7440857,0,0,0
10520,2017,13185,13.76636,12,0.9101251,0.8716903
10522,2017,11141,2.42924,7,0.6283098,2.881559
10523,2017,9648,3.614937,9,0.9328358,2.48967
10524,2017,4303,20.80152,1,0.232396,0.0480734
10526,2017,1683,3.293043,1,0.5941771,0.3036705
10527,2017,821,2.444466,0,0,0
10528,2017,13350,3.826565,9,0.6741573,2.351979
10530,2017,12543,3.827658,8,0.6378059,2.090051
10532,2017,5012,1.901104,3,0.5985635,1.57803
10533,2017,7579,3.555308,9,1.187492,2.531426
10535,2017,511,0.4849289,4,7.827788,8.248632
10536,2017,10730,25.62861,5,0.4659832,0.1950945
10537,2017,1661,1.076949,1,0.602047,0.9285491
10538,2017,16894,3.594606,11,0.6511188,3.060141
10541,2017,26743,24.89121,9,0.3365367,0.3615734
10543,2017,20733,4.085448,17,0.8199489,4.16111
10545,2017,128,0.1259361,0,0,0
10546,2017,1494,1.123066,5,3.34672,4.452099
10547,2017,7709,5.055916,2,0.259437,0.3955762
10548,2017,3547,2.342767,4,1.127714,1.707383
10549,2017,16602,19.18835,16,0.9637393,0.8338391
10550,2017,37014,1.98439,44,1.188739,22.17306
10552,2017,20614,1.657475,10,0.4851072,6.033273
10553,2017,10782,0.6924665,9,0.8347245,12.99702
10560,2017,4920,20.8548,2,0.4065041,0.0959012
10562,2017,31955,13.7935,18,0.5632921,1.304962
10566,2017,24035,4.371811,31,1.289786,7.090883
10567,2017,20778,22.13783,7,0.3368948,0.3162009
10570,2017,12656,6.51805,10,0.7901391,1.534201
10573,2017,39188,5.476187,51,1.301419,9.31305
10576,2017,4988,22.50123,2,0.4009623,0.088884
10577,2017,6332,6.733181,0,0,0
10578,2017,851,1.583739,0,0,0
10579,2017,9141,32.7721,4,0.4375889,0.122055
10580,2017,17549,8.485275,8,0.4558664,0.9428097
10583,2017,40221,12.36274,27,0.6712911,2.183983
10588,2017,2771,1.952031,4,1.443522,2.049148
10589,2017,9426,7.995764,2,0.2121791,0.2501324
10590,2017,7047,13.49672,2,0.2838087,0.1481842
10591,2017,23363,9.885773,16,0.6848436,1.618488
10594,2017,5107,2.499325,7,1.370668,2.800756
10595,2017,8366,5.948404,4,0.4781258,0.6724492
10596,2017,1462,0.6215701,1,0.6839945,1.608829
10597,2017,919,3.338864,0,0,0
10598,2017,29789,26.51982,12,0.4028333,0.4524918
10601,2017,11826,0.6341164,30,2.536783,47.30993
10603,2017,17981,3.290581,10,0.5561426,3.038977
10604,2017,11153,6.791498,8,0.7172958,1.177943
10605,2017,18001,5.081102,13,0.7221821,2.5585
10606,2017,17356,1.510627,15,0.8642544,9.929651
10607,2017,6828,2.219032,4,0.5858231,1.802588
10701,2017,59101,4.239854,83,1.404376,19.57615
10703,2017,21348,1.746886,11,0.5152708,6.296918
10704,2017,32733,2.671276,28,0.8554059,10.48188
10705,2017,41588,2.212719,46,1.106088,20.78891
10706,2017,8903,2.893734,2,0.2246434,0.6911486
10707,2017,10453,1.298231,7,0.6696643,5.391951
10708,2017,22130,3.078183,11,0.4970628,3.573537
10709,2017,9506,1.362676,8,0.8415738,5.8708
10710,2017,27022,4.580326,16,0.5921102,3.493201
10801,2017,41773,3.417186,44,1.053312,12.87609
10803,2017,12650,2.188373,14,1.106719,6.397446
10804,2017,14466,4.333992,6,0.4147657,1.384405
10805,2017,19681,1.72551,20,1.016209,11.59077
10901,2017,23948,18.01134,11,0.4593286,0.6107262
10910,2017,25,2.080473,0,0,0
10911,2017,0,1.041115,0,NA,0
10913,2017,5686,4.129221,2,0.3517411,0.4843528
10914,2017,415,2.442435,0,0,0
10915,2017,75,0.144357,0,0,0
10916,2017,4228,20.20068,2,0.4730369,0.0990066
10917,2017,1862,3.706336,2,1.074114,0.5396165
10918,2017,12477,32.91956,3,0.2404424,0.0911312
10919,2017,1393,4.116372,1,0.7178751,0.2429324
10920,2017,8869,4.175543,3,0.3382569,0.7184694
10921,2017,3765,8.113698,4,1.062417,0.4929934
10922,2017,1637,2.322908,0,0,0
10923,2017,8553,1.967655,6,0.7015082,3.049316
10924,2017,13253,38.34256,5,0.3772731,0.1304034
10925,2017,3942,3.93837,1,0.2536783,0.2539122
10926,2017,3526,5.18285,1,0.2836075,0.192944
10927,2017,12181,1.966167,15,1.231426,7.629056
10928,2017,3974,5.422889,7,1.761449,1.290825
10930,2017,8837,13.87889,2,0.2263211,0.1441038
10931,2017,1041,6.391145,1,0.9606147,0.1564665
10932,2017,72,0.1492404,0,0,0
10933,2017,738,1.092422,0,0,0
10940,2017,49692,64.89496,33,0.6640908,0.5085141
10941,2017,12869,32.02654,6,0.4662367,0.1873446
10950,2017,50397,36.40046,26,0.5159037,0.7142766
10952,2017,41811,9.124958,19,0.4544259,2.082201
10953,2017,125,1.100686,0,0,0
10954,2017,23608,6.879934,16,0.6777363,2.325604
10956,2017,31691,16.1749,12,0.3786564,0.7418903
10958,2017,3286,22.85766,1,0.3043213,0.043749
10960,2017,15547,4.183743,14,0.9004953,3.346286
10962,2017,5739,5.860642,4,0.6969855,0.6825191
10963,2017,4178,12.67197,0,0,0
10964,2017,1372,2.442999,0,0,0
10965,2017,14836,5.25034,9,0.6066325,1.714175
10968,2017,2309,0.580832,0,0,0
10969,2017,1341,11.15907,0,0,0
10970,2017,9804,13.7745,1,0.1019992,0.0725979
10973,2017,2377,8.394858,1,0.4206984,0.1191205
10974,2017,3204,9.282852,0,0,0
10975,2017,313,5.883059,0,0,0
10976,2017,2614,1.148218,2,0.765111,1.74183
10977,2017,64535,11.0791,43,0.6663051,3.881183
10979,2017,262,0.1730382,0,0,0
10980,2017,13894,24.39158,4,0.287894,0.163991
10983,2017,5811,2.033614,1,0.1720874,0.4917353
10984,2017,3065,1.601247,0,0,0
10985,2017,176,0.2570715,0,0,0
10986,2017,1831,10.79926,0,0,0
10987,2017,3279,37.10924,1,0.304971,0.0269475
10988,2017,696,3.105891,0,0,0
10989,2017,9985,4.931768,1,0.1001502,0.202767
10990,2017,19781,60.84209,9,0.454982,0.1479239
10992,2017,9224,11.09081,4,0.4336514,0.3606589
10993,2017,5355,1.156641,4,0.7469655,3.45829
10994,2017,7738,6.106623,10,1.292324,1.637566
10996,2017,6541,3.244182,2,0.3057637,0.6164883
10998,2017,3063,18.66849,0,0,0
11001,2017,28010,2.229967,17,0.6069261,7.623433
11003,2017,45439,4.152262,26,0.5721957,6.261647
11004,2017,15151,0.9494746,9,0.5940202,9.478927
11005,2017,1762,0.1834557,1,0.5675369,5.450908
11010,2017,24826,2.375429,11,0.4430839,4.630743
11020,2017,5897,1.96421,2,0.3391555,1.018221
11021,2017,17958,2.334366,10,0.5568549,4.283819
11023,2017,9885,1.656105,5,0.5058169,3.019132
11024,2017,7810,3.523745,2,0.256082,0.567578
11030,2017,18194,6.682826,9,0.4946685,1.346736
11040,2017,42140,4.786296,30,0.7119127,6.267895
11042,2017,535,0.5877274,1,1.869159,1.701469
11050,2017,30652,9.989689,15,0.4893645,1.501548
11096,2017,8609,1.235324,10,1.161575,8.095044
11101,2017,28852,2.603563,70,2.426175,26.88624
11102,2017,33727,0.7886032,35,1.037744,44.38227
11103,2017,38036,0.7114963,47,1.235671,66.05797
11104,2017,25725,0.3880751,31,1.205053,79.88144
11105,2017,37288,1.682219,45,1.206823,26.75038
11106,2017,40111,0.8548561,52,1.296403,60.82895
11109,2017,5298,0.0497666,0,0,0
11201,2017,61907,1.407223,54,0.8722761,38.37344
11203,2017,75989,2.145029,70,0.921186,32.63359
11204,2017,80056,1.588099,102,1.274108,64.22772
11205,2017,45148,0.9449314,55,1.218216,58.20528
11206,2017,87767,1.434454,93,1.059624,64.83301
11207,2017,92580,2.671978,117,1.263772,43.78779
11208,2017,99145,3.577548,116,1.170004,32.42444
11209,2017,67950,2.122149,84,1.236203,39.58251
11210,2017,68988,1.641667,45,0.6522873,27.41116
11211,2017,101560,2.312284,129,1.270185,55.78899
11212,2017,82831,1.538786,91,1.098622,59.13754
11213,2017,66503,1.0904,72,1.082658,66.03079
11214,2017,94283,2.168927,104,1.103062,47.94997
11215,2017,71015,2.174959,63,0.8871365,28.96606
11216,2017,57410,0.9348294,82,1.428323,87.71654
11217,2017,39687,0.7499822,57,1.436239,76.00181
11218,2017,76960,1.42846,96,1.247401,67.20523
11219,2017,93979,1.48206,104,1.10663,70.17261
11220,2017,100412,1.745018,146,1.454009,83.66676
11221,2017,84536,1.383328,107,1.265733,77.3497
11222,2017,36845,1.534634,67,1.818429,43.65863
11223,2017,80855,2.073666,90,1.113104,43.40139
11224,2017,45244,1.585993,32,0.7072761,20.17664
11225,2017,59497,0.8838878,52,0.8739937,58.83099
11226,2017,102585,1.289387,107,1.043038,82.98517
11228,2017,44676,1.472481,30,0.6715015,20.37378
11229,2017,85776,2.159338,73,0.8510539,33.80666
11230,2017,90257,1.840632,95,1.05255,51.61269
11231,2017,37680,1.421607,38,1.008493,26.73031
11232,2017,28992,1.191054,53,1.828091,44.49839
11233,2017,74982,1.348821,80,1.066923,59.31105
11234,2017,97741,7.40997,57,0.5831739,7.692338
11235,2017,80222,2.244284,74,0.9224402,32.97266
