zcta,mean_income
57384,72555
71268,72546
76401,72544
56284,72543
54494,72538
62514,72534
77328,72534
13032,72533
35045,72532
75672,72531
48638,72529
36079,72526
55069,72523
61570,72520
62689,72519
73028,72518
77480,72517
54442,72515
16695,72514
14767,72512
4239,72511
38472,72509
16412,72507
56756,72503
17038,72495
13402,72493
59222,72493
68961,72493
26003,72490
2914,72487
80620,72487
68716,72484
61531,72477
46526,72476
62075,72476
16750,72475
30563,72475
77979,72469
45062,72468
59301,72466
13074,72465
43345,72463
52556,72461
55795,72460
58639,72459
77562,72456
36078,72455
14055,72454
30512,72454
82082,72452
45672,72451
13312,72449
61265,72448
88254,72447.70588
88255,72447.70588
88262,72447.70588
88264,72447.70588
88268,72447.70588
12870,72446
14521,72446
80821,72446
48127,72443
65804,72440
81137,72438
12189,72437
59871,72437
59918,72435
65240,72435
29470,72433
75153,72427
76824,72426.19048
76831,72426.19048
76836,72426.19048
76841,72426.19048
76874,72426.19048
27856,72426
49228,72424
14129,72423
52078,72422
68947,72422
15224,72419
46104,72415
80747,72414
82835,72413
50149,72407
80469,72406
84330,72406
56216,72405
69348,72401
19545,72399
80521,72399
69135,72398.54762
69171,72398.54762
71227,72398
68004,72393
31216,72391
57470,72389
68792,72388
22830,72382
74117,72379.74074
92086,72378
92371,72375
95427,72372
18352,72370
70507,72370
21202,72366
70139,72364.42105
70163,72364.42105
26149,72364
35661,72364
50456,72364
62894,72361
54930,72358
13746,72357
29448,72357
48469,72357
54656,72357
43524,72355
5829,72353
19503,72353
46941,72352
52237,72351
30575,72348
97361,72346
63471,72345
54667,72344
76364,72344
47353,72343
54876,72342
24381,72341
68901,72341
75092,72340
97867,72340
13332,72338
56742,72338
56113,72337
33184,72334
24020,72332.3
49881,72330
56172,72328
61448,72326
84739,72322
47711,72319
14041,72314
77080,72313
50449,72312
21207,72311
46310,72310
47247,72310
69028,72309
17551,72308
88132,72308
62417,72305
64476,72305
93242,72305
56292,72302
61730,72302
37035,72298
53901,72298
61319,72298
62601,72298
95485,72295
19963,72294
43430,72293
60969,72291
63432,72289
16333,72287
43318,72283
24072,72280
59477,72280
67012,72279.08772
7503,72279
36262,72276
29062,72275
98405,72268
38044,72266
17313,72264
34291,72264
5034,72263
58353,72263
53222,72262
61610,72262
29365,72259
64422,72259
99689,72258
83424,72254.13514
83433,72254.13514
83460,72254.13514
83469,72254.13514
27583,72253
49078,72252
53546,72248
13309,72247
57107,72247
81220,72247
26170,72246
87044,72244
13672,72237
62323,72237
2908,72225
31569,72222
61051,72220
73743,72220
44691,72216
70058,72216
47325,72210
99703,72209
15081,72207
87507,72207
43003,72204
47023,72203
42320,72198
54923,72198
59446,72198
79036,72197
15065,72187
47527,72183
42159,72179
13744,72178
73832,72177
80812,72175
12095,72171
30552,72167
59472,72166
65043,72166
21669,72164
23866,72163
38606,72160
17244,72155
47150,72153
56256,72153
45862,72152
39145,72149
37353,72148
47459,72148
16938,72147
14723,72145
67212,72145
15202,72144
41740,72144
69030,72144
67124,72143
30565,72141
62627,72141
75681,72137
84061,72136
3465,72132
18083,72132
34215,72132
33322,72128
44092,72126
28766,72125
67601,72122
56230,72121
79010,72120
97632,72119
51639,72118
68455,72118
99546,72118
83805,72116
33901,72115
34610,72114
67801,72111
14527,72110
16872,72110
16224,72107
18211,72106
56243,72105
23898,72103
58054,72103
99921,72102
68341,72101
4932,72100
35906,72099
66501,72098
60164,72097
32147,72096
63621,72095
97435,72094
54616,72091
50479,72088
70647,72088
18105,72085.83333
18195,72085.83333
46229,72085
54824,72085
98536,72082.82456
98544,72082.82456
98558,72082.82456
98559,72082.82456
98562,72082.82456
98571,72082.82456
16929,72080
39443,72080
30233,72077
97722,72076
78566,72069
76053,72066
20712,72064
81092,72064
43553,72062
59860,72060
14012,72058
76006,72057
21778,72053
30145,72050
49004,72050
5743,72049
48655,72046
52042,72044
61028,72044
50837,72041
15349,72040
29127,72039
54838,72038
2838,72037
8638,72035
50665,72033
77865,72032
99152,72031
75476,72029
37020,72023
80729,72022
54629,72020
18403,72016
61465,72016
14724,72014
62031,72012
49614,72006
72761,72002
56207,72001
54452,72000
32703,71996
46368,71996
27109,71994.57143
27110,71994.57143
40475,71993
52165,71992
48080,71991
27850,71990
47997,71989
61842,71986
95231,71984
54601,71981
13753,71980
50533,71980
59419,71980
83217,71980
81328,71979
93274,71979
93905,71979
88352,71978
5734,71977
81433,71977
74834,71976
84754,71975
28709,71970
69029,71970
36439,71969
54726,71967
54517,71965
50601,71963
61021,71961
58220,71960
4679,71959
17855,71957
16249,71952
52209,71952
80734,71952
75860,71946
86343,71944
76567,71938
30607,71936
52141,71936
89032,71930
50859,71929
5826,71928
80733,71928
56001,71924
68381,71923
36512,71920.10909
36543,71920.10909
36564,71920.10909
36590,71920.10909
50136,71920
48722,71914
58244,71913
75789,71913
67876,71911
50277,71910
13345,71909
64438,71909
95563,71909
95828,71909
66835,71904
72938,71902
76009,71902
27332,71900
67065,71899
78235,71893
83850,71893
45368,71891
41002,71888
16334,71884
91205,71879
12176,71878
23038,71878
49067,71876
23138,71873
52142,71872
14806,71860
56289,71860
39465,71859
31550,71857
31905,71855
68801,71852
8066,71851
63701,71851
46777,71849
48876,71848
3576,71845
75143,71843
75558,71843
91502,71841
70591,71840
81146,71839
12911,71837.73913
12977,71837.73913
77014,71837
73458,71835
60964,71834
75706,71832
35544,71830
47454,71830
92308,71830
32087,71829
56684,71828
87109,71827
53965,71826
60501,71825
74036,71823
90723,71819
38804,71818
38947,71818
3886,71813
58645,71813
75959,71813
33570,71811
54460,71811
15226,71810
32714,71809
30289,71808
51563,71808
39114,71807
84770,71802
83255,71801
65336,71799
97322,71799
63469,71797
14505,71796
67752,71795
28711,71794
98612,71792
36861,71790
42327,71788
73047,71788
67545,71786
82930,71782
4250,71780
70531,71780
29511,71777
30340,71777
66076,71776
89027,71776
72648,71775
76209,71774
84312,71771
95634,71765
67861,71761
48893,71760
62977,71758
80012,71751
78003,71750
4064,71748
66732,71748
14853,71745.05634
14854,71745.05634
14893,71745.05634
67483,71741
73018,71741
38849,71739
76116,71739
68624,71737
85365,71736
81236,71735
54159,71734
54405,71731
32724,71730
42740,71730
31331,71728
54612,71724
38582,71722
73730,71721
43768,71720
23306,71715
27954,71714
20629,71712
51463,71712
95537,71711.88372
95559,71711.88372
95587,71711.88372
34609,71711
43449,71707
76559,71707
95991,71707
56043,71705
58561,71704
83523,71704
55787,71699
68510,71698
30528,71697
62871,71697
66515,71694
50543,71693
65766,71693
68866,71692
77623,71692
12801,71689
50436,71689
61882,71689
23919,71688
59002,71688
52040,71686
41216,71683
45644,71682
64024,71679
99131,71678
15428,71677
54864,71677
16802,71675.26923
67058,71670
48611,71669
99918,71667
56363,71664
80819,71664
23418,71662
54216,71662
61064,71662
23666,71661
67013,71660
99122,71660
14136,71658
51334,71656
81121,71656
59631,71654
65020,71649
70339,71649
26691,71648
28806,71646
24437,71645
83228,71644
44865,71643
84056,71641
1053,71639
32303,71639
56295,71638
79772,71636
50448,71634
94590,71632
12174,71628
39117,71625
29014,71623
99180,71623
64056,71619
79938,71619
15697,71616
16443,71616
68061,71615
63431,71613
27024,71612
80825,71610
27884,71609
62241,71609
99755,71609
28128,71606
65286,71606
66440,71605
43202,71603
56285,71603
17228,71602
43567,71602
50583,71602
85701,71602
29904,71596.21429
29905,71596.21429
29912,71596.21429
45172,71593
44231,71589
30680,71588
75662,71586
37664,71585
56155,71581
62325,71580
61423,71577
83221,71577
33309,71576
59450,71573
30511,71570
83619,71567
90220,71566
74070,71564
15559,71562
35062,71558
98847,71557
43623,71556
50022,71556
14708,71551
44484,71549
47906,71548
47339,71544
75934,71543
19733,71539
35042,71539
50591,71539
19802,71538
30281,71537
16728,71536
12780,71533
53061,71532
99349,71529
98537,71528
45858,71527
50148,71527
70422,71526
33782,71525
55939,71525
76932,71525
85119,71524
81630,71523
23310,71520
52404,71519
32966,71516
30523,71511
62257,71510
78107,71509
50424,71508
56211,71506
63626,71504
96111,71504
53091,71502
82325,71502
18216,71501
5832,71498
44813,71497
69127,71495
42441,71489
87123,71489
53968,71485
56484,71485
80737,71485
36092,71481
17268,71479
65018,71478
98409,71478
65771,71475
50542,71470
36853,71466
11368,71465
64465,71464
68883,71461
46825,71460
59344,71460
49441,71456
40077,71452
45628,71452
57213,71451
64037,71451
62551,71447
50833,71445
66846,71445
60162,71442
17016,71441
17740,71436
47368,71435
64648,71435
73067,71435
54971,71434
23833,71429
30461,71428
48198,71426
1020,71422
4578,71421
81648,71421
93225,71420
67522,71419
28018,71418
18850,71417
57442,71417
78240,71414
43107,71409
33603,71405
37801,71403
51531,71399
48014,71398
80907,71398
49103,71397
24350,71396
18623,71395
99903,71394.625
99923,71394.625
99927,71394.625
52162,71394
36736,71389
22738,71385
93518,71385
65618,71383
30413,71382
48075,71377
37902,71376
16001,71375
85204,71375
14098,71373
17925,71373
79936,71372
83327,71372
75976,71371
8031,71368
48423,71367
53541,71366
67334,71364
54641,71362.09615
54643,71362.09615
54433,71360
12883,71357
21640,71357
35463,71356
82725,71355
39662,71353
15952,71351
85354,71350
68701,71348
84047,71348
62959,71347
79018,71341
16930,71340
49715,71340
90062,71338
67871,71337
84757,71337
33426,71335
84624,71334
57455,71333
14533,71329
32701,71326
32466,71323
44455,71323
46562,71322
73851,71322
88424,71322
28625,71321
19931,71320
39073,71320
13739,71319
60471,71319
70373,71315
49457,71314
76448,71311
48472,71309
29146,71307
95501,71301
58646,71299
80938,71299
45362,71297
14740,71294
75669,71289
56637,71288
67208,71288
28662,71285
75146,71285
12430,71284
62314,71284
67738,71284
71653,71281
46171,71280
58723,71279
89883,71278
56023,71277
12857,71275
79699,71273.5
18840,71270
57553,71269
62947,71269
84779,71269
47385,71267
17309,71266
67869,71266
21632,71261
28773,71261
19050,71259
51465,71258
68863,71257
2898,71256
37809,71254
26812,71247
48429,71247
47715,71243
89047,71243
61542,71237
47933,71236
75482,71235
46798,71232
67737,71232
75651,71231
56110,71230
73949,71229
61025,71228
41086,71227
61310,71225
75965,71223
56646,71221
15647,71220
16510,71220
62454,71220
67877,71220
19904,71219
73844,71216
46379,71214
24093,71212
81625,71210
54435,71209
35119,71208.3
35187,71208.3
17758,71207
47240,71206
95445,71206
97415,71205
71032,71204
46554,71201
65706,71200
82711,71199.14286
82714,71199.14286
82715,71199.14286
2163,71193
58351,71193
49666,71190.21875
49674,71190.21875
13903,71190
8328,71187
98592,71186
68745,71182
23110,71180
47995,71180
66524,71179
16680,71176
38611,71174
13028,71172
34731,71172
64623,71171
33484,71170
88434,71169
62803,71163
55954,71161
50480,71160
97362,71160
2836,71158
56228,71154
26150,71152
48476,71152
77075,71152
43158,71149
67834,71149
65347,71148
66424,71148
49601,71146
85373,71146
14471,71142
38801,71139
45159,71139
15357,71138
68627,71134
84080,71132
15534,71131
52337,71131
57006,71131
35652,71130
95488,71130
56131,71125
84622,71125
4481,71124
36205,71122
97801,71122
73647,71120
78558,71119
42171,71114
63440,71112
57424,71110
77871,71108
17777,71107
46763,71107
83101,71106
54161,71105
11233,71104
60803,71104
39356,71103
54135,71102
52639,71101
27050,71099
33130,71092
93621,71090.73077
93623,71090.73077
93627,71090.73077
93633,71090.73077
93634,71090.73077
93645,71090.73077
29472,71088
95619,71086
68733,71077
50222,71074
77868,71066
56633,71064
72768,71062
27923,71061
91733,71060
17814,71059
90262,71059
30072,71058
42024,71054
69101,71051
10029,71046
92507,71043
19947,71040
36280,71038
52045,71034
56510,71034
62640,71030
45715,71028
77878,71028
94603,71028
38451,71027
64448,71024
13021,71023
56757,71023
47104,71021.06977
79084,71018
18456,71017
43338,71017
60639,71011
85202,71010
53703,71007
15370,71005
48767,71005
89429,71005
46781,71001
56570,70998
50049,70997
24070,70996
28017,70994.83721
28019,70994.83721
3601,70993
60945,70993
8311,70992
56551,70992
64001,70992
56241,70991
22815,70989
25303,70988
43331,70986
30501,70985
14744,70983
58401,70982
97216,70982
30755,70981
43336,70978.33333
48832,70978
49880,70978
48034,70976
14034,70973
98632,70972
47265,70967
50142,70960
79735,70958
97341,70958
99761,70957
47042,70956
14456,70955
43606,70954
92316,70951
57634,70950
64688,70949
73739,70949
17949,70948
21222,70947
27950,70947
54751,70947
98002,70945
64701,70944
58757,70940
62691,70936
62014,70934
55734,70931
30441,70926
15840,70924
44512,70924
48617,70922
95914,70914
54207,70913
14054,70911
45879,70909
73145,70909
83854,70909
49276,70908
44708,70904
56358,70904
32343,70902
64461,70901
13454,70899
61024,70899
70634,70899
75601,70899
31641,70897
12485,70895
34994,70895
3860,70894
24066,70893
52655,70893
51061,70892
68414,70890
70748,70890
28112,70889
50603,70888
57234,70888
72774,70885
85375,70882
65202,70879
49801,70877
73539,70870
27258,70868
56548,70866
73096,70865
42301,70860
68852,70859
18446,70856
24527,70852
15078,70850
12783,70849
64723,70849
72764,70848
79745,70848
27505,70846
98616,70842
51646,70840
66609,70838
50630,70832
76365,70832
47930,70830
65473,70830
96087,70830
54821,70829
83687,70829
45614,70827
44425,70826
93437,70820
92058,70819
54111,70817
30513,70816
16822,70812
43556,70808
4411,70806
25214,70805
13480,70802
35453,70802
57201,70800
14627,70799.08696
43511,70799
65251,70799
21130,70798
56123,70797
67425,70796
71346,70796
3470,70794
21875,70793
70039,70792
70754,70792
30038,70789
58428,70789
21920,70787
33523,70787
74860,70785
35031,70783
21750,70780
13637,70777
74083,70772
35905,70771
18250,70769
36541,70769
63740,70768
62817,70760
48426,70759
62661,70758
68711,70756
17946,70755
50673,70755
54427,70754
17702,70753
7502,70751
54610,70748
29170,70747
7208,70746
19152,70746
99156,70745
45694,70744
14729,70740
62853,70740
48631,70730
25309,70729
79220,70727
68944,70726
83271,70725
62685,70724
57745,70722
99111,70722
67846,70721
73950,70721
47838,70717
73768,70713
98951,70713
50141,70712
30473,70709
26586,70708
27501,70707
44470,70701
31090,70694
45308,70692
27858,70691
37323,70687
69166,70687
37310,70686
4009,70683
59050,70683
40444,70677
76309,70676
4287,70674
59729,70671
64840,70671
48471,70669
69131,70668
35615,70664.94286
62533,70664
78938,70663
99141,70661
65068,70660
68820,70660
57474,70658
36874,70654
71941,70653
68025,70652
12974,70649
67526,70647
30648,70645
16915,70644
68502,70640
64150,70639
49303,70636
62345,70634
43767,70632
62288,70632
24916,70631
31091,70631
34287,70627
54414,70624
33904,70620
12966,70617
73761,70617
70657,70615
34473,70613
79906,70613
22980,70608
51238,70605
62050,70603
51342,70602
1420,70601
45833,70601
80449,70600
97712,70598.07143
97752,70598.07143
26865,70598
50171,70597
64077,70596
24366,70592
16423,70589
14138,70584
16373,70583
47114,70583
78073,70583
97487,70583
22460,70582
52308,70582
62468,70582
17237,70580
83452,70580
84721,70580
62543,70575
66521,70575
52072,70574
66761,70573
54525,70572
90302,70572
58072,70569
48026,70566
14150,70564
19145,70563
29075,70563
4020,70561
8021,70557
30802,70556
56085,70556
75041,70556
46065,70555
8302,70553
99556,70553
64035,70551
16137,70549
58795,70546
49760,70545
30161,70543
18518,70542
23966,70541
70583,70541
56115,70540
57330,70537
82401,70536
89821,70536
45820,70535
76689,70535
85627,70532
62626,70530
16316,70529
32046,70525
23503,70524
40342,70524
56750,70523
5653,70521
5260,70519
12745,70519
55959,70516
56164,70515
65350,70514
83338,70510
30012,70507
53094,70507
25635,70506
45784,70505
48074,70505
50038,70504
83629,70503
28904,70496
28097,70495
56072,70495
62231,70492
68713,70491
38388,70489
23661,70488
61329,70487
12411,70485
37101,70483
53816,70482
31625,70481
16342,70478
53405,70478
96130,70478
43311,70477
18453,70474
75701,70474
13901,70471
17751,70469
15610,70468
61039,70465
62823,70464
13643,70461.94667
13677,70461.94667
13696,70461.94667
46552,70460
53003,70458
32404,70455
80497,70455
33809,70453
38449,70453
49102,70452
5777,70450
46410,70450
56152,70449
27964,70448
44240,70447
56537,70447
54847,70445
56540,70445
98363,70442
62427,70440
3279,70439
4476,70439
46701,70438
18355,70437
79034,70437
89043,70436
27804,70435
23350,70434
83262,70434
83449,70432
67663,70428
21538,70427
67563,70427
49055,70425
71280,70425
41169,70423
3583,70421
14125,70421
44816,70419.30189
44850,70419.30189
44861,70419.30189
44881,70419.30189
15007,70419
58040,70418
53913,70417
13618,70412
52641,70410
54733,70409
87068,70408
83823,70405
85132,70403
33930,70400
4353,70395
13324,70395
73077,70392
61559,70388
5039,70386
45418,70386
68505,70386
49508,70385
22443,70384
65079,70384
73132,70382
49032,70376
33585,70374
61031,70371
28725,70369.83582
28749,70369.83582
28757,70369.83582
31303,70367
54201,70366
47834,70362
58231,70358
42215,70351
60458,70349
37764,70348
31909,70347
4955,70344
28393,70343
76905,70342
37862,70340
99572,70340
47040,70337
38345,70334
22637,70331
46767,70331
10462,70330
60505,70328
16311,70326
17252,70326
67028,70324
80214,70322
12749,70320
53224,70320
98582,70320
57278,70319
49339,70313
93513,70313
43316,70310
15741,70308
61433,70305.72857
61435,70305.72857
73939,70305
99624,70305
12978,70302
85533,70302
54757,70299
59875,70298
42058,70297
42044,70296
54631,70295
22824,70290
56031,70289
78117,70289
58541,70288
72137,70288
75852,70288
95334,70286
47243,70277
28467,70276
32809,70276
75020,70275
47932,70274
17815,70273
32778,70273
18321,70269
44403,70269
15087,70268
30683,70268
40361,70262
76430,70262
98852,70261.95349
98853,70261.95349
33896,70259
40272,70258
49431,70258
47542,70253
47805,70251
51012,70248
30134,70247
77612,70240
46761,70239
4493,70238
60936,70237
98402,70235
68343,70234
25404,70233
39571,70233
47304,70233
51029,70233
19113,70231
90028,70230
61743,70229
50594,70228
93516,70225
40177,70224
59758,70223
93654,70223
14775,70218
17052,70216
55385,70215
65755,70214
31063,70213
44842,70213
92324,70211
56277,70210
71233,70210
49766,70208
99330,70208
10002,70204
2639,70203
62692,70203
52584,70202
34654,70194
42503,70187
64507,70181
37187,70180
11206,70179
15646,70179
52223,70172
99683,70172
84751,70171
83227,70169.5625
83243,70169.5625
83253,70169.5625
83281,70169.5625
45830,70168
76155,70165
31061,70164
14304,70162
16914,70162
51243,70162
34116,70161
45167,70161
1375,70160
69020,70159
96713,70159
68321,70157
81504,70156
97054,70155
62673,70152
5855,70151
24185,70151
77983,70150
5404,70149
55051,70148
49329,70144
6332,70139
83845,70139
51001,70138
51357,70138
97420,70133
83601,70132.3617
83602,70132.3617
83636,70132.3617
83671,70132.3617
83677,70132.3617
31044,70130
92518,70130
30531,70129
84119,70129
30268,70128
30410,70128
27916,70125
15310,70124
64668,70123
59442,70122
56525,70121
13660,70119
75231,70119
49657,70112
84662,70111
79029,70103
76651,70098
15717,70096
28508,70095
14006,70093
83213,70093
78724,70092
50225,70090
60155,70090
54911,70087
32118,70083
81503,70083
62460,70080
95969,70078
52601,70073
80444,70072
96772,70071
28356,70066
56481,70066
23665,70064
62242,70063
48866,70056
45206,70054
63344,70054
25248,70052
28768,70051
62373,70051
4983,70049
50554,70048
32040,70047
33711,70047
27045,70046
35016,70046
43557,70045
35006,70043
53585,70043
28342,70038
45647,70038
64463,70036
84646,70035
47616,70033
57717,70033
13211,70032
46773,70030
46926,70028
27968,70027
70806,70027
70395,70026
56652,70023
14894,70022
17885,70022
96024,70021
3588,70018
15331,70018
73532,70017
76134,70007
55979,70006
27041,70004
38057,70000
43824,70000
53963,70000
66438,70000
58746,69999
73433,69999
26547,69998
70529,69998
97236,69998
29851,69996
55607,69996
91732,69994
56678,69993
23062,69992
32577,69992
84532,69991
35633,69990
49093,69989
58243,69988
35640,69985
76455,69985
90805,69985
97067,69984
23175,69983
53522,69980
55987,69975
15427,69973
66621,69970.4375
66622,69970.4375
76665,69970
53548,69968
61938,69968
68774,69968
49870,69967
19544,69963
19954,69963
73801,69962
1379,69958
4348,69957
4657,69957
41649,69955
29743,69954
68847,69954
96037,69954
53050,69953
79239,69951
17250,69948.5
17254,69948.5
17256,69948.5
17261,69948.5
17270,69948.5
33810,69946
84726,69943
54028,69937
34472,69936
46994,69936
99326,69936
76086,69934
83869,69934
84639,69934
81326,69933
18656,69931
4646,69930
4927,69925
78753,69922
25918,69921
76670,69921
66429,69918
67732,69916
13755,69915
48040,69914
66604,69913
67448,69913
4284,69912
56212,69911
15474,69909
81005,69909
47557,69907
31822,69906
77963,69906
27701,69905
64644,69905
95820,69903
62338,69902
16444,69891.5
36582,69891
24874,69887
43516,69887
67640,69884
15660,69883
35096,69883
56726,69883
17876,69882
49780,69880
62985,69880
52566,69879
59461,69877.18644
87112,69872
52170,69870
83836,69866
63383,69865
78752,69865
50599,69862
48755,69861
61234,69861
5463,69859
16210,69857
98204,69857
13069,69855
78945,69854
13416,69853
15437,69853
61919,69853
90016,69853
28306,69849
73552,69849
83301,69843
85614,69843
99670,69841
70819,69839
33015,69838
61933,69837
79347,69837
83440,69836
40045,69834
68826,69833
32570,69832
35755,69830
46124,69829
49320,69829
72416,69829
90040,69829
5739,69827
18086,69827
68033,69827
22736,69826
56223,69825
19111,69823
17120,69822.55556
14742,69819
47872,69819
68788,69819
97064,69819
61802,69818
56166,69817
45231,69816
48036,69816
61333,69814
30124,69812
83323,69812
54888,69810
67008,69810
32686,69809
51536,69807
93543,69807
30602,69805.875
30609,69805.875
30664,69805.875
98577,69800
68127,69798
68849,69797.96774
68881,69797.96774
31097,69796
32958,69796
15362,69794
16156,69794
46076,69794
72936,69794
3812,69790
75784,69790
67202,69787
13364,69785
26411,69784
62348,69784
97367,69784
45786,69782
96785,69781
31791,69780
46815,69776
83312,69772
54813,69770
44677,69766
35035,69762
79061,69761
21636,69760
52065,69760
59466,69760
52738,69758
69036,69758
49094,69756
57631,69755
12847,69752
75604,69751
36303,69748
16020,69747
30046,69747
54909,69747
12821,69743
17737,69743
27207,69742
59026,69742
77835,69740
16664,69739
48463,69739
85128,69737
67574,69736
17980,69735
26180,69735
45218,69734
46779,69734
4228,69732.31111
4234,69732.31111
4271,69732.31111
4286,69732.31111
16154,69731
75147,69727
4864,69724
75439,69721
12842,69718
16936,69716
4290,69714
77873,69714
43359,69713
47907,69710.57143
37357,69710
15925,69708
65324,69705
4614,69697
21206,69697
38650,69696
52052,69695
54983,69695
74543,69695
41667,69692
47523,69689
95206,69687
97141,69685
98404,69682
4971,69679
57472,69679
67543,69679
15027,69677
36542,69674
4259,69668
44671,69667
54512,69663
73737,69661
89426,69661
13338,69660
91708,69660
44130,69657
62418,69656
54771,69655
51540,69651
50311,69649
13803,69647
71937,69647
99830,69646
68949,69644
16882,69643
42442,69643
16662,69640
13421,69639
58367,69635
97130,69633
62033,69629
84758,69627
47274,69624
99344,69622
57323,69619
28669,69616
80827,69616
99009,69616
12865,69611
13676,69609
67360,69604
14560,69603
2905,69602
31650,69602
80612,69602
50309,69601
52760,69601
48239,69600
62903,69600
57741,69595.19231
57776,69595.19231
57779,69595.19231
57799,69595.19231
43231,69593
47848,69589
97430,69588
47833,69587
99926,69587
41102,69585
49745,69584
50150,69584
45338,69577
83211,69577
31008,69570
81091,69570
97627,69569
29118,69567
40370,69563
1031,69562
2904,69562
37040,69562
5045,69560
13656,69557
62828,69556
31565,69555
75936,69554
98225,69554
4410,69553
52657,69553
56361,69553
49847,69549
25262,69548
68933,69547
67730,69542
6256,69538
68869,69538
97439,69538
24082,69535
76649,69530
47326,69528
48807,69526
68365,69522
21740,69521
13460,69518
54921,69517
5778,69514
39201,69514
73040,69514
57362,69513
82070,69512
95936,69509
7087,69508
65641,69504
61060,69502
57249,69501
5343,69498
94704,69498
47001,69496
51048,69496
67219,69496
92544,69496
7513,69493
27574,69493
49268,69491
6053,69490
55090,69489
44805,69484
14214,69483
29666,69483
76371,69483
54624,69482
69367,69482
95215,69481
40422,69479
52354,69476
78104,69475
97741,69474
98649,69473
56601,69471
19560,69469
99771,69468
44443,69460
39427,69459
15541,69458
68631,69458
28450,69457
63531,69456
16057,69455
5060,69445
57050,69442
23970,69441
68850,69440
78552,69440
99750,69440
87579,69438
16153,69435
91906,69435
28144,69432
52210,69432
42054,69431
63037,69431
75839,69431
47421,69427
99113,69427
5667,69426
47567,69425
56120,69422
58736,69422
86426,69421
42204,69417
58250,69417
35120,69416
50484,69413
67436,69413
8346,69412
30738,69412
39503,69411
19943,69410
50633,69409
55780,69409
99033,69408
92276,69407
93453,69405
16157,69402
47340,69400
54755,69400
37909,69398
18655,69397
61437,69392
32643,69385
72173,69385
30060,69384
51521,69384
22964,69381
60455,69381
72132,69379
54425,69378
47529,69377
56345,69377
68780,69377
43351,69372
79059,69372
37334,69371
76687,69368
45855,69367
72015,69360
13163,69359
70403,69358
23230,69352
49866,69352
10037,69346
75633,69344
82244,69341
67675,69336
18445,69334
98362,69333
31823,69332
56436,69332
50450,69331
80480,69331
32738,69327
45723,69325
53580,69325
32210,69323
63540,69321
83218,69321
18851,69319
46772,69318
35118,69316
53920,69316
80131,69315
67628,69314
17581,69313
44890,69310
18087,69309
53948,69305
68957,69303
12086,69301
54174,69297
57057,69297
12764,69292
54220,69291
33314,69290
44095,69290
15681,69288
16925,69285
83261,69285
3752,69283
55767,69282
18661,69281
36313,69281
72419,69277
49749,69276
52001,69276
16621,69275
31525,69273
69357,69273
96027,69272
25434,69269
54829,69267
81649,69265
44652,69262.63636
8861,69262
76710,69262
16611,69261
56470,69257
58436,69257
12815,69255
56360,69255
56149,69253
75125,69251
40143,69249
49660,69249
46180,69244
68771,69244
18519,69242
95714,69240
73135,69239
4951,69237
14869,69237
38547,69235
99639,69235
52620,69234
63473,69234
56283,69231
98831,69228
95932,69226
16631,69225
77568,69225
25305,69223.58333
57475,69223
57380,69222
83202,69222
79311,69221
4938,69215
61727,69215
32409,69214
59802,69213
47863,69212
43130,69205
66958,69204
49807,69202
62220,69202
15931,69200
79345,69200
59635,69197
68040,69196
43111,69194
14445,69192
71063,69191
61472,69188
37890,69187
73134,69186
76950,69184
4761,69183
4063,69180
15728,69180
68846,69179
38023,69178
89406,69178
52658,69177
15616,69174.06154
15621,69174.06154
15625,69174.06154
15691,69174.06154
15693,69174.06154
29841,69173
83322,69172.23529
83337,69172.23529
83354,69172.23529
17853,69170
28609,69169
62694,69168
4073,69167
39766,69164
76077,69163
63541,69162
14532,69161
17941,69159
74074,69159
48186,69158
75642,69154.97297
3235,69149
29373,69149
43939,69148
46542,69147
77306,69144
37186,69143
67156,69143
64469,69139
95007,69139
19940,69137
33972,69137
33868,69136
76629,69136
78873,69133
72374,69128
62650,69127
56034,69119
13795,69117
18512,69116
49855,69113
54611,69110
68112,69107
3263,69106
51638,69105
42038,69099
77483,69099
49818,69098
62893,69096
75150,69096
83864,69094
76031,69093
41168,69091
62571,69090
24441,69088
76908,69086.55556
76937,69086.55556
76939,69086.55556
76940,69086.55556
76949,69086.55556
76957,69086.55556
23952,69084
39358,69080
38456,69078
62818,69078
98541,69078
63555,69077
68406,69076
42351,69075
4363,69073
96121,69070
82240,69069
97220,69069
70546,69067
16655,69066
14220,69065
70462,69065
43077,69064
52576,69063
75164,69062
27909,69059
14822,69058
30016,69057
18610,69056
37160,69053
59934,69051
63102,69050
16693,69049
28618,69049
62336,69044
62462,69039
75692,69039
57446,69037
82214,69033
47929,69032
29682,69029
13156,69027
15122,69027
57461,69023
73717,69023
56136,69022
38313,69021
72845,69018
58562,69017
14859,69016
6108,69005
14821,69005
99763,69005
95977,68999
18465,68998
68404,68996
13440,68995
77090,68995
79372,68987
62530,68984
12822,68983
53172,68982
49045,68981
15147,68980
74820,68980
36558,68978
61942,68974
73626,68973
50666,68972
17257,68971
52551,68971
16652,68968
35739,68967
38580,68967
45851,68966
70394,68962
78741,68962
1550,68960
12912,68959
43570,68956
69163,68953
17836,68952
44615,68952
63056,68949
17266,68948
48701,68948
33716,68947
87823,68945
23228,68944
75169,68944
55912,68941
50598,68939
57328,68937
73446,68937
67204,68936
54408,68935
