zcta,mean_income
37140,115063
1862,115061
3224,115056
3801,115049
60410,115048
2379,115034
48044,115018
37228,115000
92587,114998
63826,114995
12850,114977
33486,114972
48397,114965.5294
4108,114959
7480,114955
80128,114946
44264,114943
87048,114942
60051,114912
11757,114890
76657,114889
8034,114885
5152,114881
22303,114880
55322,114862
61517,114859
11694,114854
35757,114845
12564,114836
54155,114836
1801,114822
3079,114814
98070,114785
90712,114755
19027,114753
1462,114751
19406,114751
85234,114694
37919,114689
6855,114687
46123,114677
67142,114676
56288,114668
95682,114665
33414,114660
30324,114641
33132,114636
48116,114617
33706,114601
40223,114595
75204,114592
83702,114580
21117,114543
57005,114538
36052,114520
58783,114504
30149,114482
3779,114472
43209,114469
95405,114468
84043,114462
2019,114449
93444,114415
40222,114411
77096,114411
95254,114403
58460,114395
91355,114384
54942,114374
97137,114367
55445,114363
90620,114335
60655,114333
61736,114285
53598,114269
3748,114267
50531,114266
8857,114264
97124,114264
76054,114256
39841,114247
80487,114243
36879,114232
75089,114203
53153,114194
58849,114161
6249,114121
5494,114104
12008,114075
49083,114046
77407,114046
2881,114045
58503,114038
21009,114032
81210,114024
2364,114011
46385,114007
96145,113998
95220,113988
18932,113964
20632,113931
14221,113912
32903,113906
95693,113906
97119,113906
8533,113903
20781,113900
18054,113893
20879,113893
2633,113885
49315,113884
21113,113858
91745,113820
4863,113810
67416,113800
7826,113794
2141,113792
8243,113789
77498,113789
8051,113785
6232,113779
77994,113779
98327,113773
61447,113768
92336,113762
92532,113762
47725,113761
22191,113757
44321,113757
7874,113754
3873,113730
98232,113717
85142,113695
91316,113694
63144,113692
48367,113690
3777,113685
41017,113680
97062,113680
95721,113679.8571
95724,113679.8571
40205,113676
80228,113672
21657,113669
3824,113665
18066,113664
12409,113654
33066,113653
22747,113650
5495,113637
12563,113636
73544,113616
85641,113613
80920,113599
90504,113578
97202,113578
1583,113576
53158,113571
2715,113561
43112,113557
55309,113528
30189,113519
7840,113503
21286,113501
13063,113499
19475,113498
80754,113486
84117,113473
3221,113466
42273,113464
60083,113456
6390,113454
25304,113451
67422,113448
94561,113436
64081,113432
80906,113430
4917,113428
96822,113423
5473,113397
12549,113383
55328,113381
34685,113377
58642,113370
15632,113366
77581,113360
60156,113346
1507,113344
66503,113344
5053,113326
6339,113326
59634,113326
40056,113321
7663,113316
53022,113314
4852,113302
58773,113302
58049,113297
33455,113292
30252,113286
30101,113278
34101,113276.0476
34140,113276.0476
34141,113276.0476
4032,113274
8887,113271
17519,113270
70739,113263
77565,113259
43220,113242
73659,113241
98407,113185
34238,113181
68034,113175
84045,113175
76571,113159
10517,113150
85395,113146
77830,113143
58008,113137
94951,113137
27612,113119
4030,113099
8823,113099
84040,113097
13469,113073
62712,113070
14814,113068
1468,113042
96819,113042
7027,113025
18045,113019
7010,113016
2648,112986
94580,112983
62269,112975
93312,112966
95409,112960
83287,112955
30115,112947
93907,112939
36093,112937
73736,112920
2879,112904
60530,112899
85340,112884
2675,112881
11779,112880
76016,112879
84749,112869
90065,112869
8620,112862
78259,112859
76210,112857
19510,112856
8863,112841
95410,112835
16415,112825
46311,112797
28673,112780
99712,112780
50124,112776
80926,112771
65246,112765
96850,112753.9091
96853,112753.9091
96857,112753.9091
96859,112753.9091
96860,112753.9091
96863,112753.9091
15317,112749
99790,112742
60002,112737
97215,112734
45202,112726
92612,112701
55601,112695
33813,112678
70030,112665
22713,112664
2643,112651.8529
2651,112651.8529
2669,112651.8529
96762,112650
80504,112635
6424,112598
7828,112598
2171,112567
53150,112560
1033,112557
63061,112556
6026,112553
91202,112551
21014,112530
98383,112529
61535,112521
82009,112511
67002,112506
52341,112474
22971,112472
15615,112445
3849,112443
46038,112425
14170,112420
48118,112398
76208,112395
19540,112393
27562,112389
92584,112383
87531,112377
48187,112364
22623,112342
34638,112340
52722,112335
14478,112314
6479,112313
8721,112308
1536,112284
7852,112261
93551,112259
60532,112251
6416,112248
73571,112247
66546,112240
60431,112223
91916,112221
3044,112215
75219,112212
46167,112208
22972,112204
85012,112197
90506,112169.4
53558,112161
80424,112149
32258,112137
33470,112126
94514,112124
77464,112123
98022,112118
68512,112105
80534,112099
93455,112082
22920,112077
70769,112073
10923,112071
2825,112056
93004,112045
2864,112041
68154,112040
4258,112039
6061,112037
75166,112036
70743,112035
77554,112034
68357,112025
1561,112011.0455
3062,112011
38066,112010
1534,112009
1469,112004
27023,112001
48362,111998
92107,111990
99517,111971
32820,111967
12581,111958
18930,111940
77009,111926
53089,111919
55369,111903
75495,111888
12494,111875
21813,111863
55373,111861
3864,111854
85658,111834
90404,111833
3106,111796
55124,111781
95425,111779
6469,111776
18031,111765
61853,111747
1527,111725
44026,111711
34787,111696
2718,111691
55065,111690
54313,111688
2540,111686
91506,111681
58480,111672
56534,111661
82941,111643
76247,111639
99705,111632
34212,111624
90740,111622
7843,111616
60541,111606
33037,111594
89449,111593
11366,111591
89815,111590
22901,111586
98126,111563
12106,111556
30642,111550
55409,111542
89166,111538
1523,111532
10998,111532
55319,111526
49777,111495
62025,111485
93042,111471.0952
93043,111471.0952
93064,111471.0952
75098,111469
19119,111458
1474,111455
52156,111452
6906,111450
8732,111445
36532,111443
20106,111433
11944,111428
20659,111420
98250,111419
13081,111418
23662,111406
61849,111406
89012,111402
93035,111385
26590,111375
98282,111364
38103,111351
80136,111328
11964,111314
83277,111314
8527,111308
18062,111307
5353,111306
87506,111274
48307,111260
33071,111238
8108,111237
45068,111237
98272,111223
6413,111214
20711,111164
69023,111155
55011,111154
50055,111146
27104,111145
54850,111141
7732,111129
12158,111128
18708,111108
11360,111102
53170,111100
87025,111089
47519,111082
23060,111081
31308,111074
28210,111063
11575,111060
95230,111029
93720,111026
32459,111023
98178,111015
6455,110999
91104,110991
63303,110989
99203,110984
35749,110978
77578,110977
18335,110952
69039,110950
62638,110946
11362,110938
92019,110938
67215,110932
22911,110927
20186,110925
51054,110917
20024,110912
52333,110904
90631,110897
8904,110890
28594,110890
90746,110887
2351,110883
90027,110881
29487,110878
6763,110867
91040,110860
2702,110853
32949,110833
5648,110822
4613,110802
15101,110800
63119,110800
80536,110774
10921,110763
54173,110757
99685,110757
3045,110754
66061,110745
6021,110743
22304,110743
28581,110733
96755,110729
91773,110726
19806,110725
48094,110707
59483,110693
11952,110685
6854,110667
2852,110651
6254,110647
20751,110647
33134,110623
33472,110623
94577,110620
58377,110616
1966,110614
44065,110607
59803,110600
87043,110597
35758,110556
87939,110554
2858,110541
77968,110538
48315,110536
1007,110535
28682,110533
32952,110519
92647,110513
11772,110504
6250,110501
5489,110496
21919,110486
17543,110475
10992,110460
78652,110450
55804,110448
84071,110446
60005,110433
96731,110431
55316,110412
96797,110399
21676,110395
45053,110389
21653,110380
7878,110376
95242,110359
60076,110329
10958,110324
49306,110319
15377,110308
98346,110304
75202,110301
58441,110300
6375,110298
18942,110295
12566,110282
75252,110274
95648,110261
55024,110255
12527,110252.85
12530,110252.85
85609,110252
33928,110250
19543,110229
90743,110218
2762,110213
50063,110198
48357,110190
18411,110177
5161,110172
18372,110166
1611,110153
24083,110151
58078,110144
15237,110136
64145,110133
30224,110127
91752,110120
7657,110113
1267,110092
45350,110047
58831,110042
99352,110006
68382,109983
17952,109978
46783,109960
60084,109949
77571,109948
93420,109941
1039,109940
10314,109918
76524,109908
21645,109898
98292,109898
53528,109890
45883,109887
21052,109883
11234,109876
26508,109869
62065,109869
32317,109860
92123,109851
37037,109848
6109,109841
8224,109780
95687,109777
30265,109773
56554,109771
8217,109770.3333
8240,109770.3333
8246,109770.3333
8248,109770.3333
3874,109769
17535,109768
2145,109757
94559,109756
58640,109751
45363,109750
48820,109738
57075,109734
58327,109729
37171,109726
56594,109711
80241,109708
17015,109699
12420,109674
80466,109674
44012,109667
56331,109657
19701,109649
27712,109635
23102,109628
8060,109619
48316,109610
8002,109609
77876,109609
3782,109601
906,109598
3911,109592.5
99179,109584
55437,109566
20904,109558
43031,109558
33544,109557
51576,109538
41075,109536
50622,109534
16110,109532
20678,109529
11719,109507
10026,109506
53561,109494
97227,109494
46220,109485
60151,109481
21624,109480
75007,109456
80031,109451
87008,109449
73646,109441
13034,109435
22733,109434
87501,109425
58475,109410
19014,109389
70453,109387
68132,109369
30316,109366
25443,109359
73026,109357
32224,109353
6379,109350
25314,109349
56236,109346
14450,109344
50021,109336
45853,109335
20724,109334
2338,109332
81645,109329
5072,109321
92567,109319
8090,109317
20794,109311
74012,109309
33602,109306
75023,109304
98443,109301
62693,109291
46765,109288
46375,109276
92117,109276
6357,109272
12184,109271
20886,109240
35080,109226
75010,109217
95614,109205
68516,109193
7031,109184
74105,109173
76832,109169
52203,109163
8014,109147
60542,109137
46543,109136
20776,109135
55087,109109
56249,109108
32803,109092
1906,109091
2832,109074
55110,109072
20674,109057
2916,109045
2190,109040
43026,109014
92591,108999
1257,108997
2072,108995
22701,108988
66043,108981
22602,108978
30322,108973.2222
30332,108973.2222
30334,108973.2222
30336,108973.2222
10970,108973
47022,108972
97007,108969
70809,108944
60014,108930
33176,108922
98249,108916
5655,108907
90638,108907
93928,108901.8636
93943,108901.8636
11216,108890
55717,108890
94605,108881
47386,108878
68940,108874
12725,108869
2638,108863
58233,108862
7603,108858
1452,108850
3890,108839.8462
43324,108831
20687,108826
78608,108826
13215,108812
11361,108796
8735,108795
17349,108792
12603,108789
20634,108781
64654,108781
3462,108779
77388,108777
30317,108772
98560,108757
32092,108754
58430,108752
75238,108747
23430,108745
2822,108738
12185,108730
58801,108716
70729,108682
97004,108677
6067,108675
7035,108673
84324,108672
29072,108667
77845,108667
65279,108662
37010,108652
11413,108650
98374,108648
2857,108642
80102,108636
18707,108634
53711,108627
48371,108620
31047,108618
92101,108606
27511,108599
79424,108591
11520,108589
52206,108581
6405,108578
4043,108571
58481,108570
40241,108565
52003,108555
44087,108553
21090,108539
89129,108539
99360,108529
63385,108526
49426,108522
61704,108505
32223,108501
30126,108499
22026,108497
99574,108484
85226,108480
89178,108479
6716,108477
33966,108472
53555,108464
98675,108464
62034,108462
39047,108461
37772,108456
4444,108440
65729,108437
94591,108436
1373,108425
1464,108424
56071,108414
78610,108413
5660,108408
7850,108406
96730,108406
20707,108402
96740,108393
55019,108389
52317,108386
61478,108382
32578,108381
33139,108377
98329,108376
85355,108344
91740,108343
93636,108334
25843,108332
80302,108331
2670,108312
23457,108304
68059,108304
43551,108283
55379,108282
61812,108281
6335,108273
61284,108273
34288,108257
6510,108246
8319,108230
8324,108223
23011,108220
12590,108212
20912,108211
44406,108202
53151,108192
76177,108188
32751,108187
53505,108184
47613,108181
1436,108172
40515,108170
98205,108169
29681,108166
81615,108164
19146,108126
17601,108120
80648,108109
11209,108104
18073,108090
44718,108088
11784,108087
4069,108086
85737,108085
54209,108075
71106,108070
14475,108052
58856,108050
8554,108043
8829,108043
64018,108043
21208,108041
51343,108034
70448,108033
1036,108024
20764,108021
33070,108019
43571,108018
10009,108017
30548,108016
61274,108013
30259,108009
2646,107996
3908,107992
4642,107965
61862,107964
3234,107956
48359,107952
8817,107950
18055,107945
50861,107927
23139,107923
12123,107912
75206,107893
8004,107889
2813,107888
89011,107868
95829,107864
48455,107858
11980,107856
44280,107856
64062,107855
12567,107843
50312,107838
11726,107831
77493,107826
1522,107824
98946,107824
12518,107819
92344,107818
22408,107813
19403,107812
36553,107812
95429,107811
8050,107802
22712,107802
10537,107796
78004,107794
3580,107782
98258,107772
33776,107765
81426,107741
49525,107739
40347,107722
91724,107707
21635,107700
23690,107698
22485,107695
54548,107694
23432,107684
55956,107684
12812,107673
95567,107669
97211,107669
73016,107658
70763,107651
10311,107648.75
12487,107648
21798,107648
56003,107648
18972,107641
27235,107619
95524,107616
2667,107612
59531,107609
88344,107584
31328,107571
23347,107567
48438,107561
63783,107557
3819,107549
64086,107549
95677,107541
41503,107535
40509,107533
44028,107515
78748,107501
54127,107500
62950,107487
8859,107477
12018,107477
46112,107476
85016,107470
95627,107467
77365,107466
8837,107464
17407,107463
5037,107448
10988,107444
1037,107438
21085,107428
17562,107416
43074,107411
7712,107405
66849,107397
95970,107393
32951,107389
23409,107384
8088,107378
30506,107378
53126,107358
98236,107353
76073,107343
87047,107340
13413,107338
77505,107332
84097,107326
23454,107324
23084,107315
95045,107307
7071,107299
85207,107296
15376,107266
55358,107257
93664,107255
19056,107238
76638,107235
85640,107228
60417,107226
56274,107221
50624,107213
12118,107193
88038,107183
48439,107182
89436,107179
98625,107179
12724,107177
5477,107168
58431,107164
53213,107162
95831,107162
10922,107148
48430,107148
55045,107143
55398,107140
78108,107137
77904,107128
85233,107121
34216,107119
22306,107112
11379,107104
10710,107101
20616,107072
11553,107060
33325,107055
85934,107051
11422,107049
66948,107045
50073,107044
19518,107042
95943,107035
11105,107029
24536,107016
21702,107015
80549,107007
24137,107006
97759,106997
94579,106996
63332,106990
28244,106988.25
28280,106988.25
28282,106988.25
91791,106981
68361,106966
14610,106962
19040,106953
29572,106948
6016,106935
29412,106914
95655,106913
67035,106898
53118,106874
32579,106869
6614,106866
23651,106860
23109,106856
60504,106853
31410,106843
7508,106833
61547,106832
68037,106815
58057,106811
44256,106809
21842,106806
53527,106805
45388,106800
20110,106799
11357,106791
79532,106784
6750,106783
61466,106783
32819,106777
61073,106754
98058,106748
58838,106735
55301,106726
60136,106724
58006,106707
1259,106691
4625,106688
61372,106668
68314,106660
99540,106657
98051,106648
78007,106646
59467,106640
21228,106625
84325,106621
26038,106611
4537,106606
56111,106604
55025,106597
7064,106581
55344,106579
97408,106575
11542,106545
55352,106543
95228,106521
53021,106520
43438,106513
15364,106508
55003,106499
92831,106494
95366,106485
77095,106478
94544,106466
99669,106461
78013,106440
79706,106435
59077,106433
2131,106423
61732,106409
49653,106403
29715,106391
70047,106390
99223,106385
97343,106382
4066,106357
71950,106348
84315,106345
59015,106331
83422,106331
96148,106323
6095,106308
32550,106297
98036,106289
17112,106282
93401,106280
35751,106278
12418,106268
83810,106264
58784,106249
60141,106240.6
76272,106237
94130,106234
95023,106234
1913,106197
48462,106194
54927,106191
92866,106179
10963,106162
54212,106159
19123,106137
32080,106136
74037,106136
55450,106129.1429
55455,106129.1429
55150,106126
91324,106124
21074,106116
22407,106100
77469,106095
43540,106082
33618,106081
50035,106073
73150,106067
97063,106048
58241,106046
46540,106042
12132,106034
60172,106003
8011,105992.3537
8064,105992.3537
8074,105992.3537
8095,105992.3537
54944,105987
95691,105952
50072,105949
10976,105938
93022,105935
1952,105930
77447,105925
2828,105923
77880,105915
12521,105913
19440,105913
27312,105913
97070,105897
79121,105896
90305,105892
7439,105887
74008,105887
29601,105882
35808,105870
80435,105869
14052,105868
50266,105829
4038,105822
60301,105811
95356,105809
80463,105784
35216,105782
83353,105781
24018,105779
29439,105779
49234,105757
58566,105750
22578,105739
27808,105733
55733,105720
99801,105707
75447,105697
30708,105695
48023,105679
63126,105679
32709,105671
40514,105668
8561,105660
53515,105659
60185,105647
4050,105637
52570,105633
12117,105631
49670,105621
36115,105620
58580,105616
59057,105608
58854,105595
21901,105593
30542,105593
5031,105591
90807,105590
78663,105578
55360,105558
95569,105553
11427,105540
35053,105537
7003,105513
33434,105512
50023,105512
44844,105509
95758,105509
6795,105504
12053,105482
11414,105479
2631,105470
92555,105464
11763,105460
76001,105452
81435,105452
8350,105443
84081,105442
89510,105436
82335,105435
15006,105434
84780,105421
82832,105416
47925,105405
43566,105402
80303,105399
17322,105389
93651,105369
84314,105349
60053,105348
38672,105343
4684,105342
80511,105335.2667
80532,105335.2667
80544,105335.2667
68058,105333
75075,105314
19054,105309
68419,105308
16059,105295
21625,105275
25251,105274
3848,105257
2368,105255
36013,105244
11218,105235
4236,105234
85044,105192
64158,105181
4573,105167
27012,105165
23455,105159
60449,105154
41007,105145
8097,105143
44131,105143
77566,105142
12512,105135
49316,105121
15057,105105
21231,105099
44024,105085
6794,105074
61378,105071
8752,105065
97224,105065
92211,105064
3281,105052
61936,105045
90814,105033
28763,105030
13159,105022
83809,105021
6901,105017
28079,105017
1240,105004
78414,104999
92706,104993
7012,104991
73179,104987
78024,104987
30082,104986
78660,104978
27503,104977
60517,104968
48350,104967
21788,104951
35824,104946
75117,104945
90034,104934
95122,104931
13808,104927
37408,104925
48334,104918
94108,104918
98925,104914
28204,104908
2453,104896
12545,104894
28105,104894
53185,104894
10926,104889
21701,104887
73654,104886
92122,104885
7660,104878
5452,104877
22311,104877
77002,104876
1010,104869
97369,104869
97213,104868
4355,104859
61325,104851
43519,104847
80611,104838
3905,104837
12140,104837
29650,104833
78152,104826
17033,104812
18011,104810
12553,104809
14486,104767
23140,104767
64480,104764
8081,104760
94709,104760
25535,104757
49051,104746
1542,104738
89523,104737
43235,104731
76131,104731
73041,104729
58762,104720
95357,104711
75762,104709
2790,104708
38004,104704
58521,104693
30276,104691
53104,104683
90745,104677
66944,104676
79777,104671
6417,104669
5674,104667
41055,104652
43334,104643
48072,104642
89179,104641
80925,104617
21791,104612
40013,104608
19127,104604
53132,104599
96708,104598
37213,104596.4
37240,104596.4
37243,104596.4
37246,104596.4
61844,104592
12583,104583
37932,104583
95602,104583
52748,104582
21224,104581
55313,104565
11415,104554
5154,104549
72340,104549
48848,104544
58792,104540
55388,104526
6385,104517
32940,104517
12491,104501
32937,104501
65630,104500
21713,104481
49115,104477
75189,104471
97223,104461
91206,104456
18915,104424
11102,104415
65262,104407
5084,104392
85396,104392
35748,104391
19044,104385
8203,104376
11205,104376
18415,104367
83646,104342
12147,104334
23141,104332
85024,104316
87508,104314
58251,104308
11749,104304
2536,104302
99752,104297
27929,104296
3258,104290
45002,104288
49095,104286
77375,104275
46181,104268
96756,104263
80117,104251
65075,104250
12589,104246
21904,104244
20705,104223
21659,104221
61615,104219
2346,104210
3063,104206
38651,104201
54113,104198
91351,104190
50237,104185
95993,104184
51631,104176
37075,104158
94572,104145
34219,104136
34637,104136
11727,104134
98396,104122
12831,104113
62432,104112
50240,104109
76049,104093
1253,104090
60188,104083
84010,104080
8223,104074
60007,104073
79040,104069
10306,104057
19504,104053
49087,104051
3444,104044
4612,104036
43212,104032
60148,104032
98370,104030
34289,104028
28012,104024
19468,104015
85213,104014
35209,104012
81237,104010
8724,104006
8805,104005
22508,103991
51645,103991
11228,103981
13740,103977
98323,103976
7095,103968
7882,103959
36568,103950
97217,103943
33611,103942
81225,103941
8753,103940
91608,103937.1667
13039,103937
65541,103924
49460,103921
8846,103919
6518,103915
15562,103915
66072,103913
53719,103912
56629,103909
60544,103901
67341,103899
33182,103895
7885,103889
45233,103868
55330,103867
2152,103864
40152,103855
54423,103855
22643,103847
89423,103832
53532,103791
48191,103785
66542,103782
19808,103780
68072,103780
96125,103776
58772,103774
95337,103772
28741,103764
1826,103762
68766,103752
96746,103752
43739,103747
68317,103743
17329,103738
98360,103737
6058,103727
30080,103724
37221,103715
22737,103714
93003,103695
23015,103688
21780,103686
95452,103682
77807,103679
45742,103674
32806,103667
74011,103664
78676,103645
57033,103644
14072,103643
14085,103632
97145,103630
41001,103628
12029,103616
11701,103615
5468,103614
23832,103614
11364,103613
55018,103603
95646,103598
89440,103595
32309,103593
92585,103591
13651,103590
48154,103589
99653,103587
67030,103574
32169,103561
45869,103558
49406,103550
24551,103548
34241,103543
8821,103541
51548,103541
98208,103537
1068,103528
48165,103513
16345,103507
97701,103507
57759,103505
58750,103504
96793,103502
28127,103491
78633,103485
21779,103484
75503,103484
56442,103483
60559,103483
31005,103480
78757,103468
98596,103462
2777,103446
85087,103443
15764,103441
8067,103439
60056,103433
19453,103429
2841,103426.8136
21758,103425
95017,103423
75779,103413
33040,103409
98328,103403
23452,103400
21158,103397
19730,103378
36555,103365
78254,103344
1904,103340
47122,103339
98125,103336
79789,103321
77583,103319
51242,103310
23321,103305
95776,103282
77044,103280
37302,103279
75756,103270
46791,103261
49130,103257
92028,103250
91016,103244
60935,103227
12480,103221
79097,103217
58278,103215
67515,103212
5751,103207
53574,103206
14086,103198
53069,103197
70130,103197
61568,103186
60462,103184
31324,103183
76712,103178
15071,103177
2564,103175
1057,103164
47143,103160
66409,103160
61742,103154
76179,103148
76252,103127
61114,103122
1077,103111
90502,103098
68301,103055
59715,103053
49071,103052
85215,103048
22728,103046
2878,103025
93653,103013
8322,103003
3455,102994
6002,102991
33921,102991
12859,102990
20664,102990
46748,102983
12918,102974
57052,102972
3226,102968
48346,102960
97011,102955
7822,102950
12569,102945
32801,102943
99762,102943
73762,102940
53718,102936
17363,102931
58741,102921
44136,102920
98604,102913
61428,102907
6263,102899
48837,102894
21776,102883
95236,102880
50609,102877
53531,102862
67067,102862
6483,102851
22640,102843
23188,102843
52624,102840
45152,102834
90755,102832
46164,102831
58323,102820
55122,102810
55080,102803
54836,102800
57702,102797
81224,102796
82060,102794
53507,102787
25082,102784
24467,102772
58781,102761
95112,102761
98513,102753
73089,102740
83425,102737
52038,102734
64734,102722
33931,102705
55435,102703
3875,102699
65032,102696
53521,102684
41080,102679
59430,102675
1752,102669
58721,102661
98406,102646
80482,102645
27713,102628
21703,102623
35054,102616
2830,102615
32934,102615
77069,102610
5673,102609
95111,102605
95320,102601
55014,102597
15321,102595
14526,102591
16113,102589
47975,102589
95938,102587
98001,102586
54171,102579
2896,102577
28447,102545
92377,102541
95620,102541
1075,102535
17026,102532
77651,102529
63034,102526
7606,102516
10805,102512
47551,102497
2322,102493
45430,102490
12440,102489
75208,102480
75126,102473
54003,102461
1501,102445
89149,102435
4553,102434
97843,102428
57766,102419
94599,102411
58572,102407
57055,102405
91790,102405
10552,102401
95010,102400
58277,102395
84013,102393
12578,102376
43342,102367
96791,102361
23323,102358
70393,102358
55339,102356
54471,102348
2659,102335
45681,102334
97132,102329
45247,102325
95316,102322
92882,102320
12786,102318
95720,102308
79324,102300
12164,102298
2814,102293
92056,102293
57477,102279
18106,102277
61321,102274
44685,102265
51036,102261
20139,102240
27040,102237
78634,102233
21157,102228
97489,102228
17339,102225
48356,102222
60555,102218
97123,102215
62954,102205
84414,102203
29585,102202
30127,102202
75471,102198
3241,102196
30341,102195
33621,102195
6065,102185
17007,102179
53211,102175
58718,102175
55303,102170
21829,102163
66049,102162
76060,102159
70637,102156
63055,102155
2188,102154
75173,102149
33185,102148
30087,102139
97841,102122
90747,102118.9048
6370,102118
1518,102116
80447,102115
89074,102113
94541,102112
2764,102111
5455,102093
3071,102088
12924,102082
90501,102061
4079,102059
13041,102059
2539,102054
29910,102051
76002,102042
91325,102036
70774,102034
77057,102033
77339,102029
11420,102028
7077,102022
60154,102022
55431,102018
99756,102018
22611,102016
90010,102014
1002,102003
12486,102001
97530,101995
42452,101993
20906,101987
59318,101984
58490,101981
98373,101980
19053,101979
1342,101957
28804,101955
33428,101949
71441,101948
91780,101947
19520,101945
11798,101943
46256,101939
20706,101935
77622,101935
58523,101934
55779,101933
53705,101932
2809,101929
18964,101927
21647,101925
92110,101923
1255,101922
64154,101910
6782,101909
48104,101891
1844,101885
92116,101866
1034,101860
5458,101860
58725,101856
95497,101855
4562,101847
30114,101847
18970,101833
11412,101822
99743,101822
10310,101813
7419,101812
22976,101801
60194,101799
78113,101799
80237,101789
48005,101784
1038,101782
97208,101781.1515
96766,101779
58479,101774
1030,101772
91304,101768
1860,101766
74132,101752
12154,101747
84317,101737
80525,101734
66050,101732
30188,101727
23024,101723
22903,101719
5354,101712
8016,101712
30067,101700
60934,101700
26293,101693
12015,101686
1504,101684
5462,101684
50643,101678
61240,101674
99547,101656
84062,101654
55308,101643
95330,101641
81524,101639
12459,101624
75154,101622
93723,101621
5148,101618
73562,101618
98271,101613
97201,101606
48734,101599
76655,101598
46304,101597
60941,101597
98274,101593
3754,101592.72
28411,101589
20675,101583
15139,101574
53168,101560
8089,101558
15658,101557
7462,101555
1005,101548
84054,101546
84087,101536
76955,101533
59243,101526
50219,101504
80809,101503
95436,101493
48451,101477
23692,101476
24569,101474
62216,101464
80451,101455
80215,101429
53024,101427
13301,101424
17505,101412
45827,101402
23115,101395.7143
23160,101395.7143
23163,101395.7143
23173,101395.7143
23187,101395.7143
62554,101395
3261,101376
53119,101370
72057,101364
48335,101345
19474,101336
55155,101332.6129
83127,101331
78727,101330
12067,101324
64443,101322
52241,101320
62294,101302
4856,101300
84032,101296
82050,101294
5769,101287
12524,101280
31210,101278
80603,101271
23830,101269
49085,101267
55320,101267
23111,101261
70005,101259
80264,101251.2
80293,101251.2
80294,101251.2
32765,101251
76845,101251
2170,101246
89113,101243
64060,101239
1236,101238
96813,101231
99008,101223
14625,101222
55079,101221
58104,101215
19711,101214
5736,101211
92305,101201
66210,101198
51546,101196
27609,101186
92057,101184
60096,101181
78963,101159
12075,101151
92084,101144
6365,101133
19958,101109
98580,101098
60040,101096
52002,101093
88253,101085
27958,101082
12020,101075
10704,101070
49009,101065
76566,101063
29907,101029
77302,101024
98686,101021
61411,101011
37405,101007
1096,100999
22840,100994
94931,100991
58332,100985
14870,100974
60421,100971
17509,100958
55405,100958
8758,100948
8731,100942
12804,100937
94612,100936
50327,100933
12814,100930
97304,100927
6778,100926
56580,100920
77808,100917
98023,100910
53529,100896
32072,100890
15347,100874
77068,100869
84334,100869
2191,100868
8518,100867
10596,100864
49453,100857
84024,100855.3171
80517,100855
73170,100854
62062,100851
96728,100849
58559,100846
98516,100842
18612,100839
44839,100837
97209,100830
77611,100826
76462,100819
37375,100818
85020,100818
2644,100806
48169,100803
99709,100803
33545,100791
14226,100785
30183,100784
91321,100770
3809,100767
76102,100760
95076,100749
91710,100746
93313,100746
8361,100733
95209,100730
95361,100728
43062,100727
53523,100725
79739,100715
14580,100710
15102,100710
85747,100709
23314,100707
21841,100703
79046,100698
6331,100687
48065,100684
63132,100684
91978,100683
78418,100679
8609,100678
25139,100671
37153,100668
5403,100665
8323,100662
21840,100659
96719,100644
86305,100642
18969,100641
60552,100634
67053,100622
97045,100617
10801,100614
1588,100586
46538,100581
55443,100575
97371,100575
58238,100563
22041,100551
62613,100550
8755,100547
41094,100542
57312,100537
50214,100532
55108,100530
93536,100527
1835,100522
46204,100517
48050,100504
98221,100495
34677,100486
85250,100478
44887,100473
10919,100462
3084,100460
99613,100442
97134,100437
80019,100434
33062,100429
57024,100428
2842,100423
54947,100423
75114,100419
87113,100415
60070,100398
58636,100385
32732,100379
45459,100379
41033,100377
98367,100367
8094,100348
53031,100322.2877
48096,100311
92040,100308
6334,100305
95401,100301
14543,100292
21757,100282
56011,100272
59258,100268
95959,100264
25414,100262
34771,100259
16035,100258
22546,100254
7033,100247
35124,100239
73078,100230
55118,100219
95973,100204
45409,100198
11950,100190
58712,100186
36578,100179
97370,100171
78154,100169
12538,100155
28027,100151
48079,100147
3865,100141
32669,100139
37360,100139
17321,100136
61418,100134
27006,100119
80640,100113
22639,100112
97002,100091
84113,100085.1364
84180,100085.1364
63129,100083
62975,100077
20018,100067
61738,100065
80829,100065
98802,100063
7863,100056
23967,100054
98446,100046
17951,100040
53086,100035
58654,100016
43780,100012
47866,100002
55074,99988
1757,99985
19001,99983
98371,99982
89143,99974
18064,99937
29407,99927
56517,99927
55092,99925
60625,99924
43528,99921
29909,99910
94124,99905
33304,99896
53516,99895
16037,99894
6242,99891
53181,99889
81507,99887
34120,99886
92678,99882
51575,99874
61550,99867
70783,99866
68428,99864
56044,99863
17360,99862
99645,99861
61873,99857
51561,99848
49282,99847
98380,99843
96781,99829
44124,99828
2382,99820
2576,99819
79758,99803
18353,99800
12116,99798
21917,99798
12508,99795
39157,99795
62671,99792
68979,99792
67120,99791
33543,99790
84094,99789
33777,99788
78723,99783
66219,99777
22625,99773
69333,99766
7650,99747
55422,99743
2719,99740
66053,99739
29063,99738
80021,99730
31811,99724
59937,99709
56325,99685
43004,99684
92081,99684
62218,99683
1960,99674
98932,99654
68114,99652
2816,99650
55089,99648
